price,unit,location,bedrooms,baths,state 
"
                                                        ₦700 thousand                                                     ",,"Amore Street, Off Toyin",2,,Lagos
"
                                                        ₦300 million                                                     ",,"Along Murtuala Mohammed Way, By Hughes Avenue, Alagomeji Yaba",,,Lagos
"
                                                        ₦1 million                                                     ",,along Borno Way Ebute-Metta,2,,Lagos
"
                                                        ₦600 thousand                                                     ",,"Adeyeri Crescent Off Oyemekun Road, Ogba",3,,Lagos
Price on call,,"Folorunso Street, Off Ajayi Road, Ogba",2,,Lagos
"
                                                        ₦2 million                                                     ",,"51 Oyedele Oguniyi Street, Anthony Village",3,,Lagos
"
                                                        ₦1.3 million                                                     ",,"directly behind Corona School, Anthony Village",3,,Lagos
"
                                                        ₦2 million                                                     ",,Adeniran Ajao Estate Anthony Village,4,,Lagos
"
                                                        ₦1.8 million                                                     ",,Adeniran Ajao Estate Anthony Village ,3,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦1.5 million                                                     ",,"Ebun Oti Street, Off Akinwunmi Street, Mende Maryland",3,,Lagos
"
                                                        ₦1.3 million                                                     ",,"Ebun Oti Street, Off Akinwunmi Street, Mende Maryland ",2,,Lagos
"
                                                        ₦1.6 million                                                     ",,"Along Eruteya Street, Off Ebun Oti Street, Mende Maryland",2,,Lagos
"
                                                        ₦600 thousand                                                     ",,"14, Adetoun Close, Off College Road, Ogba, Lagos.",,,Lagos
"
                                                        ₦500 thousand                                                     ",,"Brown Lane, Fadeyi",3,,Lagos
"
                                                        ₦450 thousand                                                     ",,"Adenekan Steet, Fadeyi",,,Lagos
"
                                                        ₦800 thousand                                                     ",,along Igbobi College Road By Yaba College of Technology ,3,,Lagos
"
                                                        ₦300 thousand                                                     ",,"10, Ajisafe Street, Atan Ajayi, Ipaja Lagos.",,,Lagos
"
                                                        ₦300 thousand                                                     ",,"Thanniolodo Street, Jibowu",,,Lagos
"
                                                        ₦700 million                                                     ",,"32 Araromi Street Off Custom Road, Onike, Yaba",3,,Lagos
"
                                                        ₦500 thousand                                                     ",,"Araromi Street, Onike Yaba",,,Lagos
"
                                                        ₦800 thousand                                                     ",,"McNeil Street, Sabo, Yaba",,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,"Moleye Street, Alagomeji,Yaba",,,Lagos
"
                                                        ₦1.7 million                                                     ",,"15, Shodipe Street, Yaba",3,,Lagos
"
                                                        ₦3 million                                                     ",,"off Aina George Street, near Indian School, Ilupeju",3,,Lagos
"
                                                        ₦1.7 million                                                     ",,"Obalodu Street, off Sure Mogaji Street Ilupeju Estate",3,,Lagos
"
                                                        ₦1.4 million                                                     ",,"Oduwobi Street, Ilupeju Estate",2,,Lagos
"
                                                        ₦800 thousand                                                     ",,"Oduwobi Street, Off Sura Mogaji Street, Ilupeju Estate",2,,Lagos
"
                                                        ₦1.7 million                                                     ",,"along Awori Road, Dolphin Estate, lkoyi",2,,Lagos
"
                                                        ₦400 thousand                                                     ",,"Santos Layout, Dopemu, Lagos",,,Lagos
"
                                                        ₦3 million                                                     ",,"Aliu Animasheun Street, Lekki Phase 1",3,,Lagos
"
                                                        ₦2 million                                                     ",,"16A, Abike Sulaimon Street, by Road 14, Lekki Phase 1",2,,Lagos
"
                                                        ₦4 million                                                     ",,"Plot 12b, Dapo Solanke Close off Iriabe Street, off Admiralty Way, Lekki Phase 1 ",4,,Lagos
"
                                                        ₦400 thousand                                                     ",,"3, Seriki-Aro Avenue, Ikeja, Lagos.",,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦300 thousand                                                     ",,"17, Ogundimu Street, Captain B/Stop, Abule-Egba, Lagos.",,,Lagos
"
                                                        ₦600 thousand                                                     ",,"11, Obe Street, Ikeja, Lagos.",,,Lagos
"
                                                        ₦700 thousand                                                     ",,"6, Ajao Road, Ikeja, Lagos ",,,Lagos
"
                                                        ₦600 thousand                                                     ",,"John Akinjide Street, Ikeja,Lagos.",2,,Lagos
"
                                                        ₦180 thousand                                                     ",,"Ijoko Road, Sango",,,Lagos
"
                                                        ₦1,500,000                                                    ",,"Off Toyin Str, Ikeja",3,,Lagos
"
                                                        ₦700,000                                                    ",,"Off Toyin Str, Ikeja",2,,Lagos
"
                                                        ₦1,200,000                                                    ",,"Okun Aiai1, By Abraham Adesanya Estate",,,Lagos
"
                                                        ₦600,000                                                    ",,"Akonwonjo, Egbeda",,,Lagos
"
                                                        ₦800,000                                                    ",,"First Estate , Amuwo -0d0fin",3,,Lagos
"
                                                        ₦2,400,000                                                    ",,"Adenubi Close, Off Toyin Street, Ikeja ",,,Lagos
"
                                                        ₦450,000,000                                                    ",,Lawanson B/Stop ,,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦350,000,000                                                    ",,Mushin B/Stop,,,Lagos
"
                                                        ₦400,000,000                                                    ",,Dopemu On The Expressway ,,,Lagos
"
                                                        ₦9,000,000,000                                                    ",,"Koko Town, Delta",,,Lagos
"
                                                        ₦17,000,000,000                                                    ",,Iwofe In Port Harcourt,,,Lagos
"
                                                        ₦5,000,000                                                    ",,Lagos Badagry Seme Road,,,Lagos
"
                                                        ₦2,300,000                                                    ",,Badagry,,,Lagos
Price on call,,Opebi,,,Lagos
"
                                                        ₦2,000,000                                                    ",,"Adedotun Dina Street, Mende Maryland",3,,Lagos
"
                                                        ₦2,500,000                                                    ",,"Bode Dejonwo Estate, By Wasimi High School, Maryland",,,Lagos
"
                                                        ₦700,000                                                    ",, Ijegun,,,Lagos
"
                                                        ₦1,400,000                                                    ",," Molade Okoya Street, Ikeja ",2,,Lagos
"
                                                        ₦96,000,000                                                    ",,Ojota,,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦48,081,000                                                    ",,Ilupeju ,,,Lagos
"
                                                        ₦6,138,000                                                    ",,Marina,,,Lagos
"
                                                        ₦18,360,000                                                    ",,"Marina, Lagos Island",,,Lagos
"
                                                        ₦37,500,000                                                    ",,Marina,,,Lagos
"
                                                        ₦14,200,000                                                    ",,"Marina, Lagos Island",,,Lagos
"
                                                        ₦7,500,000                                                    ",,"Bishop Oluwole Str,",4,,Lagos
"
                                                        ₦30,000,000                                                    ",,"Adetokunbo Ademola Str, V/Island ",,,Lagos
"
                                                        ₦30,765,000                                                    ",,"Awolowo Road, Ikoyi",,,Lagos
"
                                                        ₦2,500,000                                                    ",,"Biaduo St, Sw Ikoyi",3,,Lagos
"
                                                        ₦700,000                                                    ",,Ikoyi,3,,Lagos
"
                                                        ₦31,500,000                                                    ",,Ikoyi,,,Lagos
"
                                                        ₦4,000,000                                                    ",,"Directly On Ishawo Road, (The Newly Under Construction Ikorodu Lagos Ibadan Expressway) Besides Owotu Police Station, Agric Ikorodu",4,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦5,000,000                                                    ",,Ikeja,,,Lagos
"
                                                        ₦250,000                                                    ",,"Edidi Land, Ebuta Metta",,,Lagos
"
                                                        ₦350,000                                                    ",,Orile Iganmu,2,,Lagos
"
                                                        ₦3,000,000                                                    ",,"Ibadan Street, Ebute Metta",8,,Lagos
"
                                                        ₦500,000                                                    ",,"Adekunle, Ebute Metta",,,Lagos
"
                                                        ₦10 million                                                     ",,"Parkview, Ikoyi",5,,Lagos
"
                                                        ₦600,000,000                                                    ",,"Park View, Ikoyi",8,,Lagos
"
                                                        ₦3 million                                                     ",,Idiroko Estate Maryland,4,,Lagos
Price on call,,"Abayomi Lawson, Victoria Island ",,,Lagos
Price on call,,Dopemu ,3,,Lagos
Price on call,,"Parkiew Estate, Ikoyi",3,,Lagos
Price on call,,"Along Jimoh Bajulalye Street, Ifako-Gbagada, Lagos.",3,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,"No. 167, Ikorodu Road, Onipanu Bus-Stop, Onipanu, Lagos.",3,,Lagos
"
                                                        ₦900,000                                                    ",,"OFF ALLEN AVENUE, IKEJA",3,,Lagos
"
                                                        ₦2,800,000                                                    ",,"OPEBI ESTATE, IKEJA",4,,Lagos
"
                                                        ₦600,000                                                    ",,"FIDISO ESTATE, AJAH",3,,Lagos
"
                                                        ₦2,500,000                                                    ",,Lekki Phase 1,3,,Lagos
"
                                                        ₦750,000                                                    ",,Off Salvation St Opebi Ikj,,,Lagos
"
                                                        ₦1,200,000                                                    ",,Maryland Cresc Maryland,2,,Lagos
"
                                                        ₦1,500,000                                                    ",,Sule Abuka Cresc Opebi,3,,Lagos
"
                                                        ₦3,500,000                                                    ",,G.Cappa Est Maryland Ikj ,2,,Lagos
"
                                                        ₦1,700,000                                                    ",,Off A/ Jones Ave Ikj,3,,Lagos
"
                                                        ₦1,400,000                                                    ",,Off A/Jones Ave Ikj ,3,,Lagos
"
                                                        ₦15,940,000                                                    ",,Acme Rd Ogba ,,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦6,000,000                                                    ",,Oba Akran Ave Ikeja,,,Lagos
"
                                                        ₦15,000,000                                                    ",, Awolowo Way Ikeja ,,,Lagos
"
                                                        ₦3,500,000                                                    ",,Off Adeniyi Jones Ave Ikeja,5,,Lagos
"
                                                        ₦10,000,000                                                    ",,Off A/ Jones Ave Ikj ,6,,Lagos
"
                                                        ₦8,000,000                                                    ",,Allen/ Toyin Triangle Ikj ,,,Lagos
"
                                                        ₦10,000,000                                                    ",,Allen Ave Ikeja,,,Lagos
"
                                                        ₦2,500,000                                                    ",,Off Toyin Street Ikeja,5,,Lagos
"
                                                        ₦450,000                                                    ",,Yisa Oladimeji St Off Rikatu Majaro St Uturn B/Stop Abule Egba,3,,Lagos
"
                                                        ₦350,000                                                    ",,Yisa Oladimeji St Off Rikatu Majaro St Uturn B/Stop Abule Egba ,2,,Lagos
"
                                                        ₦350,000                                                    ",,Olufemi Olulade Cresc (Puposola ) New Oko- Oba ,2,,Lagos
"
                                                        ₦900,000                                                    ",,Off Allen Ave Ikeja,3,,Lagos
"
                                                        ₦850,000                                                    ",,Ebute Metta,3,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦6,000,000                                                    ",,"Opebi, Ikeja",5,,Lagos
"
                                                        ₦900,000                                                    ",,"Allen Avenue, Ikeja",3,,Lagos
"
                                                        ₦1,600,000                                                    ",,Ijeshatedo,4,,Lagos
"
                                                        ₦1,200,000                                                    ",,Surulere,3,,Lagos
"
                                                        ₦700,000                                                    ",,"Barrack Busstop, Surulere",,,Lagos
"
                                                        ₦3,000,000                                                    ",,"Ogunalana Drive, Surulere",,,Lagos
"
                                                        ₦2,500,000                                                    ",,Ajao Estate,4,,Lagos
"
                                                        ₦550,000                                                    ",,Ifako Ogba,3,,Lagos
"
                                                        ₦1,600,000                                                    ",,Lekki/Ajah Express,3,,Lagos
"
                                                        ₦65,000                                                    ",,"Ologun Agbaje Street, Victoria Island",,,Lagos
"
                                                        ₦20,000                            ",,Lekki-Epe Expressway,,,Lagos
"
                                                        ₦1,500,000                                                    ",,Mangoro,,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦250,000                                                    ",,"Alade Market, Ikeja",,,Lagos
"
                                                        ₦3,000,000                                                    ",,"Peace Estate, Oregun",3,,Lagos
"
                                                        ₦2,700,000                                                    ",,"Aliu Animashaun street, Lekki Phase 1",3,,Lagos
"
                                                        ₦500,000                                                    ",," David's Court, Arepo Estate, 0 Punch On Lagos-Lbadan Expressway",3,,Lagos
"
                                                        ₦1,700,000                                                    ",,"Isheri, Along Channels Tv Road, Isheri",5,,Lagos
"
                                                        ₦2,500,000                                                    ",,"River Valley Estate, Ojodu",5,,Lagos
"
                                                        ₦2,000,000                                                    ",,"River Valley Estate, Ojodu",4,,Lagos
"
                                                        ₦5,000,000                                                    ",,"Kingsley Emu Str, Lekki Phase 1",3,,Lagos
"
                                                        ₦3,500,000                                                    ",,"Seagate Towers, Oniru",3,,Lagos
"
                                                        ₦850,000                                                    ",,"Oluwakayode Jacobs Street, Lekki 1, Lagos",4,,Lagos
"
                                                        ₦557,000                                                    ",,"Victory Park Estate, Lekki",3,,Lagos
"
                                                        ₦850,000                                                    ",,"Yaba, Lagos.",2,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦750,000                                                    ",,"Near Shoprite (New House) AtNear Shoprite (New House) At Sangotedo, Ajah Sangotedo, Ajah",3,,Lagos
"
                                                        ₦3,000,000                                                    ",,"Oko Awo Close, Victoria Island (1st Floor)",,,Lagos
"
                                                        ₦5,000,000                                                    ",,"Beside Silverbird Cinema, Victoria Island",4,,Lagos
"
                                                        ₦400,000                                                    ",,"Fatai Eletu Str. Global Container Rd, Awoyaya Ibeju Lekki Lga Lagos",2,,Lagos
"
                                                        ₦700,000                                                    ",,"Covenant Drive, Unity Estate Awoyaya Ibeju Lekki ",3,,Lagos
"
                                                        ₦550,000                                                    ",,Peace Land Sangotedo / Ogombo In Eti Osa Lga Lekki,,,Lagos
"
                                                        ₦600,000                                                    ",,Peace Land Sangotedo / Ogombo In Eti Osa Lga Lekki:,2,,Lagos
"
                                                        ₦1,600,000                                                    ",,Lekki County Homes Ikota,3,,Lagos
"
                                                        ₦1,500,000                                                    ",,"Jerry Eriabe Street, Off Admiralty Way, Close To Tantalizer, Lekki Phase 1 ",1,,Lagos
"
                                                        ₦4,000,000                                                    ",,"Admiralty Way, Close To Tantalizer, Lekki Phase 1",,,Lagos
"
                                                        ₦2,200,000                                                    ",,Millenuim Estate Gbagada,3,,Lagos
"
                                                        ₦1,700,000                                                    ",,"Obalodu Street, Off Coker Road Ilupeju",3,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦1,400,000                                                    ",,"Olabisi Osho, Slightly Before Medina Estate Gbagada ",3,,Lagos
"
                                                        ₦1,200,000                                                    ",,"Olabisi Osho, Slightly Before Medina Estate Gbagada ",3,,Lagos
"
                                                        ₦400,000                                                    ",,"Haruna Before Ikorodu Roundabout,Ikorodu",3,,Lagos
"
                                                        ₦2,000,000                                                    ",,"Millenuim Estate, Gbagada",3,,Lagos
"
                                                        ₦1,700,000                                                    ",,"Arowojobe Estate, Maryland",3,,Lagos
"
                                                        ₦3,600,000                                                    ",,Lekki Phase1,3,,Lagos
"
                                                        ₦15,000,000                                                    ",, Abagbon Close Off Ologun Agbeje,,,Lagos
"
                                                        ₦4,000,000                                                    ",,"Emerald Court, Lekki Epe Way.",5,,Lagos
"
                                                        ₦4,000,000                                                    ",,Behind Diamond Bank Lekki Phase1 ,3,,Lagos
"
                                                        ₦3,500,000                                                    ",,Brook Harbor Oniru,2,,Lagos
"
                                                        ₦3,500,000                                                    ",,"Mainland Way, Dolphin Estate Ikoyi",4,,Lagos
"
                                                        ₦7,500,000                                                    ",,"Parkview Estate, Ikoyi ",5,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦5,000,000                                                    ",,"Metro Garden Estate,Lekki Phase 1",4,,Lagos
"
                                                        ₦16,000,000                                                    ",,Off Adeola Odeku V/Island,,,Lagos
"
                                                        ₦3,500,000                                                    ",,"1004 Estate, Victoria Island",3,,Lagos
"
                                                        ₦5,500,000                                                    ",,Hameed Kasumu Street Off Ajayi Bembe By Onikoyi. Ikoyi.,4,,Lagos
"
                                                        ₦18,000,000                                                    ",,"3rd Avenue Banana Island, Ikoyi",4,,Lagos
"
                                                        ₦9,000,000                                                    ",,"Mojisola Onikoyi, Ikoyi",3,,Lagos
"
                                                        ₦9,500,000                                                    ",,"27 Musa Yaradua, Abuja",3,,Lagos
"
                                                        ₦4,500,000                                                    ",,"Honorable Adedeji Off Remi Olowude, Lekki",3,,Lagos
"
                                                        ₦6,000,000                                                    ",,"Valley Estate, Dopemu, Lagos",4,,Lagos
"
                                                        ₦400,000                                                    ",,Awolowo Way Opebi Ikeja ,,,Lagos
"
                                                        ₦1,500,000                                                    ",,Oregun Ikeja,,,Lagos
"
                                                        ₦900,000                                                    ",,Oregun Ikeja,,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦1,000,000                                                    ",, Kudi Abiola Oregun,,,Lagos
"
                                                        ₦280,000                                                    ",,"Martins, Akute",3,,Lagos
"
                                                        ₦200,000                                                    ",,"Martins, Akute ",2,,Lagos
"
                                                        ₦300,000                                                    ",,Erunwen Ikorodu,3,,Lagos
"
                                                        ₦4,000,000                                                    ",,directly on the Oregun Highway ,,,Lagos
"
                                                        ₦800,000                                                    ",,Fashoro Street Surulere Lagos,2,,Lagos
"
                                                        ₦300,000                                                    ",,"Akute, Lagos",3,,Lagos
"
                                                        ₦650,000                                                    ",,Sunshine Estate Oko-Oba Agege,3,,Lagos
"
                                                        ₦400,000                                                    ",,Williams Elliot Estate Oko-Oba ,3,,Lagos
"
                                                        ₦8,000,000                                                    ",,Ologun Agbaje Street Vi Lagos,,,Lagos
"
                                                        ₦75,000,000                                                    ",,"Engineering Close, Victoria Island ",,,Lagos
"
                                                        ₦8,000,000                                                    ",,Hakeem Dickson Street Lekki Phase 1,7,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦6,000,000                                                    ",,Bishop Oluwole Street Victoria Island,5,,Lagos
"
                                                        ₦3,000,000                                                    ",, Professor Akinwumi Street Lekki Phase I,4,,Lagos
"
                                                        ₦1,500,000                                                    ",,Green Field Estate Opic Isheri Along Lagos Ibadan Expressway,5,,Lagos
"
                                                        ₦1,050,000                                                    ",,Cbd Alausa Ikeja,,,Lagos
"
                                                        ₦5,000,000                                                    ",,Adebayo Banjo Street Opebi Ikeja Lagos ,5,,Lagos
"
                                                        ₦3,000,000                                                    ",,A Close Within Magodo Shangisha Estate,5,,Lagos
"
                                                        ₦250,000                                                    ",,"Ajah, Lagos Island",1,,Lagos
"
                                                        ₦350,000                                                    ",,"Ajah, Lagos Island",,,Lagos
"
                                                        ₦1,000,000                                                    ",,aj,3,,Lagos
"
                                                        ₦6,000,000                                                    ",,Lekki Scheme1,4,,Lagos
"
                                                        ₦1,500,000                                                    ",,"Gbagada, Lagos",,,Lagos
"
                                                        ₦350,000                                                    ",,"Ojodu, Lagos",,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦700,000                                                    ",,"Ojodu, Lagos",3,,Lagos
"
                                                        ₦500,000                                                    ",,"Olowora, Lagos ",2,,Lagos
"
                                                        ₦350,000                                                    ",,"Olowora, Lagos State",2,,Lagos
"
                                                        ₦600,000                                                    ",,magodo Isheri,3,,Lagos
"
                                                        ₦300,000                                                    ",,magodo Isheri,,,Lagos
"
                                                        ₦250,000                                                    ",,magodo Isheri,,,Lagos
"
                                                        ₦1,500,000                                                    ",,magodo Isheri,5,,Lagos
"
                                                        ₦350,000                                                    ",,magodo Isheri,,,Lagos
"
                                                        ₦1,000,000                                                    ",,magodo Isheri,2,,Lagos
"
                                                        ₦900,000                                                    ",,magodo Isheri,2,,Lagos
"
                                                        ₦1,500,000                                                    ",,magodo Isheri,3,,Lagos
"
                                                        ₦1,000,000                                                    ",,magodo Isheri,3,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦800,000                                                    ",,magodo Isheri,3,,Lagos
"
                                                        ₦1,000,000                                                    ",,Magodo GRA Phase 1,3,,Lagos
"
                                                        ₦2,000,000                                                    ",,Omole Phase 2,5,,Lagos
"
                                                        ₦650,000                                                    ",,Omole Phase 2,2,,Lagos
"
                                                        ₦900,000                                                    ",,Omole Phase 2,2,,Lagos
"
                                                        ₦1,200,000                                                    ",,Omole Phase 2,3,,Lagos
"
                                                        ₦2,500,000                                                    ",,Omole Phase 2,4,,Lagos
"
                                                        ₦7 million                                                     ",,"Ademola Street, South-west Ikoyi",3,,Lagos
"
                                                        ₦8 million                                                     ",,"Banana Island, Ikoyi",2,,Lagos
Price on call,,"Eko Pearl, Eko Atlantic City, Victoria Island",,,Lagos
"
                                                        ₦750 thousand                                                     ",,"6th Avenue, Festac Town",3,,Lagos
"
                                                        ₦20 million                                                     ",,"Old Ikoyi, Lagos State",,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦1.5 million                                                     ",,"Ojomu Estate, Osapa, Lekki",,,Lagos
Price on call,,"Musa Yaradua Street, Victoria Island",3,,Lagos
"
                                                        ₦980 thousand                                                     ",,"Sparklight Estate, Arepo",4,,Lagos
"
                                                        ₦4.5 million                                                     ",,"Finchley Court, Simeon Akinlolu Street, Oniru",3,,Lagos
"
                                                        ₦3 million                                                     ",,"Off 6th Avenue, Osapa, Lekki",3,,Lagos
"
                                                        ₦2.5 million                                                     ",,"off 6th Avenue, Osapa, Lekki",2,,Lagos
Price on call,,"Block C, Ikota Shopping Complex, Lekki",,,Lagos
Price on call,,"Adeola Odeku Street, Victoria Island",,,Lagos
"
                                                        ₦15 million                                                     ",,"Vita Towers, Victoria Island",3,,Lagos
"
                                                        ₦3 million                                                     ",,"1004 Estate, Victoria Island",1,,Lagos
"
                                                        ₦7.5 million                                                     ",,"Running Brook, Banana Island, Ikoyi",2,,Lagos
"
                                                        ₦3.5 million                                                     ",,"Cadogan Estate, Osapa, Lekki",3,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
