price,unit,location,bedrooms,baths,state 
"
                                                        ₦35 million                             ",,"Along Admiralty Way, Lekki",8,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
"
                                                        ₦1 million                                                     ",,Ibara Housing Estate Abeokuta,6,,Lagos
"
                                                        ₦1.8 million                                                     ",,"Opposite Mobil Estate,Ikota, Lekki, Lagos",3,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
"
                                                        ₦2.5 million                                                     ",,"Olugbosi Close,Victoria Island, Lagos",2,,Lagos
"
                                                        ₦3.5 million                                                     ",,"CMD Road, Magodo, Lagos",5,,Lagos
"
                                                        ₦12 million                                                     ",,"Thumbull Road, Ikoyi, Lagos",2,,Lagos
Price on call,,,,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,,,,Lagos
"
                                                        ₦1 billion                                                     ",,"Along Bank Road, Ikoyi",,,Lagos
Price on call,,Igbo-Efon Round About Lekki,,,Lagos
"
                                                        ₦2.5 million                                                     ",,Lekki Garden Horizon By Chevron Lekki,,,Lagos
"
                                                        ₦1.8 million                                                     ",,Pearl Gate Estate Along Lekki Expressway ,3,,Lagos
Price on call,,Victoria Island,,,Lagos
"
                                                        ₦10 million                                                     ",,Parkview Ikoyi,5,,Lagos
"
                                                        ₦15 million                                                     ",,"Temple Road, Ikoyi",5,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
"
                                                        ₦65,000                                                    ",,"Kingsway Rd, Ikoyi",,,Lagos
Price on call,,"On Or Off Ozumba Mbadiwe Str., V. I",,,Lagos
"
                                                        ₦600,000                                                    ",, Sura Shopping Complex,,,Lagos
"
                                                        ₦500,000                                                    ",,Sura Shopping Complex,,,Lagos
"
                                                        ₦2,500,000                                                    ",,Prime Waterview Estate,3,,Lagos
"
                                                        ₦10,000,000                                                    ",,"Along Durosimi-Etti Close To Dowen College, Lekki Phase 1 ",6,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦6,000,000                                                    ",,Musa Yar’Adua Street,,,Lagos
"
                                                        ₦15,000,000                                                    ",,Off Adetokunbo Ademola,7,,Lagos
Price on call,,"Osborne 1, Ikoyi Lagos",3,,Lagos
"
                                                        ₦100,000                                                    ",,Awolowo Road,,,Lagos
"
                                                        ₦100,000                                                    ",,"Osborne 1, Ikoyi Lagos",,,Lagos
"
                                                        ₦10,000,000                                                    ",,"Osborne 1, Ikoyi Lagos",,,Lagos
"
                                                        ₦45,000,000                                                    ",,Off Kingsway Road,,,Lagos
"
                                                        ₦40,000,000                                                    ",,Surulere,,,Lagos
"
                                                        ₦1,600,000                                                    ",,Ilupeju,4,,Lagos
"
                                                        ₦1,800,000                                                    ",,Ilupeju,5,,Lagos
"
                                                        ₦300,000                                                    ",,Ilupeju,3,,Lagos
Price on call,,,,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
"
                                                        ₦9 million                                                     ",,,,,Lagos
"
                                                        ₦6 million                                                     ",,,,,Lagos
Price on call,,,,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
"
                                                        ₦4 million                                                     ",,,,,Lagos
Price on call,,S/W Ikoyi,,,Lagos
Price on call,,,,,Lagos
"
                                                        ₦550 thousand                                                     ",,Micheal Akinola Street Onipetesi Estate Mangoro,3,,Lagos
"
                                                        ₦650 thousand                                                     ",,Isheri North,3,,Lagos
"
                                                        ₦1.2 million                                                     ",,Isheri North,4,,Lagos
"
                                                        ₦2.5 million                                                     ",,Orchid Hotel/ Lafiaji Road By 2nd Toll Gate ,5,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦750 thousand                                                     ",,"Gbolahan Close Salvation Estate, Addo, Ajah",2,,Lagos
"
                                                        ₦1.2 million                                                     ",,Terra Annex Estate Sangotedo Ajah,2,,Lagos
"
                                                        ₦1.5 million                                                     ",,Terra Annex Estate Sangotedo Ajah,3,,Lagos
"
                                                        ₦5.5 million                                                     ",,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,"Moshood Olugbani Street, Victoria Island",5,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
"
                                                        ₦3 billion                                                     ",,,,,Lagos
Price on call,,,,,Lagos
"
                                                        ₦1 million                                                     ",,,,,Lagos
"
                                                        ₦1.3 million                                                     ",,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,,,,Lagos
Price on call,,,,,Lagos
"
                                                        ₦250 thousand                                                     ",,Ipaja ,3,,Lagos
"
                                                        ₦850 thousand                                                     ",,"Off Allen Avenue, Ikeja",3,,Lagos
"
                                                        ₦450 thousand                                                     ",,Egin Street Ojodu ,2,,Lagos
"
                                                        ₦1 million                                                     ",,Abayomi Owulade Magodo,2,,Lagos
"
                                                        ₦1.5 million                                                     ",,"Kosofe Street Block 38 Dolphin, Ikoyi",3,,Lagos
Price on call,,Ben Okagbue St behind Dowen College,,,Lagos
Price on call,,oniru,,,Lagos
"
                                                        ₦3.5 million                                                     ",,"off Palace Rd, Lekki Phase 1",,,Lagos
Price on call,,"4th floor at Mosley Road Ikoyi,",,,Lagos
"
                                                        ₦14 million                                                     ",,"Parkview Estate, lkoyi",,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,"off Aina Jakande Street, Good Homes Estate (serene private Estate)",,,Lagos
Price on call,,"Graceland Estate, Ajah Area",,,Lagos
"
                                                        ₦800 thousand                                                     ",,"Greenville Estate off Badore Road by Co operative Villa,",,,Lagos
Price on call,,"Off Toyin Street, (Abiola Crescent) Ikeja",7,,Lagos
"
                                                        ₦2.5 million                                                     ",,"off Kusenla Street, IKATE,",3,,Lagos
Price on call,,"Shop F76 & 77, Shop F76 & 77 ",,,Lagos
"
                                                        ₦2.2 million                                                     ",,Gbemisola House (By Clam) ,,,Lagos
Price on call,,"Mobolaji Bank Anthony Way, Maryland",,,Lagos
"
                                                        ₦5 million                                                     ",,"Point Road, Apapa, Gra",5,,Lagos
Price on call,,"off Kusenla Street, Ikate",,,Lagos
"
                                                        ₦5 million                                                     ",,Lekki Phase 1,5,,Lagos
"
                                                        ₦5 million                                                     ",,"Ikoyi, Lagos, Nigeria",3,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,Oduduwa Crescent GRA,4,,Lagos
Price on call,,"Sobo Arobiodu Street, GRA Ikeja",5,,Lagos
Price on call,,Off Sowemimo Street GRA Ikeja,3,,Lagos
Price on call,,"Masha, Surulere",3,,Lagos
"
                                                        ₦15 million                                                     ",,"Ladipo Oluwole, Off Adeniyi Jones, Ikeja",,,Lagos
"
                                                        ₦600 thousand                                                     ",,"Oro, Ajah",2,,Lagos
"
                                                        ₦5 million                                                     ",,"Dolphin Estate, Ikoyi",,,Lagos
"
                                                        ₦20 million                                                     ",,"Kingsway Road, Ikoyi",,,Lagos
"
                                                        ₦600 million                                                     ",,"Block D, Flat Moore Road, Yaba",3,,Lagos
Price on call,,"Oshikalu Street Off Randle Avenue, Surulere",3,,Lagos
Price on call,,"Oshikalu Street, Off Randle Avenue, Surulere",2,,Lagos
Price on call,,"Oshikalu Street, Off Randle Avenue, Surulere",,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦2.5 million                                                     ",,Ikeja GRA(Adekunle Fajuyi Way),6,,Lagos
"
                                                        ₦6.5 million                                                     ",,"110 Norman Williams Street, S/West, Ikoyi",7,,Lagos
Price on call,,"Ayinde Akinmade Street, Off Admiralty Way",2,,Lagos
Price on call,,"Folashade Close, Surulere, Lagos",,,Lagos
Price on call,,"Folashade Close, Surulere, Lagos",3,,Lagos
Price on call,,"Off Bode Thomas, Surulere, Lagos",4,,Lagos
"
                                                        ₦2,500,000                                                    ",,"Off Admiralty Rd, Lekki 1",3,,Lagos
"
                                                        ₦18,000,000                                                    ",,"Ocean Parade, Banana Island, Ikoyi",4,,Lagos
"
                                                        ₦3,500,000                                                    ",,Fola Osibo Street Lekki 1 ,3,,Lagos
"
                                                        ₦3,500,000                                                    ",,"Agboola Aina St. Off Toyin Str, Ikeja",5,,Lagos
Price on call,,Sw Ikoyi,4,,Lagos
"
                                                        ₦6,000,000                                                    ",,"Old Ikoyi, Ikoyi",3,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦4,000,000                                                    ",,"Parkview Estate, Ikoyi ",4,,Lagos
"
                                                        ₦2,500,000                                                    ",,"Parkview Estate, Ikoyi ",2,,Lagos
"
                                                        ₦15,000,000                                                    ",,"Banana Island, Ikoyi",3,,Lagos
Price on call,,victoria island,,,Lagos
"
                                                        ₦8,000,000                                                    ",,victoria island,,,Lagos
"
                                                        ₦25,000,000                                                    ",,victoria island,,,Lagos
"
                                                        ₦7,000,000                                                    ",,victoria island,,,Lagos
"
                                                        ₦3,000,000                                                    ",,"Ikate, Lekki",,,Lagos
"
                                                        ₦3,000,000                                                    ",,"Ikate, Lekki",,,Lagos
Price on call,,Lekki Phase 1,,,Lagos
"
                                                        ₦75,000                                                    ",,Lekki Phase 1,,,Lagos
"
                                                        ₦150,000,000                                                    ",,Lekki Phase 1,,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦4,000,000                                                    ",,Lekki Phase 1,,,Lagos
"
                                                        ₦3,000,000                                                    ",,Lekki Phase 1,,,Lagos
"
                                                        ₦5,000,000                                                    ",,Lekki Phase 1,,,Lagos
"
                                                        ₦4,500,000                                                    ",,Lekki Phase 1,,,Lagos
"
                                                        ₦2,500,000                                                    ",,Lekki Phase 1,,,Lagos
"
                                                        ₦3,000,000                                                    ",,"Esther Adeleke Str, Lekki 1",,,Lagos
"
                                                        ₦2,000,000                                                    ",,Lekki Phase 1,,,Lagos
"
                                                        ₦1,500,000                                                    ",,Lekki Phase 1,,,Lagos
"
                                                        ₦1,000,000                                                    ",,Lekki Phase 1,,,Lagos
Price on call,,Lekki Phase 1,,,Lagos
"
                                                        ₦2,000,000                                                    ",,Lekki Phase 1,,,Lagos
"
                                                        ₦6,000,000                                                    ",,"Oniru Estate, Victoria Island ",,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦3,500,000                                                    ",,"Oniru Estate, Victoria Island ",,,Lagos
"
                                                        ₦2,500,000                                                    ",,"Oniru, Victoria Island ",,,Lagos
"
                                                        ₦1,500,000                                                    ",,"Oniru, Victoria Island ",,,Lagos
Price on call,,Gbagada,,,Lagos
Price on call,,"Ajah, Lagos Island",,,Lagos
Price on call,,"Oniru, Victoria Island ",,,Lagos
Price on call,,Mutual Alpha Court Surulere,,,Lagos
Price on call,,MAGODO GRA 1,,,Lagos
Price on call,,"Surulere, Lagos Mainland",,,Lagos
Price on call,, Safecourt Estate Elegbusi Lekki,,,Lagos
Price on call,,Lekki Phase 1,,,Lagos
Price on call,,Lekki Phase 1,,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,"Oniru, Victoria Island ",,,Lagos
Price on call,,"Parkview Estate, Ikoyi ",,,Lagos
Price on call,,victoria island,,,Lagos
"
                                                        ₦15,000,000                                                    ",,Ikorodu,,,Lagos
Price on call,,Kayode Street Ogba,,,Lagos
Price on call,,"Akute, Lagos",,,Lagos
Price on call,,Adeola Odeku,,,Lagos
Price on call,,Adeola Odeku,,,Lagos
Price on call,,Adeola Odeku,,,Lagos
Price on call,,Adeola Odeku,,,Lagos
Price on call,,victoria island,,,Lagos
Price on call,,"Gerald Road, Ikoyi",,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,"Parkview Estate, Ikoyi ",,,Lagos
Price on call,,"Parkview Estate, Ikoyi ",,,Lagos
Price on call,,Ikoyi ,,,Lagos
Price on call,,Ikoyi ,,,Lagos
Price on call,,Ikoyi ,,,Lagos
Price on call,,"Banana Island, Ikoyi",,,Lagos
Price on call,,"Banana Island, Ikoyi",,,Lagos
Price on call,,"Banana Island, Ikoyi",,,Lagos
Price on call,,Ikoyi ,,,Lagos
"
                                                        ₦18,800                                                    ",,Gbagada,,,Lagos
"
                                                        ₦15,000,000                                                    ",,Anthony Village,4,,Lagos
"
                                                        ₦10,000,000                                                    ",,Ikeja GRA,5,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦1,800,000                                                    ",,Ikeja,3,,Lagos
"
                                                        ₦1,600,000                                                    ",,Ikeja,3,,Lagos
"
                                                        ₦1,500,000                                                    ",,Ikeja,3,,Lagos
"
                                                        ₦3,500,000                                                    ",,Ikeja,3,,Lagos
"
                                                        ₦5,000,000                                                    ",,Ikeja,3,,Lagos
"
                                                        ₦4,500,000                                                    ",,Ikeja,3,,Lagos
"
                                                        ₦7,500,000                                                    ",,Ikeja,3,,Lagos
Price on call,,Ikeja,4,,Lagos
Price on call,,Ikeja,5,,Lagos
"
                                                        ₦3,800,000                                                    ",,Ikeja,5,,Lagos
"
                                                        ₦2,500,000                                                    ",,Ikeja,5,,Lagos
"
                                                        ₦1,500,000                                                    ",,Ikeja,2,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦2,000,000                                                    ",,Ikeja,3,,Lagos
"
                                                        ₦10,000,000                                                    ",,Ikeja,4,,Lagos
"
                                                        ₦3 million                                                     ",,"Admiralty, Way Lekki ",,,Lagos
"
                                                        ₦2 million                                                     ",,"Admiralty Way, Lekki ",,,Lagos
"
                                                        ₦10 million                                                     ",,"Off Freedom Way, Lekki. ",5,,Lagos
"
                                                        ₦4 million                                                     ",,"Oba Oyekan Estate, Lekki 1  ",4,,Lagos
Price on call,,"ALONG ASA AFARIOGUN STREET, AJAO ESTATE, ISOLO.",,,Lagos
Price on call,,"ABULE-OJO, ALAGBOLE.",,,Lagos
Price on call,,"ABULE-OJO, ALAGBOLE.",,,Lagos
Price on call,,"OJOKORO MILLENIUM ESTATE, IJAIYE-OJOKORO, IFAKO -IJAIYE, OGBA",,,Lagos
Price on call,,"MILLENIUM ESTATE, IJAIYE-OJOKORO, IFAKO-IJAIYE.",,,Lagos
Price on call,,"COUNTY ESTATE, IJU-ROAD, AGEGE",,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,"ALONG OGUNLANA DRIVE, SURULERE, LAGOS.",,,Lagos
Price on call,,"LSDPC LOW COST, ABESAN, Ipaja, Lagos",,,Lagos
Price on call,,"WITHIN A PRIVATE ESTATE BEHIND NEW DAIRY FARM ESTATE, AGEGE.",,,Lagos
"
                                                        ₦6 million                                                     ",,Club Road Ikoyi Lagos,3,,Lagos
"
                                                        ₦1 billion                                                     ",,Off Kofo Abayomi Victoria Island Lagos,,,Lagos
Price on call,,"LSDPC PHASE IV ESTATE, OGBA.",,,Lagos
Price on call,,"Oniru Estate, Victoria Island",,,Lagos
Price on call,,Old Ikoyi,,,Lagos
Price on call,,"oniru Estate, Victoria Island",,,Lagos
Price on call,,"Parkview Estate, lkoyi",,,Lagos
Price on call,,"Parkview Estate, lkoyi",,,Lagos
Price on call,,Off Bourdillion Ikoyi,,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,"Ayilara, Surulere ",3,,Lagos
"
                                                        ₦800 thousand                                                     ",,Sangotedo - Ajah,3,,Lagos
"
                                                        ₦1.3 million                                                     ",,"Abraham Adesanya Estate, Ajah",3,,Lagos
"
                                                        ₦400 thousand                                                     ",,"Off Road 3, V.G.C ",,,Lagos
"
                                                        ₦900 thousand                                                     ",,"Ikate Elegushi, Lekki",,,Lagos
Price on call,,Lekki Phase 1,,,Lagos
"
                                                        ₦3 million                                                     ",,"Off Durosimi Etti, Lekki Phase 1",3,,Lagos
"
                                                        ₦3 million                                                     ",,Prime Water Garden Estate ,3,,Lagos
"
                                                        ₦20 million                                                     ",,"Muri Okunola, Victoria Island",7,,Lagos
"
                                                        ₦3.5 million                                                     ",,Victoria Island,3,,Lagos
"
                                                        ₦2 million                                                     ",,Victoria Island,2,,Lagos
"
                                                        ₦1.5 million                                                     ",,Victoria Island,,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,Admiralty Way Lekki Phase 1,,,Lagos
Price on call,,Admiralty Way Lekki,,,Lagos
Price on call,,Admiralty Way Lekki,,,Lagos
Price on call,,Admiralty Way Lekki,,,Lagos
Price on call,,Admiralty Way Lekki,,,Lagos
Price on call,,Admiralty Way Lekki,,,Lagos
Price on call,,"10 Abiodun Sobajo Street, Agidingbi",4,,Lagos
Price on call,," 29C Sakiru Anjorin Street, Off Kayode Otitoju Street, Off Admiralty Road.",,,Lagos
"
                                                        ₦4,000,000                                                    ",,Ikeja,4,,Lagos
"
                                                        ₦3,500,000                                                    ",,"Maryland, Lagos",4,,Lagos
"
                                                        ₦2,000,000                                                    ",,"Maryland, Lagos",6,,Lagos
"
                                                        ₦2,750,000                                                    ",,"Maryland, Lagos",4,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦2,800,000                                                    ",,Ikeja,,,Lagos
"
                                                        ₦4,500,000                                                    ",,"Maryland, Lagos",4,,Lagos
"
                                                        ₦4,500,000                                                    ",,"Maryland, Lagos",7,,Lagos
"
                                                        ₦1,000,000                                                    ",,"Maryland, Lagos",3,,Lagos
"
                                                        ₦1,800,000                                                    ",,"Maryland, Lagos",3,,Lagos
"
                                                        ₦1,560,000                                                    ",,"Maryland, Lagos",3,,Lagos
"
                                                        ₦6,000,000                                                    ",,"Maryland, Lagos",6,,Lagos
"
                                                        ₦10,000,000                                                    ",,"Maryland, Lagos",,,Lagos
Price on call,,BANANA ISLAND IKOYI,,,Lagos
Price on call,,BANANA ISLAND IKOYI,,,Lagos
Price on call,,"off 2nd Avenue, Banana Island, Ikoyi",,,Lagos
Price on call,,"Lawanson Street, Surulere",2,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,Ikeja GRA,4,,Lagos
"
                                                        ₦1.5 million                                                     ",,"Jerry Eriabe Street, off Admiralty way, close to Tantalizer, Lekki Phase 1",1,,Lagos
Price on call,," Eko Atlantic City, Lekki",3,,Lagos
Price on call,,"Eko Atlantic City, Lekki",2,,Lagos
"
                                                        ₦400 thousand                                                     ",,Eastline Shopping Complex Abraham Adesanya Roundabout Ajah,,,Lagos
"
                                                        ₦350 million                                                     ",,"Off Ago Palace Way, Okota",,,Lagos
"
                                                        ₦70 million                                                     ",,Agbala Area Opp Low Cost Estate Ikorodu Town,3,,Lagos
"
                                                        ₦600 thousand                                                     ",,"Itire Road, Ishaga Junction, Surulere",,,Lagos
"
                                                        ₦10 million                                                     ",,"Ademola Street, Off Awolowo Road, Ikoyi",,,Lagos
"
                                                        ₦180 thousand                                                     ",,"Ogijo, Ikorodu",3,,Lagos
"
                                                        ₦400 thousand                                                     ",,"Collins Enebeli, Igando ",4,,Lagos
"
                                                        ₦1.2 million                                                     ",,LBS Ajah,2,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦700 thousand                                                     ",,"Sangotedo, Ajah",3,,Lagos
"
                                                        ₦1.5 million                                                     ",,"Mobil Road, Ajah",3,,Lagos
"
                                                        ₦1.2 million                                                     ",,"Mobil Road, Ajah",3,,Lagos
"
                                                        ₦1.4 million                                                     ",,Agungi Lekki,3,,Lagos
"
                                                        ₦4 million                                                     ",,Osapa Lekki,5,,Lagos
"
                                                        ₦4 million                                                     ",,Osapa Lekki,5,,Lagos
"
                                                        ₦3.5 million                                                     ",,"Bera Estate Chevron, Lekki",4,,Lagos
"
                                                        ₦600 thousand                                                     ",,By Lekki Garden Ajah,,,Lagos
"
                                                        ₦500 thousand                                                     ",,"Ikota Shopping Complex, Lekki",,,Lagos
"
                                                        ₦2.5 million                                                     ",,"Agungi, Lekki",4,,Lagos
"
                                                        ₦3.5 million                                                     ",,Agungi Lekki,4,,Lagos
"
                                                        ₦4.5 million                                                     ",,Osapa Lekki,5,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦2 million                                                     ",,Osapa Lekki,3,,Lagos
"
                                                        ₦1.8 million                                                     ",,Osapa Lekki,3,,Lagos
"
                                                        ₦4 million                                                     ",,Osapa Lekki,4,,Lagos
"
                                                        ₦3.5 million                                                     ",,Osapa Lekki ,4,,Lagos
"
                                                        ₦2.5 million                                                     ",,Ikate Lekki,3,,Lagos
"
                                                        ₦3.5 million                                                     ",,Lekki Phase 1 ,3,,Lagos
"
                                                        ₦3 million                                                     ",,Lekki Phase 1,3,,Lagos
"
                                                        ₦25,000,000                                                    ",,Maple Wood Est New Oko-Oba ,,,Lagos
"
                                                        ₦2,000,000                                                    ",,Maplewood Estate,4,,Lagos
"
                                                        ₦1,000,000                                                    ",," Behind Forest, Kuje",3,,Lagos
"
                                                        ₦300,000                                                    ",," Mubarak Estate, Kayode Afolabi Close, Akute  ",3,,Lagos
"
                                                        ₦2,000,000                                                    ",,MAGODO GRA(2) SANGISHA,3,,Lagos
