price,unit,location,bedrooms,baths,parking_lots,state 
"
                                                                        ₦16,000,000
                                                                            ",/ yr,Banana Island Estate,4 Beds / 4 Baths Duplex To Rent,,,Banana Island Estate
"
                                                                        ₦700,000
                                                                            ",/ yr,"Pearl Garden Estate, Off Monastery Road, Sangotedo",2 Beds / 2 Baths Bungalow To Rent,,,"Pearl Garden Estate, Off Monastery Road, Sangotedo"
"
                                                                        ₦16,000,000
                                                                            ",/ yr,Ikoyi,3 Beds / 3 Baths High Rise To Rent,,,Ikoyi
"
                                                                        ₦2,200,000
                                                                            ",/ yr,Lekki,3 Beds / 3 Baths Flat To Rent,,,Lekki
"
                                                                        ₦2,000,000
                                                                            ",/ yr,"Wellowgreen Estate, Agungi",3 Beds / 3 Baths Duplex To Rent,,,"Wellowgreen Estate, Agungi"
"
                                                                        ₦800,000
                                                                            ",/ yr,"Freedom Road, Osapa London, Agungi",2 Beds / 2 Baths Flat To Rent,,,"Freedom Road, Osapa London, Agungi"
"
                                                                        ₦800,000
                                                                            ",/ yr,University View Estate,3 Beds / 3 Baths Flat To Rent,,,University View Estate
"
                                                                        ₦30,000,000
                                                                            ",/ yr,"Banana Island Estate,",5 Beds / 5 Baths Duplex To Rent,,,"Banana Island Estate,"
"
                                                                        ₦750,000
                                                                            ",/ yr,"Budo Estate, Phase 2",2 Beds / 2 Baths Flat To Rent,,,"Budo Estate, Phase 2"
"
                                                                        ₦2,000,000
                                                                            ",/ yr,"Lekki County Home, Ikota Villa Estate",3 Beds / 3 Baths Duplex To Rent,,,"Lekki County Home, Ikota Villa Estate"
"
                                                                        ₦2,500,000
                                                                            ",/ yr,"Serene Court, Osapa London",5 Beds / 5 Baths Town House To Rent,,,"Serene Court, Osapa London"
"
                                                                        ₦2,000,000
                                                                            ",/ yr,"University View Estate, Chief Mantones Street",5 Beds / 5 Baths Semi Detached To Rent,,,"University View Estate, Chief Mantones Street"
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Ikeja,3 Beds / 3 Baths Duplex To Rent,,,Ikeja
"
                                                                        ₦1,500,000
                                                                            ",/ yr,Ikota Villa Estate,3 Beds / 3 Baths Flat To Rent,,,Ikota Villa Estate
"
                                                                        ₦1,300,000
                                                                            ",/ yr,Pearl Nuga Park Estate,3 Beds / 3 Baths Terrace To Rent,,,Pearl Nuga Park Estate
"
                                                                        ₦1,200,000
                                                                            ",/ yr,University View Estate,3 Beds / 3 Baths Flat To Rent,,,University View Estate
"
                                                                        ₦1,200,000
                                                                            ",/ yr,"Along Idowu Along Dabiri Street, Femab Estate",3 Beds / 3 Baths Duplex To Rent,,,"Along Idowu Along Dabiri Street, Femab Estate"
"
                                                                        ₦1,000,000
                                                                            ",/ yr,"Freedom Road,Osapa London, Agungi",3 Beds / 3 Baths Flat To Rent,,,"Freedom Road,Osapa London, Agungi"
"
                                                                        ₦850,000
                                                                            ",/ yr,Abraham Adesanya Estate,3 Beds / 3 Baths Bungalow To Rent,,,Abraham Adesanya Estate
"
                                                                        ₦800,000
                                                                            ",/ yr,Budo Estate,3 Beds / 3 Baths Flat To Rent,,,Budo Estate
"
                                                                        ₦800,000
                                                                            ",/ yr,Budo Estate,2 Beds / 2 Baths Flat To Rent,,,Budo Estate
"
                                                                        ₦800,000
                                                                            ",/ yr,Sangotedo,3 Beds / 3 Baths Flat To Rent,,,Sangotedo
"
                                                                        ₦200,000
                                                                            ",/ yr,"Clover Court Estate, Osapa London, Agungi",3 Beds / 3 Baths Town House To Rent,,,"Clover Court Estate, Osapa London, Agungi"
"
                                                                        ₦1,500,000
                                                                            ",/ yr,"Pearl Nuga Park, Sangotedo",4 Beds / 4 Baths Duplex To Rent,,,"Pearl Nuga Park, Sangotedo"
"
                                                                        ₦2,500,000
                                                                            ",/ yr,"No 23, Enugu Crescent, Agbara Residential Estate",4 Beds / 4 Baths Detached To Rent,,,"No 23, Enugu Crescent, Agbara Residential Estate"
"
                                                                        ₦2,500,000
                                                                            ",/ yr,"Babatunde Dabiri Street, Lekki Phase 1",3 Beds / 3 Baths Flat To Rent,,,"Babatunde Dabiri Street, Lekki Phase 1"
"
                                                                        ₦2,500,000
                                                                            ",/ yr,"Ivory Road, Osapa London, Agungi",4 Beds / 4 Baths Terrace To Rent,,,"Ivory Road, Osapa London, Agungi"
"
                                                                        ₦2,500,000
                                                                            ",/ yr,"Prime Water View Estate, Ikate",3 Beds / 3 Baths Flat To Rent,,,"Prime Water View Estate, Ikate"
"
                                                                        ₦2,800,000
                                                                            ",/ yr,Chief Augustine Anozie Street Lekki Phase 1,2 Beds / 2 Baths Flat To Rent,,,Chief Augustine Anozie Street Lekki Phase 1
"
                                                                        ₦2,500,000
                                                                            ",/ yr,Chevron Drive,3 Beds / 3 Baths Flat To Rent,,,Chevron Drive
"
                                                                        ₦2,500,000
                                                                            ",/ yr,"Ikate, Elegushi",3 Beds / 3 Baths Terrace To Rent,,,"Ikate, Elegushi"
"
                                                                        ₦3,000,000
                                                                            ",/ yr,"Emerald Housing Estate, Orchid Street",5 Beds / 5 Baths Duplex To Rent,,,"Emerald Housing Estate, Orchid Street"
"
                                                                        ₦2,500,000
                                                                            ",/ yr,"Ikate, Elegushi",3 Beds / 3 Baths Flat To Rent,,,"Ikate, Elegushi"
"
                                                                        ₦250,000
                                                                            ",/ half yr,Lekkiview Estate Just After Abraham Adesanya,1 Bed / 1 Bath Flat To Rent,,,Lekkiview Estate Just After Abraham Adesanya
"
                                                                        ₦3,000,000
                                                                            ",/ yr,"Kudirat Salami, Agungi",4 Beds / 4 Baths Terrace To Rent,,,"Kudirat Salami, Agungi"
"
                                                                        ₦3,500,000
                                                                            ",/ yr,"Off Admiralty, Lekki Phase 1",3 Beds / 3 Baths Flat To Rent,,,"Off Admiralty, Lekki Phase 1"
"
                                                                        ₦500,000
                                                                            ",/ yr,Before VGC,1 Bed / 1 Bath Studio To Rent,,,Before VGC
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Ikate Elegushi,4 Beds / 4 Baths Detached To Rent,,,Ikate Elegushi
"
                                                                        ₦550,000
                                                                            ",/ yr,Mobil Estate,1 Bed / 1 Bath Flat To Rent,,,Mobil Estate
"
                                                                        ₦350,000
                                                                            ",/ yr,Off Mobil Road,1 Bed / 1 Bath Studio To Rent,,,Off Mobil Road
"
                                                                        ₦3,000,000
                                                                            ",/ yr,"Chevron Drive, Off Lekki Expressway",4 Beds / 4 Baths Duplex To Rent,,,"Chevron Drive, Off Lekki Expressway"
"
                                                                        ₦3,000,000
                                                                            ",/ yr,"Yetteville Estate, Ikate",3 Beds / 3 Baths Town House To Rent,,,"Yetteville Estate, Ikate"
"
                                                                        ₦3,000,000
                                                                            ",/ yr,"Wellowgreen Estate, Agungi",4 Beds / 4 Baths Duplex To Rent,,,"Wellowgreen Estate, Agungi"
"
                                                                        ₦3,000,000
                                                                            ",/ yr,"Isale Eko Avenue Street, Dolphin Estate",4 Beds / 3 Baths Detached To Rent,,,"Isale Eko Avenue Street, Dolphin Estate"
"
                                                                        ₦3,000,000
                                                                            ",/ yr,"Acadia Mews Estate, Agungi",4 Beds / 4 Baths Duplex To Rent,,,"Acadia Mews Estate, Agungi"
"
                                                                        ₦3,000,000
                                                                            ",/ yr,"Yetteville Estate, Ikate",3 Beds / 3 Baths Town House To Rent,,,"Yetteville Estate, Ikate"
"
                                                                        ₦10,000,000
                                                                            ",/ yr,Ikoyi,5 Beds / 5 Baths Detached To Rent,,,Ikoyi
"
                                                                        ₦700,000
                                                                            ",/ yr,"After VGC, Along Lekki-Epe Expressway",1 Bed / 1 Bath Flat To Rent,,,"After VGC, Along Lekki-Epe Expressway"
"
                                                                        ₦700,000
                                                                            ",/ yr,Alaguton Off Mobil Road,2 Beds / 2 Baths Flat To Rent,,,Alaguton Off Mobil Road
"
                                                                        ₦4,000,000
                                                                            ",/ yr,Oniru,4 Beds / 4 Baths Duplex To Rent,,,Oniru
"
                                                                        ₦4,500,000
                                                                            ",/ yr,"Furo Ezimora Street, Lekki Phase 1",5 Beds / 5 Baths Duplex To Rent,,,"Furo Ezimora Street, Lekki Phase 1"
"
                                                                        ₦4,000,000
                                                                            ",/ yr,Off Lekki Expressway,4 Beds / 4 Baths Duplex To Rent,,,Off Lekki Expressway
"
                                                                        ₦7,500,000
                                                                            ",/ yr,Off Queen Drive,4 Beds / 4 Baths Town House To Rent,,,Off Queen Drive
"
                                                                        ₦800,000
                                                                            ",/ yr,"Lekki Scheme II, Off Abraham Adesanya Estate",3 Beds / 3 Baths Flat To Rent,,,"Lekki Scheme II, Off Abraham Adesanya Estate"
"
                                                                        ₦6,000,000
                                                                            ",/ yr,Okotietboh Close,7 Beds / 7 Baths Detached To Rent,,,Okotietboh Close
"
                                                                        ₦6,000,000
                                                                            ",/ yr,"Okotietboh Close,",8 Beds / 8 Baths Detached To Rent,,,"Okotietboh Close,"
"
                                                                        ₦800,000
                                                                            ",/ yr,Off Mobil Road After VGC,3 Beds / 3 Baths Flat To Rent,,,Off Mobil Road After VGC
"
                                                                        ₦5,000,000
                                                                            ",/ yr,VGC,5 Beds / 5 Baths Duplex To Rent,,,VGC
"
                                                                        ₦5,000,000
                                                                            ",/ yr,"Off Admiralty, Lekki Phase 1",5 Beds / 5 Baths Detached To Rent,,,"Off Admiralty, Lekki Phase 1"
"
                                                                        ₦5,000,000
                                                                            ",/ yr,Victoria Garden City,5 Beds / 5 Baths Detached To Rent,,,Victoria Garden City
"
                                                                        ₦800,000
                                                                            ",/ yr,"Lekki Scheme II, Off Abraham Adesanya Estate",2 Beds / 2 Baths Flat To Rent,,,"Lekki Scheme II, Off Abraham Adesanya Estate"
"
                                                                        ₦5,500,000
                                                                            ",/ yr,Awolowo Road,3 Beds / 3 Baths High Rise To Rent,,,Awolowo Road
"
                                                                        ₦4,500,000
                                                                            ",/ yr,"First Mews, UPDC Estate, Lekki Phase 1",4 Beds / 4 Baths Town House To Rent,,,"First Mews, UPDC Estate, Lekki Phase 1"
"
                                                                        ₦700,000
                                                                            ",/ yr,Lekkiview Estate,3 Beds / 3 Baths Flat To Rent,,,Lekkiview Estate
"
                                                                        ₦4,500,000
                                                                            ",/ yr,Lekki Phase 1,3 Beds / 3 Baths Flat To Rent,,,Lekki Phase 1
"
                                                                        ₦1,000,000
                                                                            ",/ yr,Sangotedo,3 Beds / 3 Baths Flat To Rent,,,Sangotedo
"
                                                                        ₦950,000
                                                                            ",/ yr,After Graceland Estate,3 Beds / 3 Baths Flat To Rent,,,After Graceland Estate
"
                                                                        ₦900,000
                                                                            ",/ yr,Badore,3 Beds / 3 Baths Flat To Rent,,,Badore
"
                                                                        ₦900,000
                                                                            ",/ yr,After VGC,3 Beds / 3 Baths Flat To Rent,,,After VGC
"
                                                                        ₦1,200,000
                                                                            ",/ yr,Badore,3 Beds / 3 Baths Flat To Rent,,,Badore
"
                                                                        ₦850,000
                                                                            ",/ yr,After VGC,2 Beds / 2 Baths Flat To Rent,,,After VGC
"
                                                                        ₦850,000
                                                                            ",/ yr,Sangotedo,2 Beds / 2 Baths Terrace To Rent,,,Sangotedo
"
                                                                        ₦500,000
                                                                            ",/ yr,Grace Land Estate Saterlite Town,3 Beds / 3 Baths Flat To Rent,,,Grace Land Estate Saterlite Town
"
                                                                        ₦800,000
                                                                            ",/ yr,"Graceland Estate, Site F Extension",3 Beds / 3 Baths Flat To Rent,,,"Graceland Estate, Site F Extension"
"
                                                                        ₦1,200,000
                                                                            ",/ yr,After VGC,3 Beds / 3 Baths Flat To Rent,,,After VGC
"
                                                                        ₦1,200,000
                                                                            ",/ yr,Ikota Villa Estate,2 Beds / 2 Baths Bungalow To Rent,,,Ikota Villa Estate
"
                                                                        ₦1,200,000
                                                                            ",/ yr,After VGC,3 Beds / 3 Baths Flat To Rent,,,After VGC
"
                                                                        ₦1,200,000
                                                                            ",/ yr,After VGC,3 Beds / 3 Baths Flat To Rent,,,After VGC
"
                                                                        ₦1,100,000
                                                                            ",/ yr,After VGC,3 Beds / 3 Baths Flat To Rent,,,After VGC
"
                                                                        ₦1,100,000
                                                                            ",/ yr,Ikota Villa Estate After Chevron Drive,2 Beds / 2 Baths Flat To Rent,,,Ikota Villa Estate After Chevron Drive
"
                                                                        ₦1,200,000
                                                                            ",/ yr,Off Abraham Adesanya Estate,3 Beds / 3 Baths Terrace To Rent,,,Off Abraham Adesanya Estate
"
                                                                        ₦850,000
                                                                            ",/ yr,Sangotedo,3 Beds / 3 Baths Duplex To Rent,,,Sangotedo
"
                                                                        ₦1,000,000
                                                                            ",/ yr,Off Mobil Road,3 Beds / 3 Baths Bungalow To Rent,,,Off Mobil Road
"
                                                                        ₦4,000,000
                                                                            ",/ yr,Amuwo Odofin Satelite Town,3 Beds / 2 Baths Block of Flats To Rent,,,Amuwo Odofin Satelite Town
"
                                                                        ₦2,500,000
                                                                            ",/ yr,Mobil Estate Road,6 Beds / 6 Baths Bungalow To Rent,,,Mobil Estate Road
"
                                                                        ₦1,200,000
                                                                            ",/ yr,"CBN Estate 2, Off Navy Town Road",4 Beds / 3 Baths Duplex To Rent,,,"CBN Estate 2, Off Navy Town Road"
"
                                                                        ₦1,400,000
                                                                            ",/ yr,Ikota,3 Beds / 3 Baths Flat To Rent,,,Ikota
"
                                                                        ₦1,500,000
                                                                            ",/ yr,Off Chevron Drive,3 Beds / 3 Baths Flat To Rent,,,Off Chevron Drive
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Lekki,3 Beds / 3 Baths Flat To Rent,,,Lekki
"
                                                                        ₦800,000
                                                                            ",/ yr,"Site F Estate, Behind CBN Estate 2",3 Beds / 3 Baths Flat To Rent,,,"Site F Estate, Behind CBN Estate 2"
"
                                                                        ₦1,400,000
                                                                            ",/ yr,Moba,3 Beds / 3 Baths Terrace To Rent,,,Moba
"
                                                                        ₦1,500,000
                                                                            ",/ yr,Mobil/Emerald Estate,4 Beds / 4 Baths Semi Detached To Rent,,,Mobil/Emerald Estate
"
                                                                        ₦7,500,000
                                                                            ",/ yr,Wahab Ogunbambi Close,3 Beds / 3 Baths Flat To Rent,,,Wahab Ogunbambi Close
"
                                                                        ₦1,350,000
                                                                            ",/ yr,Lekki Estate,3 Beds / 3 Baths Terrace To Rent,,,Lekki Estate
"
                                                                        ₦1,350,000
                                                                            ",/ yr,Lekki Estate,3 Beds / 3 Baths Terrace To Rent,,,Lekki Estate
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Private Mini-Estate At Igbo-Efon (Before Chevron),4 Beds / 5 Baths Semi Detached To Rent,,,Private Mini-Estate At Igbo-Efon (Before Chevron)
"
                                                                        ₦1,700,000
                                                                            ",/ yr,"Ikota Villa Estate, After Chevron Drive",3 Beds / 3 Baths Terrace To Rent,,,"Ikota Villa Estate, After Chevron Drive"
"
                                                                        ₦1,600,000
                                                                            ",/ yr,Thomas Estate,4 Beds / 4 Baths Terrace To Rent,,,Thomas Estate
"
                                                                        ₦1,600,000
                                                                            ",/ yr,Chevron Drive,3 Beds / 3 Baths Flat To Rent,,,Chevron Drive
"
                                                                        ₦2,500,000
                                                                            ",/ yr,Allen Avenue,2 Beds / 3 Baths Block of Flats To Rent,,,Allen Avenue
"
                                                                        ₦1,500,000
                                                                            ",/ yr,Lekki View Estate,4 Beds / 4 Baths Terrace To Rent,,,Lekki View Estate
"
                                                                        ₦1,200,000
                                                                            ",/ yr,Off Abraham Adesanya Estate,4 Beds / 4 Baths Terrace To Rent,,,Off Abraham Adesanya Estate
"
                                                                        ₦1,600,000
                                                                            ",/ yr,"Lekki Scheme 2, Off Abraham Adesanya Estate",4 Beds / 4 Baths Terrace To Rent,,,"Lekki Scheme 2, Off Abraham Adesanya Estate"
"
                                                                        ₦2,500,000
                                                                            ",/ yr,Mobil Estate Road,4 Beds / 4 Baths Semi Detached To Rent,,,Mobil Estate Road
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Mobil Estate Road,4 Beds / 4 Baths Semi Detached To Rent,,,Mobil Estate Road
"
                                                                        ₦1,900,000
                                                                            ",/ yr,Lekki Phase 1,1 Bed / 1 Bath Terrace To Rent,,,Lekki Phase 1
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Ikota,4 Beds / 4 Baths Duplex To Rent,,,Ikota
"
                                                                        ₦2,000,000
                                                                            ",/ yr,"Oralview Estate, Off Chevron Drive",4 Beds / 4 Baths Duplex To Rent,,,"Oralview Estate, Off Chevron Drive"
"
                                                                        ₦2,200,000
                                                                            ",/ yr,Oralview Estate By Chevron Drive,4 Beds / 4 Baths Duplex To Rent,,,Oralview Estate By Chevron Drive
"
                                                                        ₦2,500,000
                                                                            ",/ yr,VGC,4 Beds / 4 Baths Semi Detached To Rent,,,VGC
"
                                                                        ₦2,500,000
                                                                            ",/ yr,Ikota Villa Estate,5 Beds / 5 Baths Duplex To Rent,,,Ikota Villa Estate
"
                                                                        ₦2,600,000
                                                                            ",/ yr,Mobil Estate,5 Beds / 5 Baths Duplex To Rent,,,Mobil Estate
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Ikota Villa Estate,5 Beds / 5 Baths Duplex To Rent,,,Ikota Villa Estate
"
                                                                        ₦3,000,000
                                                                            ",/ yr,"Mobil Emerald Estate,",5 Beds / 6 Baths Duplex To Rent,,,"Mobil Emerald Estate,"
"
                                                                        ₦3,500,000
                                                                            ",/ yr,"Chevyview Estate, Chevron, Lekki",5 Beds / 6 Baths Duplex To Rent,,,"Chevyview Estate, Chevron, Lekki"
"
                                                                        ₦4,000,000
                                                                            ",/ yr,"Chevyview Estate, After Chevron, Lekki",5 Beds / 6 Baths Duplex To Rent,,,"Chevyview Estate, After Chevron, Lekki"
"
                                                                        ₦4,000,000
                                                                            ",/ yr,Lekki Phase 1,2 Beds / 3 Baths Flat To Rent,,,Lekki Phase 1
"
                                                                        ₦5,500,000
                                                                            ",/ yr,Lekki Phase 1,5 Beds / 6 Baths Terrace To Rent,,,Lekki Phase 1
"
                                                                        ₦6,500,000
                                                                            ",/ yr,"Oniru, Lekki.",4 Beds / 5 Baths Terrace To Rent,,,"Oniru, Lekki."
"
                                                                        ₦7,000,000
                                                                            ",/ yr,Banana Island,2 Beds / 2 Baths Duplex To Rent,,,Banana Island
"
                                                                        ₦8,500,000
                                                                            ",/ yr,Lekki Phase 1 Estate Lagos.,5 Beds / 6 Baths Duplex To Rent,,,Lekki Phase 1 Estate Lagos.
"
                                                                        ₦4,500,000
                                                                            ",/ yr,Oniru,3 Beds / 3 Baths Flat To Rent,,,Oniru
"
                                                                        ₦4,000,000
                                                                            ",/ yr,Oniru,3 Beds / 2 Baths Flat To Rent,,,Oniru
"
                                                                        ₦7,000,000
                                                                            ",/ yr,Muri Okunola Street,3 Beds / 4 Baths Flat To Rent,,,Muri Okunola Street
"
                                                                        ₦2,500,000
                                                                            ",/ yr,Muri Okunola Street,2 Beds / 1 Bath Flat To Rent,,,Muri Okunola Street
"
                                                                        ₦18,000
                                                                            ",/ night,Muri Okunola Street,1 Bed / 1 Bath Studio To Rent,,,Muri Okunola Street
"
                                                                        ₦14,000,000
                                                                            ",/ yr,Mosley Road,3 Beds / 4 Baths Flat To Rent,,,Mosley Road
"
                                                                        ₦1,300,000
                                                                            ",/ yr,GRA,3 Beds / 3 Baths Flat To Rent,,,GRA
"
                                                                        ₦1,200,000
                                                                            ",/ yr,"Good Homes Estate, Okera Nla",4 Beds / 3 Baths Semi Detached To Rent,,,"Good Homes Estate, Okera Nla"
"
                                                                        ₦1,500,000
                                                                            ",/ yr,Adekunle Fajuyi Way,2 Beds / 2 Baths Flat To Rent,,,Adekunle Fajuyi Way
"
                                                                        ₦750,000
                                                                            ",/ yr,"Site F Estate, Behind CBN Estate II",3 Beds / 3 Baths Flat To Rent,,,"Site F Estate, Behind CBN Estate II"
"
                                                                        ₦250,000
                                                                            ",/ yr,"Site F Estate, Behind CBN Estate 2",1 Bed / 1 Bath Flat To Rent,,,"Site F Estate, Behind CBN Estate 2"
"
                                                                        ₦800,000
                                                                            ",/ yr,"Site F Estate, Behind CBN Estate 2",3 Beds / 3 Baths Flat To Rent,,,"Site F Estate, Behind CBN Estate 2"
"
                                                                        ₦900,000
                                                                            ",/ yr,"Site F Extension, Graceland Estate, On Navy Town Road",3 Beds / 3 Baths Flat To Rent,,,"Site F Extension, Graceland Estate, On Navy Town Road"
"
                                                                        ₦500,000
                                                                            ",/ yr,CBN Estate 2,2 Beds / 1 Bath Flat To Rent,,,CBN Estate 2
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Off 66 Road,4 Beds / 4 Baths Duplex To Rent,,,Off 66 Road
"
                                                                        ₦4,000,000
                                                                            ",/ yr,Wuse District,4 Beds / 4 Baths Duplex To Rent,,,Wuse District
"
                                                                        ₦10,000,000
                                                                            ",/ yr,Jabi District,4 Beds / 4 Baths Duplex To Rent,,,Jabi District
Contact agent for price,,"Site F Estate, Graceland Estate Before Navy Town",2 Beds / 2 Baths Flat For Sale,,,"Site F Estate, Graceland Estate Before Navy Town"
"
                                                                        ₦7,500,000
                                                                            ",/ yr,Diplomatic Zone,4 Beds / 4 Baths Terrace To Rent,,,Diplomatic Zone
"
                                                                        ₦2,500,000
                                                                            ",/ yr,Suncity Estate,3 Beds / 3 Baths Terrace To Rent,,,Suncity Estate
"
                                                                        ₦1,600,000
                                                                            ",/ yr,CBN Estate 2,5 Beds / 5 Baths Detached To Rent,,,CBN Estate 2
"
                                                                        ₦500,000
                                                                            ",/ yr,"CBN Estate 2, Alakija",2 Beds / 2 Baths Flat To Rent,,,"CBN Estate 2, Alakija"
"
                                                                        ₦700,000
                                                                            ",/ yr,"Canaan Estate, Sangotedo",3 Beds / 3 Baths Bungalow To Rent,,,"Canaan Estate, Sangotedo"
"
                                                                        ₦1,500,000
                                                                            ",/ yr,Off Tos Benson,2 Beds / 2 Baths Block of Flats To Rent,,,Off Tos Benson
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Off 66 Road,4 Beds / 4 Baths Duplex To Rent,,,Off 66 Road
"
                                                                        ₦2,500,000
                                                                            ",/ yr,Kado Estate,4 Beds / 4 Baths Duplex To Rent,,,Kado Estate
"
                                                                        ₦1,200,000
                                                                            ",/ yr,CBN Coop Estate,2 Beds / 2 Baths Detached To Rent,,,CBN Coop Estate
"
                                                                        ₦1,000,000
                                                                            ",/ yr,Satellite Town,3 Beds / 3 Baths Flat To Rent,,,Satellite Town
"
                                                                        ₦3,000,000
                                                                            ",/ yr,693 Road,3 Beds / 3 Baths Flat To Rent,,,693 Road
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Apo Behind Shoprite,4 Beds / 4 Baths Duplex To Rent,,,Apo Behind Shoprite
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Apo Behind Shoprite,4 Beds / 4 Baths Duplex To Rent,,,Apo Behind Shoprite
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Apo District,4 Beds / 4 Baths Duplex To Rent,,,Apo District
"
                                                                        ₦150,000
                                                                            ",/ yr,"Mowo, Agogo-Egbala Bus Stop",1 Bed / 1 Bath Flat To Rent,,,"Mowo, Agogo-Egbala Bus Stop"
"
                                                                        ₦4,000,000
                                                                            ",/ yr,Brains & Hammers Estate Kafe Life Camp District,4 Beds / 4 Baths Duplex To Rent,,,Brains & Hammers Estate Kafe Life Camp District
"
                                                                        ₦3,500,000
                                                                            ",/ yr,SARAHA Estate,4 Beds / 4 Baths Duplex To Rent,,,SARAHA Estate
"
                                                                        ₦1,700,000
                                                                            ",/ yr,FCT,3 Beds / 3 Baths Flat To Rent,,,FCT
"
                                                                        ₦1,700,000
                                                                            ",/ yr,Utako,3 Beds / 3 Baths Flat To Rent,,,Utako
"
                                                                        ₦20,000,000
                                                                            ",/ yr,Amazon Street,7 Beds / 7 Baths Duplex To Rent,,,Amazon Street
"
                                                                        ₦150,000
                                                                            ",/ yr,"Mowo, Close To Badagry Town, Agogoagbala Bus Stop",1 Bed / 1 Bath Flat To Rent,,,"Mowo, Close To Badagry Town, Agogoagbala Bus Stop"
"
                                                                        ₦1,600,000
                                                                            ",/ yr,CBN Estate 2,5 Beds / 5 Baths Detached To Rent,,,CBN Estate 2
"
                                                                        ₦10,000,000
                                                                            ",/ yr,"Ganges Street,",4 Beds / 4 Baths Duplex To Rent,,,"Ganges Street,"
"
                                                                        ₦8,500,000
                                                                            ",/ yr,Panama Street,4 Beds / 4 Baths Duplex To Rent,,,Panama Street
"
                                                                        ₦4,000,000
                                                                            ",/ yr,Off 69 Road,4 Beds / 4 Baths Duplex To Rent,,,Off 69 Road
"
                                                                        ₦3,500,000
                                                                            ",/ yr,FCT,3 Beds / 3 Baths Duplex To Rent,,,FCT
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Mabushi District,4 Beds / 4 Baths Duplex To Rent,,,Mabushi District
"
                                                                        ₦1,700,000
                                                                            ",/ yr,Zone 2,3 Beds / 3 Baths Flat To Rent,,,Zone 2
"
                                                                        ₦800,000
                                                                            ",/ yr,Off WAEC,3 Beds / 3 Baths Flat To Rent,,,Off WAEC
"
                                                                        ₦3,500,000
                                                                            ",/ yr,"Prime Resort Estate, Opp Games Village, Kaura District",4 Beds / 4 Baths Detached To Rent,,,"Prime Resort Estate, Opp Games Village, Kaura District"
"
                                                                        ₦700,000
                                                                            ",/ yr,Karu,3 Beds / 3 Baths Flat To Rent,,,Karu
"
                                                                        ₦700,000
                                                                            ",/ yr,Olorunkemi Street,3 Beds / 3 Baths Flat To Rent,,,Olorunkemi Street
"
                                                                        ₦200,000
                                                                            ",/ yr,Olorunkemi Street,1 Bed / 1 Bath Flat To Rent,,,Olorunkemi Street
"
                                                                        ₦1,000,000
                                                                            ",/ yr,Shomolu,3 Beds / 3 Baths Flat To Rent,,,Shomolu
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Vision Court,4 Beds / 5 Baths Detached To Rent,,,Vision Court
"
                                                                        ₦1,400,000
                                                                            ",/ yr,"Wuse 2,  Abuja",2 Beds / 3 Baths Flat To Rent,,,"Wuse 2,  Abuja"
"
                                                                        ₦30,000,000
                                                                            ",/ yr,Osbrone  Phase 2.,3 Beds / 3 Baths Terrace To Rent,,,Osbrone  Phase 2.
"
                                                                        ₦1,800,000
                                                                            ",/ yr,Copa Cabana Estate,3 Beds / 3 Baths Bungalow To Rent,,,Copa Cabana Estate
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Legislative Qtrs,3 Beds / 3 Baths Flat To Rent,,,Legislative Qtrs
"
                                                                        ₦1,500,000
                                                                            ",/ yr,Vision Court Estate,3 Beds / 4 Baths Flat To Rent,,,Vision Court Estate
