price,unit,location,bedrooms,baths,parking_lots,state 
"1,000,000", per annum,"  Agungi, Lekki, Lagos",1,1,1,
"3,000,000", per annum,"  Osapa, Lekki, Lagos",4,4,3,
"700,000", per annum,"  Opposite Fara Park, After Novare Shoprite Mall, Sangotedo, Ajah, Lagos",3,4,6,
"600,000", per annum,"  Opposite  Fara Park, Sangotedo, Ajah, Lagos",2,3,,
"3,000,000", per annum,"  Lekki Phase 1, Lekki, Lagos",3,3,3,
"10,000,000", per annum,"  Island Courts, Banana Island, Ikoyi, Lagos",,,,
"2,800,000", per annum,"  Jahi, Abuja",4,5,4,
"4,500,000", per annum,"  Off Oba Oniru Estate, Oniru, Victoria Island (VI), Lagos",4,4,,
"2,000,000", per annum,"  Victoria Crest Estate 1, Lafiaji, Lekki, Lagos",3,3,,
"3,500,000", per annum,"  Bara/ Chevy View Estate, Chevron Drive, Lekki, Lagos",5,5,,
"10,000,000", per annum,"  Lekki Phase 1, Lekki, Lagos",6,6,6,
"1,600,000", per annum,"  Admiralty Estate, Lekki Phase 2, Lekki, Lagos",3,3,2,
"30,000", per square meter / per annum,"  Opebi, Ikeja, Lagos",,,,
"270,000", per annum,"  8-10, Yewa Grammar School Close, Aga, Ikorodu, Lagos",3,2,,
"12,000,000", per annum,"  Banana Island Road, Banana Island, Ikoyi, Lagos",5,4,2,
"2,100,000", per annum,"  Off Adeola Odeku, Victoria Island (VI), Lagos",1,1,,
"260,000", per annum,"  Off Zenith Bank Road, Ojodu, Lagos",1,,,
"2,800,000", per annum,"  Falomo, Ikoyi, Lagos",,,,
"12,000,000", per annum,"  Lekki Phase 1, Lekki, Lagos",16,16,12,
"3,500,000", per annum,"  Lekki Phase 1, Lekki, Lagos",1,1,,
"150,000,000", per annum,"  Lekki, Lagos",4,4,5,
"12,000,000", per annum,"  Banana Island, Ikoyi, Lagos",3,3,2,
"600,000", per annum,"  Lekki Phase 1, Lekki, Lagos",1,1,1,
"10,000,000", per annum,"  Off Raymond Njoku, Ikoyi, Lagos",3,3,5,
"950,000", per annum,"  Ologolo Spg/igboefon, Lekki, Lagos",1,1,10,
"500,000", per annum,"  Onike, Yaba, Lagos",1,1,400,
"3,000,000", per annum,"  Femi Deru Close, Opebi, Ikeja, Lagos",4,5,,
"1,000,000", per annum,"  Awoyaya, Ibeju Lekki, Lagos",,,,
"13,000,000", per annum,"  Old Ikoyi, Ikoyi, Lagos",4,4,3,
"1,300,000", per annum,"  Agungi, Lekki, Lagos",1,1,1,
"50,000,000", per annum,"  Kirikiri, Apapa, Lagos",,,,
"900,000", per annum,"  Off Road 7,  Street Y3, Abraham Adesanya Estate, Ajah, Lagos",2,2,2,
"1,600,000", per annum,"  Admiralty Estate, Lekki Phase 2, Lekki, Lagos",3,3,2,
"4,000,000", per annum,"  Phase 1, GRA, Magodo, Lagos",5,5,6,
"2,500,000", per annum,"  Ikota Villa Estate, Lekki, Lagos",4,4,,
"750,000", per annum,"  Off Aina Street, Ojodu, Lagos",3,3,,
"2,700,000", per annum,"  Ikota Villa Estate, Lekki, Lagos",4,4,,
"12,000,000", per annum,"  Old Ikoyi, Ikoyi, Lagos",5,5,4,
"3,500,000", per annum,"  Wuye, Abuja",4,5,,
"1,800,000", per annum,"  Wuye, Abuja",2,3,,
"350,000", per annum,"  Akoka, Yaba, Lagos",1,1,6,
"280,000", per annum,"  23 Tunde Akinsola Street, Papa Major Bus Stop, Ijegun, Ikotun, Lagos",2,2,6,
"1,300,000", per annum,"  Lekki Gardens Estate, Ajah, Lagos",2,2,2,
"400,000", per annum,"  Eliozu, Port Harcourt, Rivers",2,2,18,
"3,500,000", per annum,"  Megamound, Ikota Villa Estate, Lekki, Lagos",4,5,,
"850,000", per annum,"  Ado, Ajah, Lagos",2,3,,
"3,000,000", per annum,"  Off Oniru Palace Road, Oniru, Victoria Island (VI), Lagos",3,3,2,
"6,000,000", per annum,"  Parkview, Ikoyi, Lagos",3,3,3,
"3,400,000", per annum,"  Chevy View Estate, Lekki, Lagos",5,5,3,
"1,500,000", per annum,"  Olorunda Estate, Alapere, Ketu, Lagos",3,3,8,
"2,500,000", per annum,"  Along The Street Between Oando & Rubby Garden Event Center, Ikate Elegushi, Lekki, Lagos",3,3,2,
"1,100,000", per annum,"  Fola Agoro, Yaba, Lagos",3,3,7,
"1,800,000", per annum,"  Chevy View Estate, Lekki, Lagos",3,,,
"1,600,000", per annum,"  Admiralty Estate, Lekki Phase 2, Lekki, Lagos",3,3,2,
"1,800,000", per annum,"  Agungi, Lekki, Lagos",3,,,
"4,000,000", per annum,"  Chevy View Estate, Lekki, Lagos",5,,,
"1,800,000", per annum,"  Royal Garden Estate, Ajah, Lagos",3,3,,
"3,500,000", per annum,"  Ikate Elegushi, Lekki, Lagos",4,4,3,
"5,000,000", per annum,"  Ebute Metta West, Yaba, Lagos",30,"1,100",,
"15,000,000", per annum,"  Maitama District, Abuja",5,6,8,
"7,000,000", per annum,"  Victoria Island (VI), Lagos",2,2,3,
"15,000,000", per annum,"  Bank Road, Old Ikoyi, Ikoyi, Lagos",4,4,3,
"1,700,000", per annum,"  Lekki Phase 1, Lekki, Lagos",1,1,1,
"5,000,000", per annum,"  Lekki Phase 1, Lekki, Lagos",4,4,3,
"1,500,000", per annum,"  Lekki Phase 1, Lekki, Lagos",1,1,1,
"15,000,000", per annum,"  Maitama District, Abuja",2,3,4,
"3,500,000", per annum,"  Chevron Drive, Lekki, Lagos",4,5,3,
"12,000,000", per annum,"  Maitama, Maitama District, Abuja",3,4,5,
"5,000,000", per annum,"  Parkview, Ikoyi, Lagos",3,3,,
"3,500,000", per annum,"  Lekki Phase 1, Lekki, Lagos",3,3,,
"2,500,000", per annum,"  Lekki Phase 1, Lekki, Lagos",2,2,,
"4,000,000", per annum,"  Parkview, Ikoyi, Lagos",3,3,,
"7,500,000", per annum,"  Off Queens Drive, Old Ikoyi, Ikoyi, Lagos",5,5,,
"700,000", per annum,"  Badore, Ajah, Lagos",2,3,,
"1,600,000", per annum,"  Admiralty Estate, Lekki Phase 2, Lekki, Lagos",3,3,2,
"900,000", per annum,"  Badore, Ajah, Lagos",2,3,,
"9,000,000", per annum,"  Banana Island, Ikoyi, Lagos",4,4,2,
"8,500", per square meter / per annum,"  Taiwo Street, Ogudu, Lagos",,,,
"1,300,000", per annum,"  Jenesis Colony Estate, Lekki Gardens Estate, Ajah, Lagos",2,2,2,
"700,000", per annum,"  Olabisi Street, Shangisha, GRA, Magodo, Lagos",2,3,5,
"1,200,000", per annum,"  Akoka, Yaba, Lagos",3,3,3,
"18,000,000", per annum,"  Champagne Pearl, Eko Atlantic City, Victoria Island Extension, Victoria Island (VI), Lagos",3,3,3,
"6,000,000", per annum,"  Berkshire Court, Off Landbridge Road, Oniru, Victoria Island (VI), Lagos",4,4,2,
"20,000,000", per annum,"  Awolowo Way, Old Ikoyi, Ikoyi, Lagos",,,,
"2,200,000", per annum,"  Lafiaji, Lekki, Lagos",4,4,3,
"2,200,000", per annum,"  Admiralty Way, Lekki Phase 1, Lekki, Lagos",1,25,,
"2,000,000", per annum,"  Mende, Maryland, Lagos",4,,,
750, per square meter / per annum,"  Victoria Island (VI), Lagos",,,,
"700,000", per annum,"  By Location Junction, Ada George Road, Port Harcourt, Rivers",3,3,3,
"350,000", per annum,"  Eliopranwo, Off Ada George Road, Port Harcourt, Rivers",2,2,2,
"800,000", per annum,"  Chinda Road, Off Ada George, Port Harcourt, Rivers",2,2,3,
"5,000,000", per annum,"  Victoria Island (VI), Lagos",3,3,2,
"600,000", per annum,"  Off Ada George, Rumueprikom, Port Harcourt, Rivers",2,2,2,
"6,000,000", per annum,"  Off Freedom Way, Lekki Phase 1, Lekki, Lagos",4,4,3,
"3,500,000", per annum,"  Ologolo, Lekki, Lagos",4,5,,
"1,600,000", per annum,"  Admiralty Estate, Lekki Phase 2, Lekki, Lagos",3,3,2,
"2,000,000", per annum,"  Off Palace Road, Oniru, Victoria Island (VI), Lagos",2,2,2,
"2,500,000", per annum,"  Osapa, Lekki, Lagos",3,3,,
"4,500,000", per annum,"  Off Professor Eromosele, Parkview, Ikoyi, Lagos",4,4,,
"1,500,000", per annum,"  Off Kola Amodu, GRA, Magodo, Lagos",2,3,5,
"7,000,000", per annum,"  Parkview, Ikoyi, Lagos",4,4,4,
"5,000,000", per annum,"  Etim Inyang Crescent, Victoria Island (VI), Lagos",3,3,2,
"800,000", per annum,"  Badore, Ajah, Lagos",2,2,,
"1,500,000", per annum,"  Off Oladimeji Alo, Lekki Phase 1, Lekki, Lagos",,,,
"12,500,000", per annum,"  Milverton Road, Just Off Near  Nnpc Head Office, Old Ikoyi, Ikoyi, Lagos",3,3,20,
"7,500,000", per annum,"  Off Ligali Ayorinde Street, Victoria Island Extension, Victoria Island (VI), Lagos",6,5,3,
"2,000,000", per annum,"  Crown Estate, Ajah, Lagos",3,3,5,
"1,800,000", per annum,"  Royal Garden Estate, Ajah, Lagos",3,3,4,
"9,500,000", per annum,"  Banana Island, Ikoyi, Lagos",3,4,4,
"1,200,000", per annum,"  Lekki Phase 2, Lekki, Lagos",3,3,15,
"1,800,000", per annum,"  Agungi, Lekki, Lagos",3,3,6,
"2,000,000", per annum,"  Wuye, Abuja",2,3,,
"20,000,000", per annum,"  Maitama District, Abuja",5,5,,
"3,500,000", per annum,"  Wuye, Abuja",4,4,"2,000",
"8,500,000", per annum,"  Ikoyi, Lagos",3,3,3,
"4,000,000", per annum,"  Agidigbi Omole Road, Agidingbi, Ikeja, Lagos",9,20,,
"1,600,000", per annum,"  Admiralty Estate, Lekki Phase 2, Lekki, Lagos",3,3,2,
"20,000,000", per annum,"  Off Kofo Abayomi, Victoria Island (VI), Lagos",5,,,
"5,000,000", per annum,"  Behind Four Point Hotel, Oniru, Victoria Island (VI), Lagos",3,3,2,
"20,000,000", per annum,"  Off Adeola Odeku, Victoria Island (VI), Lagos",5,4,8,
"6,000,000", per annum,"  Osborne Ii, Osborne, Ikoyi, Lagos",4,4,,
"4,500,000", per annum,"  Oniru, Victoria Island (VI), Lagos",3,3,,
"900,000", per annum,"  Lekki Phase 1, Lekki, Lagos",1,1,,
"6,000,000", per annum,"  Lekki Phase 1, Lekki, Lagos",5,5,,
"7,000,000", per annum,"  Parkview, Ikoyi, Lagos",3,3,4,
"90,000", per annum,"  Cooper, Old Ikoyi, Ikoyi, Lagos",3,3,4,
"20,000", per square meter / per annum,"  Allen, Ikeja, Lagos",5,,,
"13,000,000", per annum,"  Allen, Ikeja, Lagos",6,10,,
"550,000", per annum,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",1,1,1,
"9,000,000", per annum,"  Plot 343, River Potoka Close, Off Medeira Street, Maitama District, Abuja",1,4,2,
"3,500,000", per annum,"  Lekki Phase 1, Lekki, Lagos",3,3,,
"1,200,000", per annum,"  Omole Phase 2, Ikeja, Lagos",2,2,,
"3,500,000", per annum,"  Chevron Drive, Chevy View Estate, Lekki, Lagos",4,5,,
"55,000", per square meter / per annum,"  Ligali Ayorinde, Oniru, Victoria Island (VI), Lagos",1,2,,
"6,000,000", per annum,"  Admiralty Way, Lekki Phase 1, Lekki, Lagos",3,3,,
"1,500,000", per annum,"  Ikate Elegushi, Lekki, Lagos",2,2,2,
"2,200,000", per annum,"  Ologolo, Lekki, Lagos",4,5,7,
"1,600,000", per annum,"  Admiralty Estate, Lekki Phase 2, Lekki, Lagos",3,3,2,
"2,000,000", per annum,"  Cooperative Villa Estate, Badore, Ajah, Lagos",6,6,,
"3,500,000", per annum,"  Chevy View Estate, Lekki, Lagos",4,4,4,
"1,000,000", per annum,"  Ado, Ajah, Lagos",3,3,,
"3,000,000", per annum,"  VGC, Lekki, Lagos",4,,,
,,"  Johnson Omorinre Street, Lekki Phase 1, Lekki, Lagos",3,3,,
"15,000,000", per annum,"  Eko Atlantic City, Victoria Island (VI), Lagos",3,3,3,
"1,100,000", per annum,"  Igbo Efon, Lekki, Lagos",3,3,,
"2,000,000", per annum,"  By Lekki County, Ikota Villa Estate, Lekki, Lagos",3,3,,
"70,000,000", per annum,"  Monetan Road, Ibadan, Oyo",,,,
"650,000", per annum,"  Lagos Island Campos Stadium, Falomo, Ikoyi, Lagos",1,1,,
"3,000,000", per annum,"  Parkview, Ikoyi, Lagos",2,2,,
"21,000,000", per annum,"  Lekki Phase 1, Lekki, Lagos",4,4,4,
,,"  Kofo Abayomi And Ozumba Mbadiwe Street, Victoria Island (VI), Lagos",3,,,
"35,000,000", per annum,"  Adeleke Adedoyin Street, Victoria Island (VI), Lagos","4,000",,,
"4,500,000", per annum,"  Oniru, Victoria Island (VI), Lagos",3,4,2,
"7,000,000", per annum,"  Glover Road, Old Ikoyi, Ikoyi, Lagos",3,3,3,
"1,300,000", per annum,"  Off Shodimu Street, Omole Phase 2, Ikeja, Lagos",3,3,2,
"4,000,000", per annum,"  Ty Danjuma, Victoria Island (VI), Lagos",2,2,1,
"5,000,000", per annum,"  Oniru, Victoria Island (VI), Lagos",3,3,2,
"6,500,000", per annum,"  Oniru, Victoria Island (VI), Lagos",3,3,3,
"1,600,000", per annum,"  Admiralty Estate, Lekki Phase 2, Lekki, Lagos",3,3,2,
"1,200,000", per annum,"  Road 5, John Aminu Street, Peninsula Garden Estate, Ajah, Lagos",2,2,6,
"3,200,000", per annum,"  Ifiok Ojuolape Street, Behind Circle Mall, Osapa, Lekki, Lagos",4,4,3,
"3,500,000", per annum,"  1004 Estate, Victoria Island Extension, Victoria Island (VI), Lagos",3,3,,
"15,000,000", per annum,"  Off Obafemi Awolowo Way, Jabi, Abuja",5,7,10,
"5,500,000", per annum,"  The Address Home, Jakande, Lekki, Lagos",5,5,2,
"1,800,000", per annum,"  GRA, Magodo, Lagos",3,3,,
"700,000", per annum,"  Awoyaya, Ibeju Lekki, Lagos",3,3,4,
"50,000", per day,"  Hughes Avenue, Alagomeji, Yaba, Lagos",,,,
"1,900,000", per annum,"  Agungi Extension, Lekki, Lagos",3,3,8,
"25,000,000", per annum,"  Old Ikoyi, Ikoyi, Lagos",3,4,2,
"60,000,000", per annum,"  Near Omole Phase1, Agidingbi, Ikeja, Lagos",1,1,,
"5,500,000", per annum,"  Lekki Phase 1, Lekki, Lagos",2,2,3,
"1,200,000", per annum,"  Anthony, Maryland, Lagos",3,2,2,
"3,000,000", per annum,"  Jalupon, Off Adeniran Ogunsanya, Adeniran Ogunsanya, Surulere, Lagos",4,4,3,
"1,800,000", per annum,"  Anthony, Maryland, Lagos",2,2,2,
"2,500,000", per annum,"  Anthony, Maryland, Lagos",3,3,2,
"5,000,000", per annum,"  Lekki Phase 1, Lekki, Lagos",4,5,2,
"7,500,000", per annum,"  Etim Iyanga Crescent, Victoria Island (VI), Lagos",3,2,2,
"7,000,000", per annum,"  Victoria Island (VI), Lagos",2,2,2,
"4,000,000", per annum,"  Lekki Right Hand Side, Lekki Phase 1, Lekki, Lagos",,,,
"1,600,000", per annum,"  Admiralty Estate, Lekki Phase 2, Lekki, Lagos",3,3,2,
"4,200,000", per annum,"  Oniru, Victoria Island (VI), Lagos",,,,
"6,500,000", per annum,"  Oniru, Victoria Island (VI), Lagos",,,,
"2,500,000", per annum,"  Ikota Villa Estate, Lekki, Lagos",4,5,,
"6,000,000", per annum,"  Off 2nd Avenue, Old Ikoyi, Ikoyi, Lagos",3,3,,
"11,000,000", per annum,"  Old Ikoyi, Ikoyi, Lagos",4,4,2,
"3,500,000", per annum,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",1,1,,
"1,000,000", per annum,"  Ilasan, Beside World Oil, Lekki, Lagos",2,,,
"180,000", per annum,"  Dutse-bwari Express Way, Kubwa, Abuja",1,1,12,
"1,500,000", per annum,"  Sangotedo, Ajah, Lagos",3,2,2,
"9,000,000", per annum,"  Off Kingsway, Old Ikoyi, Ikoyi, Lagos",3,3,2,
"11,000,000", per annum,"  Off Kingsway, Old Ikoyi, Ikoyi, Lagos",4,4,2,
"400,000", per annum,"  Road 13, Opposite Abraham Adesanya Estate, Lekki Gardens Estate, Ajah, Lagos",1,1,7,
"300,000", per annum,"  Ilasan, Ikate Elegushi, Lekki, Lagos",1,1,,
"1,100,000", per annum,"  Igbo Efon, Lekki, Lagos",3,3,3,
"17,000,000", per annum,"  Banana Island, Ikoyi, Lagos",4,5,,
"10,000,000", per annum,"  Banana Island, Ikoyi, Lagos",3,3,2,
"6,000,000", per annum,"  Banana Island, Ikoyi, Lagos",3,3,2,
"11,000,000", per annum,"  Old Ikoyi, Ikoyi, Lagos",3,3,2,
"2,500,000", per annum,"  Oniru, Victoria Island (VI), Lagos",,,,
"11,000,000", per annum,"  Old Ikoyi, Ikoyi, Lagos",3,3,2,
"1,600,000", per annum,"  Admiralty Estate, Lekki Phase 2, Lekki, Lagos",3,3,2,
"80,000", per square meter / per annum,"  Idejo Street, Victoria Island (VI), Lagos",300,,,
"3,000,000", per annum,"  Olusegun Aina, Parkview, Ikoyi, Lagos",2,2,6,
"2,000,000", per annum,"  Ologolo, Lekki, Lagos",,,,
"4,500,000", per annum,"  Richmond Gate Estate, Ikate Elegushi, Lekki, Lagos",4,4,2,
"1,400,000", per annum,"  Ologolo, Lekki, Lagos",,,,
"3,500,000", per annum,"  Lekki Phase 1, Lekki, Lagos",3,3,5,
"400,000", per annum,"  Chevron, Lekki Expressway, Lekki, Lagos",1,1,600,
"4,000,000", per annum,"  Osapa, Lekki, Lagos",4,4,,
"2,500,000", per annum,"  Osapa, Lekki, Lagos",4,4,,
"850,000", per annum,"  Ologolo, Lekki, Lagos",,,,
"5,999,993", per annum,"  Victoria Island (VI), Lagos",3,4,"2,000",
"450,000", per annum,"  Along  Musa Bot Close, Off Rapheal Davou  Street, Fwavwe, Rayfield, Jos South, Plateau",2,2,,
"5,000,000", per annum,"  Lekki Phase 1, Lekki, Lagos",,,,
"16,000,000", per annum,"  Kofo Abayomi, Victoria Island (VI), Lagos",3,4,2,
"12,000,000", per annum,"  Kofo Abayomi, Victoria Island (VI), Lagos",3,4,2,
"400,000", per annum,"  Otunla Town, Kajola Bus Stop Lakowe Axis, Ajah, Lagos",2,3,,
"2,500,000", per annum,"  Akinwunmi Ayinla Close, Beside Friends Colony Estate, Agungi, Lekki, Lagos",4,4,,
"1,500,000", per annum,"  Herbert Macaulay, Yaba, Lagos",100,,,
"7,000,000", per annum,"  Banana Island Road, Banana Island, Ikoyi, Lagos",4,4,4,
"3,000,000", per annum,"  Guzape District, Abuja",3,4,20,
"1,600,000", per annum,"  Admiralty Estate, Lekki Phase 2, Lekki, Lagos",3,3,2,
"3,000,000", per annum,"  Oniru, Victoria Island (VI), Lagos",2,2,,
"2,000,000", per annum,"  Off Oladimeji Alo Street, Lekki Phase 1, Lekki, Lagos",1,1,500,
"600,000", per annum,"  Estate Opposite Dominos Pizzas, Agungi, Lekki, Lagos",1,1,1,
"200,000", per annum,"  Along Aina Street, Ojodu, Lagos",,,,
"2,800,000", per annum,"  Ikate Elegushi, Lekki, Lagos",3,4,,
"2,000,000", per annum,"  Jericho Gra, Jericho, Ibadan, Oyo",3,4,,
"500,000", per annum,"  New Bodija Estate, New Bodija, Ibadan, Oyo",3,3,,
"550,000", per annum,"  Majek, Off Fara Park, Sangotedo, Ajah, Lagos",2,2,,
"4,000,000", per annum,"  Lekki Phase 1, Lekki, Lagos",3,3,4,
"3,000,000", per annum,"  F16,  Royal Plaza, Ajiran, Agungi, Lekki, Lagos",,,,
"10,000,000", per annum,"  Old Ikoyi, Ikoyi, Lagos",4,4,,
"800,000", per annum,"  Agungi, Lekki, Lagos",1,1,4,
"4,000,000", per annum,"  Allen, Ikeja, Lagos",5,5,,
"2,500,000", per annum,"  Parkview, Ikoyi, Lagos",2,3,3,
"20,000,000", per annum,"  Gerald Road, Old Ikoyi, Ikoyi, Lagos",,,,
"10,000,000", per annum,"  Alfred Garden Estate, Oregun, Ikeja, Lagos",3,3,,
"650,000", per annum,"  Mercyland Estate, Ojodu, Lagos",3,2,,
"250,000", per annum,"  Ojodu, Lagos",,,,
"2,200,000", per annum,"  Omole Phase 2, Ikeja, Lagos",5,6,8,
"400,000", per annum,"  Fola Agoro, Yaba, Lagos",1,1,500,
"1,600,000", per annum,"  Admiralty Estate, Lekki Phase 2, Lekki, Lagos",3,3,2,
"70,000", per square meter / per annum,"  Idowu Taylor, Victoria Island (VI), Lagos",1,4,,
"3,500,000", per annum,"  Osapa, Lekki, Lagos",5,5,3,
"1,000,000", per annum,"  His Grace Pavilion Estate, Wumba, Abuja",3,3,3,
"6,000,000", per annum,"  Alexander Road, Old Ikoyi, Ikoyi, Lagos",4,4,,
"5,000,000", per annum,"  Lekki Phase 1, Lekki, Lagos",4,4,,
"1,500,000", per annum,"  3 Amadasun Street, Spg, Agungi, Lekki, Lagos",2,2,,
"3,300,000", per annum,"  Off Admiralty Road, Lekki Phase 1, Lekki, Lagos",3,4,2,
"4,500,000", per annum,"  Off Palace Road, Oniru, Victoria Island (VI), Lagos",3,3,2,
"700,000", per annum,"  Oke-ra Nla, Idowo Estate, Ado, Ajah, Lagos",3,3,,
"6,000,000", per annum,"  Off Ligali Ayorinde, Victoria Island Extension, Victoria Island (VI), Lagos",3,3,2,
"6,000,000", per annum,"  Yaba, Lagos",4,,,
"15,000,000", per annum,"  Banana Island, Ikoyi, Lagos",3,4,2,
"7,000,000", per annum,"  Banana Island, Ikoyi, Lagos",5,6,3,
"400,000", per annum,"  Soe P.r.o.p.e.r.t.i.e.s Street, Onosa, Ibeju Lekki, Lagos",3,3,7,
"600,000", per annum,"  Lekki Phase 1, Lekki, Lagos",1,1,1,
"850,000", per annum,"  Jakande, Lekki, Lagos",1,1,2,
"450,000", per annum,"  Along Isheri Magodo Phase I, Ojodu, Lagos",,,,
"300,000", per annum,"  Along Isheri Magodo Road, Ojodu, Lagos",,,,
"450,000", per annum,"  Isheri Bus Stop, Isheri, Ojodu, Lagos",,,,
"500,000", per annum,"  Along The Main Road Of Olowora, Ojodu, Lagos",,,,
"1,600,000", per annum,"  Admiralty Estate, Lekki Phase 2, Lekki, Lagos",3,3,2,
"2,100,000", per annum,"  Off Ayodele Fanoiki, GRA, Magodo, Lagos",4,4,4,
"4,000,000", per annum,"  Ikate Elegushi, Lekki, Lagos",4,4,4,
"1,300,000", per annum,"  Lekki Phase 1, Lekki, Lagos",1,1,1,
"3,000,000", per annum,"  Lekki Phase 1, Lekki, Lagos",3,3,3,
"14,000,000", per annum,"  Off Bourdillion Road, Old Ikoyi, Ikoyi, Lagos",3,3,1,
"2,500,000", per annum,"  Lekki Phase 1, Lekki, Lagos",3,3,2,
"6,000,000", per annum,"  Lekki Phase 1, Lekki, Lagos",4,4,2,
"1,400,000", per annum,"  Lekki Phase 1, Lekki, Lagos",1,1,1,
"1,300,000", per annum,"  Lekki Phase 1, Lekki, Lagos",1,1,1,
"2,800,000", per annum,"  Lekki Phase 1, Lekki, Lagos",2,2,2,
"6,000,000", per annum,"  Old Ikoyi, Ikoyi, Lagos",2,2,,
"4,200,000", per annum,"  Oniru, Victoria Island (VI), Lagos",3,3,1,
"3,500,000", per annum,"  Lekki, Lagos",3,3,2,
"2,100,000", per annum,"  Lekki Phase 1, Lekki, Lagos",2,2,2,
"20,000,000", per annum,"  Lekki Phase 1, Lekki, Lagos",14,14,12,
"4,500,000", per annum,"  Lekki Phase 1, Lekki, Lagos",3,3,5,
"6,000,000", per annum,"  Lekki Phase 1, Lekki, Lagos",5,5,6,
"4,500,000", per annum,"  Lekki Phase 1, Lekki, Lagos",2,3,2,
"3,000,000", per annum,"  Lekki Phase 1, Lekki, Lagos",3,3,3,
"4,000,000", per annum,"  Oniru, Victoria Island (VI), Lagos",3,3,2,
"1,600,000", per annum,"  Admiralty Estate, Lekki Phase 2, Lekki, Lagos",3,3,2,
"2,800,000", per annum,"  Lekki Phase 1, Lekki, Lagos",3,3,2,
"4,700,000", per annum,"  Lekki Phase 1, Lekki, Lagos",4,4,3,
"4,000,000", per annum,"  Oniru, Victoria Island (VI), Lagos",4,4,4,
"1,800,000", per annum,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",1,1,1,
"1,700,000", per annum,"  Lekki Phase 1, Lekki, Lagos",1,1,1,
"700,000", per annum,"  Akoka, Yaba, Lagos",1,1,,
"700,000", per annum,"  Lekki Phase 1, Lekki, Lagos",1,1,1,
"2,500,000", per annum,"  Lekki Phase 1, Lekki, Lagos",3,3,2,
"600,000", per annum,"  Lekki Phase 1, Lekki, Lagos",1,1,1,
"1,900,000", per annum,"  Lekki Phase 1, Lekki, Lagos",1,1,,
"1,600,000", per annum,"  Lekki Phase 1, Lekki, Lagos",1,1,1,
"2,500,000", per annum,"  Lekki, Lagos",2,2,2,
"2,000,000", per annum,"  Lekki Phase 1, Lekki, Lagos",2,3,,
"4,000,000", per annum,"  Agungi, Lekki, Lagos",,,,
"3,000,000", per annum,"  Jakande 1st Gate, Along Igbokushu Road, Lekki, Lagos",1,,,
"18,000,000", per annum,"  Titanium Apartments, Ikoyi, Lagos",3,3,,
"650,000", per annum,"  Lamgbasa, Badore, Ajah, Lagos",3,3,6,
"700,000", per annum,"  Power Line, Badore, Ajah, Lagos",2,2,2,
"1,000,000", per annum,"  Ado, Ajah, Lagos",,,,
"200,000", per annum,"  Tejuosho Street, Barracks, Surulere, Lagos",7,,,
"1,600,000", per annum,"  Admiralty Estate, Lekki Phase 2, Lekki, Lagos",3,3,2,
"3,500,000", per annum,"  Lekki Rhs, Lekki, Lagos",4,4,2,
"12,000,000", per annum,"  Nicon Town, Lekki, Lagos",6,,,
"14,000,000", per annum,"  Banana Island, Ikoyi, Lagos",3,3,2,
"4,000,000", per annum,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",3,2,12,
"6,000,000", per annum,"  Banana Island, Ikoyi, Lagos",3,3,2,
"15,000,000", per annum,"  Off Queens Drive, Old Ikoyi, Ikoyi, Lagos",4,4,2,
"2,000,000", per annum,"  Road 14, Opp Abraham Adesanya, Lekki Gardens Estate, Ajah, Lagos",5,5,8,
"7,000,000", per annum,"  Off Oba Oyekan Road, Old Ikoyi, Ikoyi, Lagos",3,3,,
"5,000,000", per annum,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",5,5,,
"1,000,000", per annum,"  Badore, Ajah, Lagos",4,4,,
"4,000,000", per annum,"  Dolphin Estate, Ikoyi, Lagos",4,3,,
"700,000", per annum,"  Jibowu, Yaba, Lagos",3,3,2,
"2,700,000", per annum,"  Southern View Estate, By Chevron, Lafiaji, Lekki, Lagos",5,5,5,
"1,800,000", per annum,"  Hughes Avenue, Off Herbert Macaulay Road, Alagomeji, Yaba, Lagos",3,3,,
"3,500,000", per annum,"  Ikate Elegushi, Lekki, Lagos",4,5,,
"100,000", per square meter / per annum,"  Admiralty Way, Lekki Phase 1, Lekki, Lagos",,,,
"9,000,000", per annum,"  Madeira Street, Maitama District, Abuja",1,,,
"400,000", per annum,"  Beside Chevy View Estate, Idado, Lekki, Lagos",1,,,
"600,000", per annum,"  Unique Estate, Baruwa, Ipaja, Lagos",3,3,,
"850,000", per annum,"  Unity Estate, Badore, Ajah, Lagos",3,3,2,
"1,600,000", per annum,"  Admiralty Estate, Lekki Phase 2, Lekki, Lagos",3,3,2,
"3,500,000", per annum,"  Osborne Phase 2, Osborne, Ikoyi, Lagos",2,2,2,
"1,000,000", per annum,"  By Majek Bus Stop, Abijo, Sangotedo, Ajah, Lagos",3,2,2,
"900,000", per annum,"  Lagos Business School, Abraham Adesanya Estate, Ajah, Lagos",3,3,5,
"2,200,000", per annum,"  Ikate Elegushi, Lekki, Lagos",3,3,4,
"12,000,000", per annum,"  Banana Island, Ikoyi, Lagos",5,5,2,
