price,unit,location,bedrooms,baths,state 
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Chevyview Estate,5 Beds / 5 Baths Detached To Rent,,Chevyview Estate
"
                                                                        ₦4,000,000
                                                                            ",/ yr,Idado,5 Beds / 5 Baths Detached To Rent,,Idado
"
                                                                        ₦5,000,000
                                                                            ",/ yr,Chevy View Estate,4 Beds / 4 Baths Detached To Rent,,Chevy View Estate
"
                                                                        ₦10,000,000
                                                                            ",/ yr,Banana Island,4 Beds / 4 Baths Flat To Rent,,Banana Island
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Yaba,4 Beds / 3 Baths Terrace To Rent,,Yaba
"
                                                                        ₦2,800,000
                                                                            ",/ yr,Yaba,3 Beds / 2 Baths Terrace To Rent,,Yaba
"
                                                                        ₦500
                                                                            ",/ yr,Kode Street,2 Beds / 2 Baths Flat To Rent,,Kode Street
"
                                                                        ₦8,500,000
                                                                            ",/ yr,Kings Court Glover,3 Beds / 3 Baths Flat To Rent,,Kings Court Glover
"
                                                                        ₦8,000,000
                                                                            ",/ yr,Onikoyi Road,3 Beds / 3 Baths Flat To Rent,,Onikoyi Road
"
                                                                        ₦10,000,000
                                                                            ",/ yr,Banana Island,3 Beds / 3 Baths Flat To Rent,,Banana Island
"
                                                                        ₦10,000,000
                                                                            ",/ yr,Banana Island,3 Beds / 3 Baths Flat To Rent,,Banana Island
"
                                                                        ₦6,500,000
                                                                            ",/ yr,"Odudu Eleyiwo Street, Oniru",5 Beds / 5 Baths Semi Detached To Rent,,"Odudu Eleyiwo Street, Oniru"
"
                                                                        ₦35,000
                                                                            ",/ night,Ikoyi,1 Bed / 1 Bath Flat To Rent,,Ikoyi
"
                                                                        ₦11,000,000
                                                                            ",/ yr,Banana Island,4 Beds / 4 Baths Flat To Rent,,Banana Island
"
                                                                        ₦11,000,000
                                                                            ",/ yr,"Glover Road, Ikoyi",3 Beds / 3 Baths Flat To Rent,,"Glover Road, Ikoyi"
"
                                                                        ₦5,000,000
                                                                            ",/ yr,"Kingsway Road, Old Ikoyi",3 Beds / 3 Baths Flat To Rent,,"Kingsway Road, Old Ikoyi"
"
                                                                        ₦5,000,000
                                                                            ",/ yr,Old Ikoyi,3 Beds / 3 Baths Flat To Rent,,Old Ikoyi
"
                                                                        ₦15,000,000
                                                                            ",/ yr,Ikoyi,5 Beds / 5 Baths Semi Detached To Rent,,Ikoyi
"
                                                                        ₦55,000
                                                                            ",/ yr,"Glover Road, Ikoyi",3 Beds / 3 Baths Flat To Rent,,"Glover Road, Ikoyi"
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Gbagada,4 Beds / 4 Baths Duplex To Rent,,Gbagada
"
                                                                        ₦1,500,000
                                                                            ",/ yr,"Ikota Villa Estate, Lekki-Lagos.",3 Beds / 3 Baths Flat To Rent,,"Ikota Villa Estate, Lekki-Lagos."
"
                                                                        ₦900,000
                                                                            ",/ yr,New Road,2 Beds / 2 Baths Flat To Rent,,New Road
"
                                                                        ₦12,000,000
                                                                            ",/ yr,Banana Island,4 Beds / 4 Baths Semi Detached To Rent,,Banana Island
"
                                                                        ₦8,000,000
                                                                            ",/ yr,Banana Island,3 Beds / 3 Baths Flat To Rent,,Banana Island
"
                                                                        ₦1,200,000
                                                                            ",/ yr,Lekki Phase 1,1 Bed / 1 Bath Flat To Rent,,Lekki Phase 1
"
                                                                        ₦1,000,000
                                                                            ",/ yr,"Modupe Estate, Folaagoro.",3 Beds / 2 Baths Flat To Rent,,"Modupe Estate, Folaagoro."
"
                                                                        ₦300,000
                                                                            ",/ day,Lekki,5 Beds / 5 Baths Duplex To Rent,,Lekki
"
                                                                        ₦1,500,000
                                                                            ",/ yr,Onikan,2 Beds / 2 Baths Flat To Rent,,Onikan
"
                                                                        ₦550,000
                                                                            ",/ yr,"Okun Ajah, Lagos.",3 Beds / 3 Baths Flat To Rent,,"Okun Ajah, Lagos."
"
                                                                        ₦2,500,000
                                                                            ",/ yr,Osapa,3 Beds / 3 Baths Flat To Rent,,Osapa
"
                                                                        ₦4,000,000
                                                                            ",/ yr,Ikate,4 Beds / 4 Baths Duplex To Rent,,Ikate
"
                                                                        ₦10,000,000
                                                                            ",/ yr,"Millennium Estate, Landbridge Road",4 Beds / 5 Baths Duplex To Rent,,"Millennium Estate, Landbridge Road"
"
                                                                        ₦2,000,000
                                                                            ",/ yr,"Off Omorinre Johnson, Lekki Phase 1,  Lagos.",1 Bed / 1 Bath Flat To Rent,,"Off Omorinre Johnson, Lekki Phase 1,  Lagos."
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Chevy View Estate,4 Beds / 4 Baths Duplex To Rent,,Chevy View Estate
"
                                                                        ₦1,400,000
                                                                            ",/ yr,Lafiaji,2 Beds / 2 Baths Flat To Rent,,Lafiaji
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Ologolo,4 Beds / 4 Baths Duplex To Rent,,Ologolo
"
                                                                        ₦800,000
                                                                            ",/ yr,Ilupeju,1 Bed / 1 Bath Flat To Rent,,Ilupeju
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Lekki Scheme 2,4 Beds / 4 Baths Semi Detached To Rent,,Lekki Scheme 2
"
                                                                        ₦2,500,000
                                                                            ",/ yr,Osapa London,3 Beds / 3 Baths Flat To Rent,,Osapa London
"
                                                                        ₦2,500,000
                                                                            ",/ yr,Osapa,3 Beds / 3 Baths Terrace To Rent,,Osapa
"
                                                                        ₦800,000
                                                                            ",/ yr,Terra Annex,3 Beds / 3 Baths Flat To Rent,,Terra Annex
"
                                                                        ₦1,100,000
                                                                            ",/ yr,Mobil Estate,3 Beds / 3 Baths Flat To Rent,,Mobil Estate
"
                                                                        ₦1,700,000
                                                                            ",/ yr,"Sunview Estate, Opposite Crown Estate, Ajah-Lagos.",4 Beds / 4 Baths Semi Detached To Rent,,"Sunview Estate, Opposite Crown Estate, Ajah-Lagos."
"
                                                                        ₦1,000,000
                                                                            ",/ yr,Bode Thomas,2 Beds / 2 Baths Flat To Rent,,Bode Thomas
"
                                                                        ₦1,500,000
                                                                            ",/ yr,Alagomeji,2 Beds / 2 Baths Flat To Rent,,Alagomeji
"
                                                                        ₦10,000,000
                                                                            ",/ yr,Old Ikoyi,4 Beds / 4 Baths Town House To Rent,,Old Ikoyi
"
                                                                        ₦1,300,000
                                                                            ",/ yr,"Ewet Housing Estate, Uyo, Akwa Ibom State.",6 Beds / 5 Baths Bungalow To Rent,,"Ewet Housing Estate, Uyo, Akwa Ibom State."
"
                                                                        ₦60,000
                                                                            ",/ night,Victoria Island,3 Beds / 3 Baths Flat To Rent,,Victoria Island
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Lekky County Homes,3 Beds / 4 Baths Flat To Rent,,Lekky County Homes
"
                                                                        ₦4,000,000
                                                                            ",/ yr,Lekki County Homes,3 Beds / 4 Baths High Rise To Rent,,Lekki County Homes
"
                                                                        ₦4,000,000
                                                                            ",/ yr,Osapa,4 Beds / 4 Baths Duplex To Rent,,Osapa
"
                                                                        ₦7,000,000
                                                                            ",/ yr,Off Idowu Martins,3 Beds / 4 Baths Flat To Rent,,Off Idowu Martins
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Osapa,4 Beds / 4 Baths Duplex To Rent,,Osapa
"
                                                                        ₦14,000,000
                                                                            ",/ yr,Adetokunbo Ademola,5 Beds / 5 Baths Duplex To Rent,,Adetokunbo Ademola
"
                                                                        ₦3,300,000
                                                                            ",/ yr,Osapa,4 Beds / 4 Baths Semi Detached To Rent,,Osapa
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Osapa,3 Beds / 3 Baths Flat To Rent,,Osapa
"
                                                                        ₦800,000
                                                                            ",/ yr,Mobil,2 Beds / 2 Baths Flat To Rent,,Mobil
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Ogombo,5 Beds / 5 Baths Duplex To Rent,,Ogombo
"
                                                                        ₦1,000,000
                                                                            ",/ yr,Mobil Estate Road,3 Beds / 3 Baths Flat To Rent,,Mobil Estate Road
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Victory Estate,5 Beds / 5 Baths Duplex To Rent,,Victory Estate
"
                                                                        ₦2,500,000
                                                                            ",/ yr,Ikate,3 Beds / 3 Baths Flat To Rent,,Ikate
"
                                                                        ₦1,200,000
                                                                            ",/ yr,Thomas Estate,3 Beds / 3 Baths Flat To Rent,,Thomas Estate
"
                                                                        ₦1,000,000
                                                                            ",/ yr,Mobil Road,3 Beds / 3 Baths Flat To Rent,,Mobil Road
"
                                                                        ₦1,200,000
                                                                            ",/ yr,Addo Road,3 Beds / 3 Baths Flat To Rent,,Addo Road
"
                                                                        ₦1,500,000
                                                                            ",/ yr,Mobil Road,3 Beds / 3 Baths Flat To Rent,,Mobil Road
"
                                                                        ₦1,200,000
                                                                            ",/ yr,Thomas Estate,3 Beds / 3 Baths Flat To Rent,,Thomas Estate
"
                                                                        ₦2,200,000
                                                                            ",/ yr,Ikate,2 Beds / 2 Baths Flat To Rent,,Ikate
"
                                                                        ₦1,600,000
                                                                            ",/ yr,Oral Estate,3 Beds / 3 Baths Flat To Rent,,Oral Estate
"
                                                                        ₦55,000
                                                                            ",/ night,Oniru,2 Beds / 2 Baths Flat To Rent,,Oniru
"
                                                                        ₦500,000
                                                                            ",/ yr,"Golf Road, Lakowe, Ibeju-Lekki, Lagos.",3 Beds / 3 Baths Flat To Rent,,"Golf Road, Lakowe, Ibeju-Lekki, Lagos."
"
                                                                        ₦5,000,000
                                                                            ",/ yr,Lekki Phase 1,5 Beds / 5 Baths Duplex To Rent,,Lekki Phase 1
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Chevy,5 Beds / 5 Baths Duplex To Rent,,Chevy
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Osapa,4 Beds / 4 Baths Duplex To Rent,,Osapa
"
                                                                        ₦1,500,000
                                                                            ",/ yr,Oral Estate,2 Beds / 2 Baths Flat To Rent,,Oral Estate
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Osapa,3 Beds / 3 Baths Flat To Rent,,Osapa
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Lekki Phase 1,3 Beds / 4 Baths Flat To Rent,,Lekki Phase 1
"
                                                                        ₦20,000,000
                                                                            ",/ yr,Victoria Island,5 Beds / 5 Baths Detached To Rent,,Victoria Island
"
                                                                        ₦65,000
                                                                            ",/ night,Oniru,3 Beds / 3 Baths Flat To Rent,,Oniru
"
                                                                        ₦4,000,000
                                                                            ",/ yr,"Off Admiralty Way, Lekki Phase1, Lekki-Lagos.",4 Beds / 5 Baths Terrace To Rent,,"Off Admiralty Way, Lekki Phase1, Lekki-Lagos."
"
                                                                        ₦1,000,000
                                                                            ",/ yr,"Off Okuru Road, By Golf Estate, Port Harcourt.",2 Beds / 2 Baths Flat To Rent,,"Off Okuru Road, By Golf Estate, Port Harcourt."
"
                                                                        ₦700,000
                                                                            ",/ yr,"New Road, Eliozu, Port Harcourt, Rivers State.",3 Beds / 3 Baths Flat To Rent,,"New Road, Eliozu, Port Harcourt, Rivers State."
"
                                                                        ₦2,500,000
                                                                            ",/ yr,"Mabuchi, Abuja, FCT.",3 Beds / 3 Baths Flat To Rent,,"Mabuchi, Abuja, FCT."
"
                                                                        ₦9,000,000
                                                                            ",/ yr,Ikoyi,3 Beds / 3 Baths Flat To Rent,,Ikoyi
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Oniru,3 Beds / 3 Baths Flat To Rent,,Oniru
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Agungi,5 Beds / 5 Baths Duplex To Rent,,Agungi
"
                                                                        ₦1,500,000
                                                                            ",/ yr,Canaan Estate,4 Beds / 4 Baths Terrace To Rent,,Canaan Estate
"
                                                                        ₦5,000,000
                                                                            ",/ yr,Pinock Beach Estate,5 Beds / 5 Baths Duplex To Rent,,Pinock Beach Estate
"
                                                                        ₦1,500,000
                                                                            ",/ yr,Chevy,2 Beds / 2 Baths Flat To Rent,,Chevy
"
                                                                        ₦3,000,000
                                                                            ",/ yr,"Victory Park, Lekki",3 Beds / 3 Baths Flat To Rent,,"Victory Park, Lekki"
"
                                                                        ₦600,000
                                                                            ",/ yr,Bode Thomas,1 Bed / 1 Bath Flat To Rent,,Bode Thomas
"
                                                                        ₦1,800,000
                                                                            ",/ yr,Agungi,3 Beds / 3 Baths Flat To Rent,,Agungi
"
                                                                        ₦25,000
                                                                            ",/ night,Ikoyi,1 Bed / 1 Bath Flat To Rent,,Ikoyi
"
                                                                        ₦80,000
                                                                            ",/ yr,Oniru,3 Beds / 3 Baths Flat To Rent,,Oniru
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Oniru,3 Beds / 3 Baths Flat To Rent,,Oniru
"
                                                                        ₦500,000
                                                                            ",/ yr,"Jacob Isaac Residence, Beside Lekki Conservation Centre,",1 Bed / 1 Bath Flat To Rent,,"Jacob Isaac Residence, Beside Lekki Conservation Centre,"
"
                                                                        ₦6,000,000
                                                                            ",/ yr,"9 Maroko Close, Off Queen's Drive",3 Beds / 3 Baths Flat To Rent,,"9 Maroko Close, Off Queen's Drive"
"
                                                                        ₦4,000,000
                                                                            ",/ yr,15 Adebisi Ogunniyi Crescent,4 Beds / 4 Baths Terrace To Rent,,15 Adebisi Ogunniyi Crescent
"
                                                                        ₦150,000
                                                                            ",/ day,Esugbayi,5 Beds / 5 Baths Duplex To Rent,,Esugbayi
"
                                                                        ₦1,500,000
                                                                            ",/ yr,"Folagoro Estate, Yaba GRA",3 Beds / 4 Baths Flat To Rent,,"Folagoro Estate, Yaba GRA"
"
                                                                        ₦250,000
                                                                            ",/ yr,Lekki,1 Bed / 1 Bath Flat To Rent,,Lekki
"
                                                                        ₦900,000
                                                                            ",/ yr,"Off Toyin Street, Ikeja",3 Beds / 4 Baths Flat To Rent,,"Off Toyin Street, Ikeja"
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Maryland Lagos,5 Beds / 5 Baths Duplex To Rent,,Maryland Lagos
"
                                                                        ₦4,000,000
                                                                            ",/ yr,Chevy,5 Beds / 5 Baths Duplex To Rent,,Chevy
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Lekki,3 Beds / 3 Baths Flat To Rent,,Lekki
"
                                                                        ₦800,000
                                                                            ",/ yr,"Jakande, Lekki",2 Beds / 2 Baths Flat To Rent,,"Jakande, Lekki"
"
                                                                        ₦1,300,000
                                                                            ",/ yr,Thomas Estate,3 Beds / 3 Baths Flat To Rent,,Thomas Estate
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Agungi,3 Beds / 3 Baths Duplex To Rent,,Agungi
"
                                                                        ₦1,700,000
                                                                            ",/ yr,"Ikota Villa Estate, Lekki-Lagos.",3 Beds / 4 Baths Flat To Rent,,"Ikota Villa Estate, Lekki-Lagos."
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Ikate Elegushi,4 Beds / 4 Baths Terrace To Rent,,Ikate Elegushi
"
                                                                        ₦4,500,000
                                                                            ",/ yr,Ikate Elegushi,5 Beds / 5 Baths Semi Detached To Rent,,Ikate Elegushi
"
                                                                        ₦900,000
                                                                            ",/ yr,Ajao Estate,3 Beds / 3 Baths Flat To Rent,,Ajao Estate
"
                                                                        ₦4,000,000
                                                                            ",/ yr,Amen Estate,4 Beds / 4 Baths Terrace To Rent,,Amen Estate
"
                                                                        ₦5,000,000
                                                                            ",/ yr,Parkview Estate,3 Beds / 3 Baths Flat To Rent,,Parkview Estate
"
                                                                        ₦6,000,000
                                                                            ",/ yr,Parkview Estate,3 Beds / 3 Baths Flat To Rent,,Parkview Estate
"
                                                                        ₦4,000,000
                                                                            ",/ yr,"Parkview, Ikoyi",3 Beds / 3 Baths Flat To Rent,,"Parkview, Ikoyi"
"
                                                                        ₦600,000
                                                                            ",/ yr,Addo,2 Beds / 2 Baths Flat To Rent,,Addo
"
                                                                        ₦450,000
                                                                            ",/ yr,Badore,1 Bed / 1 Bath Flat To Rent,,Badore
"
                                                                        ₦600,000
                                                                            ",/ yr,Addo,2 Beds / 2 Baths Flat To Rent,,Addo
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Ikate,5 Beds / 3 Baths Duplex To Rent,,Ikate
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Agungi,4 Beds / 4 Baths Duplex To Rent,,Agungi
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Osapa,4 Beds / 4 Baths Duplex To Rent,,Osapa
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Bourdillon Court Estate,3 Beds / 3 Baths Flat To Rent,,Bourdillon Court Estate
"
                                                                        ₦6,000,000
                                                                            ",/ yr,Ikate,5 Beds / 5 Baths Duplex To Rent,,Ikate
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Ikate,4 Beds / 4 Baths Terrace To Rent,,Ikate
"
                                                                        ₦2,800,000
                                                                            ",/ yr,Agungi,4 Beds / 4 Baths Semi Detached To Rent,,Agungi
"
                                                                        ₦900,000
                                                                            ",/ yr,Badore,4 Beds / 3 Baths Flat To Rent,,Badore
"
                                                                        ₦1,000,000
                                                                            ",/ yr,Unity Estate,2 Beds / 2 Baths Flat To Rent,,Unity Estate
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Palm City Estate,4 Beds / 4 Baths Duplex To Rent,,Palm City Estate
"
                                                                        ₦4,500,000
                                                                            ",/ yr,Ikate,5 Beds / 5 Baths Duplex To Rent,,Ikate
"
                                                                        ₦700,000
                                                                            ",/ yr,Badore,2 Beds / 2 Baths Flat To Rent,,Badore
"
                                                                        ₦1,100,000
                                                                            ",/ yr,Badore,3 Beds / 2 Baths Duplex To Rent,,Badore
"
                                                                        ₦1,500,000
                                                                            ",/ yr,Ajah,5 Beds / 3 Baths Duplex To Rent,,Ajah
"
                                                                        ₦800,000
                                                                            ",/ yr,"Cooperative Villa, Badore",3 Beds / 2 Baths Flat To Rent,,"Cooperative Villa, Badore"
"
                                                                        ₦1,000,000
                                                                            ",/ yr,Badore,3 Beds / 2 Baths Flat To Rent,,Badore
"
                                                                        ₦900,000
                                                                            ",/ yr,Badore,4 Beds / 3 Baths Flat To Rent,,Badore
"
                                                                        ₦1,300,000
                                                                            ",/ yr,Badore,4 Beds / 3 Baths Duplex To Rent,,Badore
"
                                                                        ₦600,000
                                                                            ",/ yr,Badore,2 Beds / 2 Baths Flat To Rent,,Badore
"
                                                                        ₦650,000
                                                                            ",/ yr,Zion Estate,3 Beds / 4 Baths Flat To Rent,,Zion Estate
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Chevyview Estate,3 Beds / 3 Baths Flat To Rent,,Chevyview Estate
"
                                                                        ₦3,800,000
                                                                            ",/ yr,Chevyview Estate,4 Beds / 4 Baths Semi Detached To Rent,,Chevyview Estate
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Igbo Efon,3 Beds / 4 Baths Duplex To Rent,,Igbo Efon
"
                                                                        ₦300,000
                                                                            ",/ yr,"By Lekki-Epe Expressway. Opposite Shoprite,SANGOTEDO. Ajah",1 Bed / 1 Bath Flat To Rent,,"By Lekki-Epe Expressway. Opposite Shoprite,SANGOTEDO. Ajah"
"
                                                                        ₦3,000,000
                                                                            ",/ yr,"Chisco, Ikate",5 Beds / 4 Baths Duplex To Rent,,"Chisco, Ikate"
"
                                                                        ₦30,000
                                                                            ",/ day,Off Chevron Drive,1 Bed / 1 Bath Flat To Rent,,Off Chevron Drive
"
                                                                        ₦25,000
                                                                            ",/ day,Off Chevron Drive,1 Bed / 1 Bath Studio To Rent,,Off Chevron Drive
"
                                                                        ₦30,000
                                                                            ",/ day,Off Chevron Drive,1 Bed / 1 Bath Flat To Rent,,Off Chevron Drive
"
                                                                        ₦1,800,000
                                                                            ",/ yr,"Behind Shoprite, Jakande, Osapa, Lekki, Lagos",3 Beds / 4 Baths Flat To Rent,,"Behind Shoprite, Jakande, Osapa, Lekki, Lagos"
"
                                                                        ₦1,600,000
                                                                            ",/ yr,Osapa London,2 Beds / 2 Baths Flat To Rent,,Osapa London
"
                                                                        ₦3,000,000
                                                                            ",/ yr,"Idado, Lekki",4 Beds / 4 Baths Terrace To Rent,,"Idado, Lekki"
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Idado,3 Beds / 3 Baths Flat To Rent,,Idado
"
                                                                        ₦1,800,000
                                                                            ",/ yr,Idado,2 Beds / 2 Baths Flat To Rent,,Idado
"
                                                                        ₦1,600,000
                                                                            ",/ yr,Agungi,3 Beds / 3 Baths Flat To Rent,,Agungi
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Agungi Lekki,4 Beds / 4 Baths Semi Detached To Rent,,Agungi Lekki
"
                                                                        ₦1,800,000
                                                                            ",/ yr,Agungi,3 Beds / 3 Baths Flat To Rent,,Agungi
"
                                                                        ₦1,800,000
                                                                            ",/ yr,Agungi,3 Beds / 3 Baths Flat To Rent,,Agungi
"
                                                                        ₦3,500,000
                                                                            ",/ yr,"Cluster A, 1004 Estate, Victoria Island, Lagos.",3 Beds / 2 Baths Massionetes To Rent,,"Cluster A, 1004 Estate, Victoria Island, Lagos."
"
                                                                        ₦3,000,000
                                                                            ",/ yr,"Cluster A, 1004 Estate, Victoria Island, Lagos.",2 Beds / 1 Bath Flat To Rent,,"Cluster A, 1004 Estate, Victoria Island, Lagos."
"
                                                                        ₦900,000
                                                                            ",/ yr,"INFINITY Estate, Ado Road. AJAH",3 Beds / 3 Baths Flat To Rent,,"INFINITY Estate, Ado Road. AJAH"
"
                                                                        ₦1,000,000
                                                                            ",/ yr,"INFINITY Estate, Ado Road. AJAH",3 Beds / 3 Baths Flat To Rent,,"INFINITY Estate, Ado Road. AJAH"
"
                                                                        ₦1,000,000
                                                                            ",/ yr,"INFINITY Estate, Ado Road. AJAH",3 Beds / 3 Baths Flat To Rent,,"INFINITY Estate, Ado Road. AJAH"
"
                                                                        ₦2,200,000
                                                                            ",/ yr,"Crown Estate, Ajah, Lekki-Lagos.",4 Beds / 5 Baths Semi Detached To Rent,,"Crown Estate, Ajah, Lekki-Lagos."
"
                                                                        ₦1,500,000
                                                                            ",/ yr,"AMEN Estate, Ado Road. Ajah",3 Beds / 3 Baths Flat To Rent,,"AMEN Estate, Ado Road. Ajah"
"
                                                                        ₦1,500,000
                                                                            ",/ yr,"Reality Estate, Ado Road, Ajah",4 Beds / 4 Baths Duplex To Rent,,"Reality Estate, Ado Road, Ajah"
"
                                                                        ₦1,500,000
                                                                            ",/ yr,"Reality Estate, Ado Road, Ajah",3 Beds / 3 Baths Flat To Rent,,"Reality Estate, Ado Road, Ajah"
"
                                                                        ₦700,000
                                                                            ",/ yr,"Off Mobil Road, Ilaje, Ajah-Lagos.",3 Beds / 3 Baths Terrace To Rent,,"Off Mobil Road, Ilaje, Ajah-Lagos."
"
                                                                        ₦1,600,000
                                                                            ",/ yr,Agungi,3 Beds / 3 Baths Flat To Rent,,Agungi
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Lafiaji Off Chevron Road,4 Beds / 4 Baths Detached To Rent,,Lafiaji Off Chevron Road
"
                                                                        ₦90,000
                                                                            ",/ night,Onioru,3 Beds / 3 Baths Flat To Rent,,Onioru
"
                                                                        ₦3,500,000
                                                                            ",/ yr,"Utako, Abuja, FCT",4 Beds / 4 Baths Detached To Rent,,"Utako, Abuja, FCT"
"
                                                                        ₦350,000
                                                                            ",/ yr,"Off Itu Road, Uyo, Akwa Ibom State.",3 Beds / 3 Baths Flat To Rent,,"Off Itu Road, Uyo, Akwa Ibom State."
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Lekki Phase 1,3 Beds / 3 Baths Flat To Rent,,Lekki Phase 1
"
                                                                        ₦2,800,000
                                                                            ",/ yr,Lekki Phase 1,3 Beds / 3 Baths Flat To Rent,,Lekki Phase 1
"
                                                                        ₦4,500,000
                                                                            ",/ yr,"Oniru Estate, Victoria Island, Lagos.",3 Beds / 3 Baths Flat To Rent,,"Oniru Estate, Victoria Island, Lagos."
"
                                                                        ₦7,000,000
                                                                            ",/ yr,Off Oduduwa Crescent,4 Beds / 5 Baths Terrace To Rent,,Off Oduduwa Crescent
"
                                                                        ₦35,000
                                                                            ",/ day,Off Chevron Drive,1 Bed / 1 Bath Flat To Rent,,Off Chevron Drive
"
                                                                        ₦2,000,000
                                                                            ",/ yr,"Victoria Crest Annex, Orchid Hotel Road, Lekki-Lagos.",3 Beds / 3 Baths Terrace To Rent,,"Victoria Crest Annex, Orchid Hotel Road, Lekki-Lagos."
"
                                                                        ₦2,500,000
                                                                            ",/ yr,Victory Estate,5 Beds / 5 Baths Duplex To Rent,,Victory Estate
"
                                                                        ₦900,000
                                                                            ",/ yr,"Thomas Estate, Ajah, Lagos.",3 Beds / 3 Baths Flat To Rent,,"Thomas Estate, Ajah, Lagos."
"
                                                                        ₦3,200,000
                                                                            ",/ yr,Chevy View Estate,4 Beds / 4 Baths Duplex To Rent,,Chevy View Estate
"
                                                                        ₦2,300,000
                                                                            ",/ yr,Victory Estate,4 Beds / 4 Baths Duplex To Rent,,Victory Estate
"
                                                                        ₦1,650,000
                                                                            ",/ yr,"Wuye, Abuja, FCT.",2 Beds / 2 Baths Flat To Rent,,"Wuye, Abuja, FCT."
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Chevy,4 Beds / 4 Baths Duplex To Rent,,Chevy
"
                                                                        ₦1,200,000
                                                                            ",/ yr,Greenville,4 Beds / 4 Baths Duplex To Rent,,Greenville
"
                                                                        ₦1,700,000
                                                                            ",/ yr,Agungi,3 Beds / 3 Baths Flat To Rent,,Agungi
"
                                                                        ₦1,800,000
                                                                            ",/ yr,Agungi,3 Beds / 3 Baths Flat To Rent,,Agungi
"
                                                                        ₦1,100,000
                                                                            ",/ yr,Thomas,3 Beds / 3 Baths Flat To Rent,,Thomas
"
                                                                        ₦1,200,000
                                                                            ",/ yr,Mobil Estate Road,3 Beds / 3 Baths Flat To Rent,,Mobil Estate Road
