price,unit,location,bedrooms,baths,state 
"
                                                                        ₦3,000,000
                                                                            ",/ yr,693 Road,3 Beds / 3 Baths Flat To Rent,,693 Road
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Apo Behind Shoprite,4 Beds / 4 Baths Duplex To Rent,,Apo Behind Shoprite
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Apo Behind Shoprite,4 Beds / 4 Baths Duplex To Rent,,Apo Behind Shoprite
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Apo District,4 Beds / 4 Baths Duplex To Rent,,Apo District
"
                                                                        ₦150,000
                                                                            ",/ yr,"Mowo, Agogo-Egbala Bus Stop",1 Bed / 1 Bath Flat To Rent,,"Mowo, Agogo-Egbala Bus Stop"
"
                                                                        ₦4,000,000
                                                                            ",/ yr,Brains & Hammers Estate Kafe Life Camp District,4 Beds / 4 Baths Duplex To Rent,,Brains & Hammers Estate Kafe Life Camp District
"
                                                                        ₦3,500,000
                                                                            ",/ yr,SARAHA Estate,4 Beds / 4 Baths Duplex To Rent,,SARAHA Estate
"
                                                                        ₦1,700,000
                                                                            ",/ yr,FCT,3 Beds / 3 Baths Flat To Rent,,FCT
"
                                                                        ₦1,700,000
                                                                            ",/ yr,Utako,3 Beds / 3 Baths Flat To Rent,,Utako
"
                                                                        ₦20,000,000
                                                                            ",/ yr,Amazon Street,7 Beds / 7 Baths Duplex To Rent,,Amazon Street
"
                                                                        ₦150,000
                                                                            ",/ yr,"Mowo, Close To Badagry Town, Agogoagbala Bus Stop",1 Bed / 1 Bath Flat To Rent,,"Mowo, Close To Badagry Town, Agogoagbala Bus Stop"
"
                                                                        ₦1,600,000
                                                                            ",/ yr,CBN Estate 2,5 Beds / 5 Baths Detached To Rent,,CBN Estate 2
"
                                                                        ₦10,000,000
                                                                            ",/ yr,"Ganges Street,",4 Beds / 4 Baths Duplex To Rent,,"Ganges Street,"
"
                                                                        ₦8,500,000
                                                                            ",/ yr,Panama Street,4 Beds / 4 Baths Duplex To Rent,,Panama Street
"
                                                                        ₦4,000,000
                                                                            ",/ yr,Off 69 Road,4 Beds / 4 Baths Duplex To Rent,,Off 69 Road
"
                                                                        ₦3,500,000
                                                                            ",/ yr,FCT,3 Beds / 3 Baths Duplex To Rent,,FCT
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Mabushi District,4 Beds / 4 Baths Duplex To Rent,,Mabushi District
"
                                                                        ₦1,700,000
                                                                            ",/ yr,Zone 2,3 Beds / 3 Baths Flat To Rent,,Zone 2
"
                                                                        ₦800,000
                                                                            ",/ yr,Off WAEC,3 Beds / 3 Baths Flat To Rent,,Off WAEC
"
                                                                        ₦3,500,000
                                                                            ",/ yr,"Prime Resort Estate, Opp Games Village, Kaura District",4 Beds / 4 Baths Detached To Rent,,"Prime Resort Estate, Opp Games Village, Kaura District"
"
                                                                        ₦700,000
                                                                            ",/ yr,Karu,3 Beds / 3 Baths Flat To Rent,,Karu
"
                                                                        ₦700,000
                                                                            ",/ yr,Olorunkemi Street,3 Beds / 3 Baths Flat To Rent,,Olorunkemi Street
"
                                                                        ₦200,000
                                                                            ",/ yr,Olorunkemi Street,1 Bed / 1 Bath Flat To Rent,,Olorunkemi Street
"
                                                                        ₦1,000,000
                                                                            ",/ yr,Shomolu,3 Beds / 3 Baths Flat To Rent,,Shomolu
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Vision Court,4 Beds / 5 Baths Detached To Rent,,Vision Court
"
                                                                        ₦1,400,000
                                                                            ",/ yr,"Wuse 2,  Abuja",2 Beds / 3 Baths Flat To Rent,,"Wuse 2,  Abuja"
"
                                                                        ₦30,000,000
                                                                            ",/ yr,Osbrone  Phase 2.,3 Beds / 3 Baths Terrace To Rent,,Osbrone  Phase 2.
"
                                                                        ₦1,800,000
                                                                            ",/ yr,Copa Cabana Estate,3 Beds / 3 Baths Bungalow To Rent,,Copa Cabana Estate
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Legislative Qtrs,3 Beds / 3 Baths Flat To Rent,,Legislative Qtrs
"
                                                                        ₦1,500,000
                                                                            ",/ yr,Vision Court Estate,3 Beds / 4 Baths Flat To Rent,,Vision Court Estate
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Mab Global Estate,4 Beds / 5 Baths Bungalow To Rent,,Mab Global Estate
"
                                                                        ₦1,500,000
                                                                            ",/ yr,Zone 2,3 Beds / 2 Baths Flat To Rent,,Zone 2
"
                                                                        ₦900,000
                                                                            ",/ yr,Mbora District,2 Beds / 2 Baths Flat To Rent,,Mbora District
"
                                                                        ₦700,000
                                                                            ",/ yr,Life Camp,1 Bed / 2 Baths Flat To Rent,,Life Camp
"
                                                                        ₦2,500,000
                                                                            ",/ yr,Mbora District,4 Beds / 4 Baths Semi Detached To Rent,,Mbora District
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Aminu Court,4 Beds / 4 Baths Semi Detached To Rent,,Aminu Court
"
                                                                        ₦800,000
                                                                            ",/ yr,Mab Global Estate,2 Beds / 2 Baths Flat To Rent,,Mab Global Estate
"
                                                                        ₦1,200,000
                                                                            ",/ yr,Mab Global Estate,4 Beds / 4 Baths Flat To Rent,,Mab Global Estate
"
                                                                        ₦600,000
                                                                            ",/ yr,Mab Global Estate,2 Beds / 2 Baths Bungalow To Rent,,Mab Global Estate
"
                                                                        ₦350,000
                                                                            ",/ yr,Ebute Metta,2 Beds / 2 Baths Flat To Rent,,Ebute Metta
"
                                                                        ₦3,000,000
                                                                            ",/ yr,"Off Allen, Ikeja",3 Beds / 3 Baths Block of Flats To Rent,,"Off Allen, Ikeja"
"
                                                                        ₦600,000
                                                                            ",/ yr,Ada George,2 Beds / 3 Baths Flat To Rent,,Ada George
"
                                                                        ₦900,000
                                                                            ",/ yr,Trans Amadi,2 Beds / 3 Baths Duplex To Rent,,Trans Amadi
"
                                                                        ₦700,000
                                                                            ",/ yr,Agip,2 Beds / 3 Baths Duplex To Rent,,Agip
"
                                                                        ₦500,000
                                                                            ",/ yr,Ada George,2 Beds / 3 Baths Flat To Rent,,Ada George
"
                                                                        ₦550,000
                                                                            ",/ yr,Ada George,3 Beds / 4 Baths Flat To Rent,,Ada George
"
                                                                        ₦17,000,000
                                                                            ",/ yr,Ikoyi,3 Beds / 3 Baths Flat To Rent,,Ikoyi
"
                                                                        ₦8,000,000
                                                                            ",/ yr,"Safe Court, Ikate Elegushi",4 Beds / 4 Baths Flat To Rent,,"Safe Court, Ikate Elegushi"
"
                                                                        ₦7,000,000
                                                                            ",/ yr,"Lekki Luxury Apartments, Lekki Phase 1",3 Beds / 3 Baths Flat To Rent,,"Lekki Luxury Apartments, Lekki Phase 1"
"
                                                                        ₦4,500,000
                                                                            ",/ yr,"A.J. Marinho Drive Street, Off Sinari Daranijo Street",3 Beds / 3 Baths Flat To Rent,,"A.J. Marinho Drive Street, Off Sinari Daranijo Street"
"
                                                                        ₦4,500,000
                                                                            ",/ yr,"A.J. Marinho Drive Street, Off Sinari Daranijo Street",3 Beds / 3 Baths Flat To Rent,,"A.J. Marinho Drive Street, Off Sinari Daranijo Street"
"
                                                                        ₦6,000,000
                                                                            ",/ yr,"Musa Yar’Dua Street, Off Idowu Martins  Street",3 Beds / 3 Baths Flat To Rent,,"Musa Yar’Dua Street, Off Idowu Martins  Street"
"
                                                                        ₦3,000,000
                                                                            ",/ yr,"Mekuwen Road, Oyinkan Abayomi Drive",1 Bed / 1 Bath Flat To Rent,,"Mekuwen Road, Oyinkan Abayomi Drive"
"
                                                                        ₦6,000,000
                                                                            ",/ yr,Along Palace Road Oniru Private Estate,3 Beds / 3 Baths Flat To Rent,,Along Palace Road Oniru Private Estate
"
                                                                        ₦3,500,000
                                                                            ",/ yr,"Palace Road, Within Oniru Private Estate",3 Beds / 3 Baths Flat To Rent,,"Palace Road, Within Oniru Private Estate"
"
                                                                        ₦15,000,000
                                                                            ",/ yr,Walter Carrington Crescent,3 Beds / 3 Baths Flat To Rent,,Walter Carrington Crescent
"
                                                                        ₦10,000,000
                                                                            ",/ yr,Shonibare Estate,5 Beds / 5 Baths Detached To Rent,,Shonibare Estate
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Lekki,3 Beds / 3 Baths Flat To Rent,,Lekki
"
                                                                        ₦5,000,000
                                                                            ",/ yr,"Park View,Estate",3 Beds / 3 Baths Flat To Rent,,"Park View,Estate"
"
                                                                        ₦5,000,000
                                                                            ",/ yr,Ikeja GRA,5 Beds / 5 Baths Semi Detached To Rent,,Ikeja GRA
"
                                                                        ₦4,000,000
                                                                            ",/ yr,"Marwa, Phase 1",4 Beds / 4 Baths Terrace To Rent,,"Marwa, Phase 1"
"
                                                                        ₦2,500,000
                                                                            ",/ yr,"Marwa, Phase 1",3 Beds / 3 Baths Flat To Rent,,"Marwa, Phase 1"
"
                                                                        ₦600,000
                                                                            ",/ yr,"Rufus Laniyan Estate,Idera- Owode",3 Beds / 4 Baths Duplex To Rent,,"Rufus Laniyan Estate,Idera- Owode"
"
                                                                        ₦1,000,000
                                                                            ",/ yr,Ifako,3 Beds / 3 Baths Terrace To Rent,,Ifako
"
                                                                        ₦850,000
                                                                            ",/ yr,River Valley Estate,3 Beds / 3 Baths Flat To Rent,,River Valley Estate
"
                                                                        ₦2,500,000
                                                                            ",/ yr,Chevy View Estate,3 Beds / 3 Baths Flat To Rent,,Chevy View Estate
"
                                                                        ₦7,500,000
                                                                            ",/ yr,Sophia Court,4 Beds / 5 Baths Terrace To Rent,,Sophia Court
"
                                                                        ₦1,800,000
                                                                            ",/ yr,Lekki Phase1,2 Beds / 2 Baths Flat To Rent,,Lekki Phase1
"
                                                                        ₦1,000,000
                                                                            ",/ yr,Eko Akete,4 Beds / 4 Baths Duplex To Rent,,Eko Akete
"
                                                                        ₦3,300,000
                                                                            ",/ yr,AGUNGI,4 Beds / 4 Baths Duplex To Rent,,AGUNGI
"
                                                                        ₦600,000
                                                                            ",/ yr,Bode Thomas Surulere,1 Bed / 1 Bath Flat To Rent,,Bode Thomas Surulere
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Lekki Phase 1,3 Beds / 3 Baths Flat To Rent,,Lekki Phase 1
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Oniru Estate,2 Beds / 2 Baths Flat To Rent,,Oniru Estate
"
                                                                        ₦10,000,000
                                                                            ",/ yr,Shonibare Estate,5 Beds / 5 Baths Duplex To Rent,,Shonibare Estate
"
                                                                        ₦200,000
                                                                            ",/ night,Plot 136 Adetokunbo Ademola Crescent Wuse 2,1 Bed / 1 Bath Studio To Rent,,Plot 136 Adetokunbo Ademola Crescent Wuse 2
"
                                                                        ₦1,600,000
                                                                            ",/ yr,IKOTA VILLA ESTATE,3 Beds / 3 Baths Flat To Rent,,IKOTA VILLA ESTATE
"
                                                                        ₦3,300,000
                                                                            ",/ yr,"AGUNGI, BEFORE CHEVRON",4 Beds / 4 Baths Semi Detached To Rent,,"AGUNGI, BEFORE CHEVRON"
"
                                                                        ₦3,000,000
                                                                            ",/ yr,"Chevy-View Estate, Chevron",4 Beds / 4 Baths Terrace To Rent,,"Chevy-View Estate, Chevron"
"
                                                                        ₦4,000,000
                                                                            ",/ yr,"Chevy-View Estate, Chevron",5 Beds / 5 Baths Duplex To Rent,,"Chevy-View Estate, Chevron"
"
                                                                        ₦3,500,000
                                                                            ",/ yr,"CHEVY-VIEW ESTATE, CHEVRON",5 Beds / 5 Baths Duplex To Rent,,"CHEVY-VIEW ESTATE, CHEVRON"
"
                                                                        ₦3,000,000
                                                                            ",/ yr,"CHEVY-VIEW ESTATE, CHEVRON",4 Beds / 4 Baths Semi Detached To Rent,,"CHEVY-VIEW ESTATE, CHEVRON"
"
                                                                        ₦15,912,000
                                                                            ",/ yr,Temple Road,3 Beds / 3 Baths Flat To Rent,,Temple Road
"
                                                                        ₦3,100,000
                                                                            ",/ yr,"CHEVY-VIEW ESTATE, CHEVRON",4 Beds / 4 Baths Duplex To Rent,,"CHEVY-VIEW ESTATE, CHEVRON"
"
                                                                        ₦2,000,000
                                                                            ",/ yr,IKOTA-VILLA ESTATE,4 Beds / 4 Baths Semi Detached To Rent,,IKOTA-VILLA ESTATE
"
                                                                        ₦1,600,000
                                                                            ",/ yr,IKOTA-VILLA ESTATE,3 Beds / 3 Baths Flat To Rent,,IKOTA-VILLA ESTATE
"
                                                                        ₦2,700,000
                                                                            ",/ yr,"SPAR ROAD, BY NICOW TOWN",3 Beds / 3 Baths Flat To Rent,,"SPAR ROAD, BY NICOW TOWN"
"
                                                                        ₦3,000,000
                                                                            ",/ yr,OSAPA-LONDON,4 Beds / 4 Baths Terrace To Rent,,OSAPA-LONDON
"
                                                                        ₦6,000,000
                                                                            ",/ yr,Parkview,3 Beds / 3 Baths Flat To Rent,,Parkview
"
                                                                        ₦8,000,000
                                                                            ",/ yr,Ikoyi,4 Beds / 4 Baths Flat To Rent,,Ikoyi
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Mende,3 Beds / 3 Baths Flat To Rent,,Mende
"
                                                                        ₦10,000,000
                                                                            ",/ yr,Eti Osa,4 Beds / 4 Baths Flat To Rent,,Eti Osa
"
                                                                        ₦12,000,000
                                                                            ",/ yr,Reeves Road,5 Beds / 5 Baths Duplex To Rent,,Reeves Road
"
                                                                        ₦6,000,000
                                                                            ",/ yr,Thompson Avenue,3 Beds / 3 Baths Duplex To Rent,,Thompson Avenue
"
                                                                        ₦14,000,000
                                                                            ",/ yr,Old Ikoyi,4 Beds / 4 Baths Terrace To Rent,,Old Ikoyi
"
                                                                        ₦5,000,000
                                                                            ",/ yr,Ikeja GRA,5 Beds / 5 Baths Semi Detached To Rent,,Ikeja GRA
"
                                                                        ₦4,000,000
                                                                            ",/ yr,"Idado Estate, Before Chevron",5 Beds / 5 Baths Detached To Rent,,"Idado Estate, Before Chevron"
"
                                                                        ₦2,300,000
                                                                            ",/ yr,Osapa London,3 Beds / 3 Baths Detached To Rent,,Osapa London
"
                                                                        ₦3,500,000
                                                                            ",/ yr,"Chevy View Estate, Chevron",5 Beds / 5 Baths Detached To Rent,,"Chevy View Estate, Chevron"
"
                                                                        ₦4,500,000
                                                                            ",/ yr,"Chevy-View Estate, Chevron",5 Beds / 5 Baths Detached To Rent,,"Chevy-View Estate, Chevron"
"
                                                                        ₦3,500,000
                                                                            ",/ yr,"Chevy View Estate, Chevron",4 Beds / 4 Baths Detached To Rent,,"Chevy View Estate, Chevron"
"
                                                                        ₦3,000,000
                                                                            ",/ yr,"Chevy View Estate, Chevron",4 Beds / 4 Baths Semi Detached To Rent,,"Chevy View Estate, Chevron"
"
                                                                        ₦2,500,000
                                                                            ",/ yr,"CHEVY-VIEW ESTATE, CHERON",5 Beds / 5 Baths Semi Detached To Rent,,"CHEVY-VIEW ESTATE, CHERON"
"
                                                                        ₦550,000
                                                                            ",/ yr,"Alex Kehinde Taylor Estate, Off College Road",2 Beds / 2 Baths Flat To Rent,,"Alex Kehinde Taylor Estate, Off College Road"
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Ikota Villa Estate,5 Beds / 5 Baths Semi Detached To Rent,,Ikota Villa Estate
"
                                                                        ₦3,000,000
                                                                            ",/ yr,"Chevy-View Estate, Chevron",4 Beds / 4 Baths Terrace To Rent,,"Chevy-View Estate, Chevron"
"
                                                                        ₦2,400,000
                                                                            ",/ yr,IKOTA VILLA ESTATE,5 Beds / 5 Baths Terrace To Rent,,IKOTA VILLA ESTATE
"
                                                                        ₦3,500,000
                                                                            ",/ yr,AGUNGI,4 Beds / 4 Baths Semi Detached To Rent,,AGUNGI
"
                                                                        ₦6,000,000
                                                                            ",/ half yr,"Eti, Osa",4 Beds / 4 Baths Duplex To Rent,,"Eti, Osa"
"
                                                                        ₦1,200,000
                                                                            ",/ yr,Admiralty Road Lekki Phase 1,1 Bed / 1 Bath Flat To Rent,,Admiralty Road Lekki Phase 1
"
                                                                        ₦250,000
                                                                            ",/ yr,Olu-Odo,2 Beds / 3 Baths Flat To Rent,,Olu-Odo
"
                                                                        ₦1,300,000
                                                                            ",/ yr,"Alexandria Quarters, Sangotedo",3 Beds / 3 Baths Flat To Rent,,"Alexandria Quarters, Sangotedo"
"
                                                                        ₦2,300,000
                                                                            ",/ yr,"Catembe Court , Crown Estate, Lekki Peninsula, Lagos.",4 Beds / 4 Baths Detached To Rent,,"Catembe Court , Crown Estate, Lekki Peninsula, Lagos."
"
                                                                        ₦2,500,000
                                                                            ",/ yr,Ikota Villa Estate Lekki,5 Beds / 5 Baths Duplex To Rent,,Ikota Villa Estate Lekki
"
                                                                        ₦2,500,000
                                                                            ",/ yr,"Adebola Street, Surulere",5 Beds / 4 Baths Duplex To Rent,,"Adebola Street, Surulere"
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Osapa London,3 Beds / 3 Baths Flat To Rent,,Osapa London
"
                                                                        ₦16,000,000
                                                                            ",/ yr,Kofo Abayomi Street,4 Beds / 4 Baths Flat To Rent,,Kofo Abayomi Street
"
                                                                        ₦6,000,000
                                                                            ",/ yr,Ikeja GRA,4 Beds / 4 Baths Duplex To Rent,,Ikeja GRA
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Oniru,3 Beds / 3 Baths Flat To Rent,,Oniru
"
                                                                        ₦4,500,000
                                                                            ",/ yr,Ikeja GRA,4 Beds / 4 Baths Duplex To Rent,,Ikeja GRA
"
                                                                        ₦30,000,000
                                                                            ",/ yr,Ikeja GRA,4 Beds / 4 Baths Semi Detached To Rent,,Ikeja GRA
"
                                                                        ₦3,500,000
                                                                            ",/ yr,Ikeja GRA,3 Beds / 3 Baths Duplex To Rent,,Ikeja GRA
"
                                                                        ₦5,000,000
                                                                            ",/ yr,Ikeja GRA,4 Beds / 4 Baths Detached To Rent,,Ikeja GRA
"
                                                                        ₦1,500,000
                                                                            ",/ yr,Yaba,3 Beds / 3 Baths Flat To Rent,,Yaba
"
                                                                        ₦3,000,000
                                                                            ",/ yr,"Mekunwen Street, Ikoyi Lagos",1 Bed / 1 Bath Studio To Rent,,"Mekunwen Street, Ikoyi Lagos"
"
                                                                        ₦2,800,000
                                                                            ",/ yr,Alaka,3 Beds / 4 Baths Block of Flats To Rent,,Alaka
"
                                                                        ₦2,500,000
                                                                            ",/ yr,"Milverton Court Estate, Suncity Ajiran",3 Beds / 3 Baths Flat To Rent,,"Milverton Court Estate, Suncity Ajiran"
"
                                                                        ₦2,500,000
                                                                            ",/ yr,Magodo Phase 1 Estate,5 Beds / 5 Baths Terrace To Rent,,Magodo Phase 1 Estate
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Okupe Estate,4 Beds / 4 Baths Bungalow To Rent,,Okupe Estate
"
                                                                        ₦6,000,000
                                                                            ",/ yr,Ikeja GRA,4 Beds / 4 Baths Duplex To Rent,,Ikeja GRA
"
                                                                        ₦950,000
                                                                            ",/ yr,Off Ekololu Street,3 Beds / 3 Baths Flat To Rent,,Off Ekololu Street
"
                                                                        ₦1,200,000
                                                                            ",/ yr,"James Island, Off Babs Animashaun",3 Beds / 3 Baths Flat To Rent,,"James Island, Off Babs Animashaun"
"
                                                                        ₦4,500,000
                                                                            ",/ yr,Ikeja GRA,3 Beds / 3 Baths Flat To Rent,,Ikeja GRA
"
                                                                        ₦1,500,000
                                                                            ",/ yr,Masha,3 Beds / 3 Baths Flat To Rent,,Masha
"
                                                                        ₦2,000,000
                                                                            ",/ yr,Off Bode Thomas,3 Beds / 3 Baths Flat To Rent,,Off Bode Thomas
"
                                                                        ₦2,500,000
                                                                            ",/ yr,In An Estate Behind Leadway Assurance,3 Beds / 3 Baths Duplex To Rent,,In An Estate Behind Leadway Assurance
"
                                                                        ₦5,000,000
                                                                            ",/ yr,Ikeja GRA,4 Beds / 4 Baths Flat To Rent,,Ikeja GRA
"
                                                                        ₦5,000,000
                                                                            ",/ yr,Ikeja GRA,4 Beds / 4 Baths Flat To Rent,,Ikeja GRA
"
                                                                        ₦3,000,000
                                                                            ",/ yr,Adisa Basua Street,4 Beds / 4 Baths Duplex To Rent,,Adisa Basua Street
"
                                                                        ₦1,200,000
                                                                            ",/ yr,Ajah,3 Beds / 3 Baths Flat To Rent,,Ajah
"
                                                                        ₦10,000,000
                                                                            ",/ yr,Parkview Estate,3 Beds / 3 Baths Flat To Rent,,Parkview Estate
"
                                                                        ₦8,000,000
                                                                            ",/ yr,Osbourne Estate,4 Beds / 4 Baths Terrace To Rent,,Osbourne Estate
"
                                                                        ₦11,000,000
                                                                            ",/ yr,Banana Island,3 Beds / 3 Baths Town House To Rent,,Banana Island
"
                                                                        ₦11,000,000
                                                                            ",/ yr,Off Bourdillon Road,4 Beds / 4 Baths Terrace To Rent,,Off Bourdillon Road
"
                                                                        ₦3,500,000
                                                                            ",/ yr,"Chevy-View Estate, Chevron",4 Beds / 4 Baths Detached To Rent,,"Chevy-View Estate, Chevron"
"
                                                                        ₦2,500,000
                                                                            ",/ yr,AGUNGI,5 Beds / 5 Baths Detached To Rent,,AGUNGI
"
                                                                        ₦2,000,000
                                                                            ",/ yr,OSAPA LONDON,3 Beds / 3 Baths Flat To Rent,,OSAPA LONDON
"
                                                                        ₦2,500,000
                                                                            ",/ yr,AGUNGI,4 Beds / 4 Baths Detached To Rent,,AGUNGI
"
                                                                        ₦2,000,000
                                                                            ",/ yr,IKOTA VILLA ESTATE,4 Beds / 4 Baths Detached To Rent,,IKOTA VILLA ESTATE
"
                                                                        ₦2,500,000
                                                                            ",/ yr,"SPAR ROAD,BY NICON TOWN ESTATE",3 Beds / 3 Baths Flat To Rent,,"SPAR ROAD,BY NICON TOWN ESTATE"
"
                                                                        ₦3,500,000
                                                                            ",/ yr,"IDADO, BY CHEVY-VIEW ESTATE, CHERON",5 Beds / 5 Baths Detached To Rent,,"IDADO, BY CHEVY-VIEW ESTATE, CHERON"
"
                                                                        ₦2,800,000
                                                                            ",/ yr,"Chevy-View Estate, Chevron",4 Beds / 4 Baths Detached To Rent,,"Chevy-View Estate, Chevron"
"
                                                                        ₦1,800,000
                                                                            ",/ yr,IKOTA VILLA ESTATE,3 Beds / 3 Baths Terrace To Rent,,IKOTA VILLA ESTATE
"
                                                                        ₦2,500,000
                                                                            ",/ yr,"Ajao Estate, Off Airport Road",3 Beds / 3 Baths Flat To Rent,,"Ajao Estate, Off Airport Road"
"
                                                                        ₦12,000,000
                                                                            ",/ yr,Banana Island,4 Beds / 4 Baths Semi Detached To Rent,,Banana Island
"
                                                                        ₦12,000,000
                                                                            ",/ yr,Banana Island,5 Beds / 5 Baths Terrace To Rent,,Banana Island
"
                                                                        ₦15,000,000
                                                                            ",/ yr,Banana Island,4 Beds / 4 Baths Terrace To Rent,,Banana Island
"
                                                                        ₦18,500,000
                                                                            ",/ yr,Banana Island,4 Beds / 4 Baths Terrace To Rent,,Banana Island
"
                                                                        ₦5,000,000
                                                                            ",/ yr,Phase 1,4 Beds / 4 Baths Semi Detached To Rent,,Phase 1
"
                                                                        ₦6,500,000
                                                                            ",/ yr,Off Sobo Arobiodun,5 Beds / 4 Baths Duplex To Rent,,Off Sobo Arobiodun
"
                                                                        ₦900,000
                                                                            ",/ yr,Ogundele Avenue,3 Beds / 3 Baths Flat To Rent,,Ogundele Avenue
Contact agent for price,,"2, Olosa Street Off Karimu Kutun",2 Beds / 2 Baths Flat For Sale,,"2, Olosa Street Off Karimu Kutun"
"
                                                                        ₦6,000,000
                                                                            ",/ yr,Omorinre Johnson Street,5 Beds / 5 Baths Duplex To Rent,,Omorinre Johnson Street
"
                                                                        ₦6,000,000
                                                                            ",/ yr,9 Christ Avenue,5 Beds / 5 Baths Detached To Rent,,9 Christ Avenue
"
                                                                        ₦6,500,000
                                                                            ",/ yr,Admiralty Way,5 Beds / 5 Baths Duplex To Rent,,Admiralty Way
"
                                                                        ₦6,500,000
                                                                            ",/ yr,"17 Hakeem Dickson Street, Lekki Phase 1",5 Beds / 5 Baths Detached To Rent,,"17 Hakeem Dickson Street, Lekki Phase 1"
"
                                                                        ₦7,000,000
                                                                            ",/ yr,Fola Osibo Street,3 Beds / 3 Baths Flat To Rent,,Fola Osibo Street
"
                                                                        ₦5,000,000
                                                                            ",/ yr,Chris Maduake Street,4 Beds / 4 Baths Duplex To Rent,,Chris Maduake Street
"
                                                                        ₦8,500,000
                                                                            ",/ yr,"Omorinre Johnson Street, Lekki Phase 1",7 Beds / 7 Baths Duplex To Rent,,"Omorinre Johnson Street, Lekki Phase 1"
"
                                                                        ₦8,000,000
                                                                            ",/ yr,"Admiralty Way, Lekki Phase 1",5 Beds / 5 Baths Duplex To Rent,,"Admiralty Way, Lekki Phase 1"
"
                                                                        ₦8,000,000
                                                                            ",/ yr,Lekki Phase 1,3 Beds / 3 Baths Duplex To Rent,,Lekki Phase 1
"
                                                                        ₦7,000,000
                                                                            ",/ yr,"Off Fola Osibo Street, Lekki Phase 1",3 Beds / 3 Baths Flat To Rent,,"Off Fola Osibo Street, Lekki Phase 1"
"
                                                                        ₦9,000,000
                                                                            ",/ yr,"12 Admiralty Way, Lekki Phase 1",5 Beds / 5 Baths Duplex To Rent,,"12 Admiralty Way, Lekki Phase 1"
"
                                                                        ₦9,000,000
                                                                            ",/ yr,"9 Wole Olateju Street, Lekki Phase 1",5 Beds / 5 Baths Detached To Rent,,"9 Wole Olateju Street, Lekki Phase 1"
"
                                                                        ₦9,000,000
                                                                            ",/ yr,Off Admiralty Way,5 Beds / 5 Baths Duplex To Rent,,Off Admiralty Way
"
                                                                        ₦17,000,000
                                                                            ",/ yr,Banana Island,3 Beds / 3 Baths Flat To Rent,,Banana Island
"
                                                                        ₦17,000,000
                                                                            ",/ yr,Banana Island,4 Beds / 4 Baths Terrace To Rent,,Banana Island
"
                                                                        ₦400,000
                                                                            ",/ yr,Arepo Via Berger,3 Beds / 3 Baths Flat To Rent,,Arepo Via Berger
"
                                                                        ₦500,000
                                                                            ",/ yr,Isheri North Opic,2 Beds / 2 Baths Flat To Rent,,Isheri North Opic
"
                                                                        ₦350,000
                                                                            ",/ yr,Isheri North Opic,1 Bed / 1 Bath Flat To Rent,,Isheri North Opic
"
                                                                        ₦17,500,000
                                                                            ",/ yr,Banana Island,4 Beds / 4 Baths Terrace To Rent,,Banana Island
"
                                                                        ₦1,200,000
                                                                            ",/ yr,Admiralty Road Lekki1,1 Bed / 1 Bath Flat To Rent,,Admiralty Road Lekki1
"
                                                                        ₦600,000
                                                                            ",/ yr,True Vine Estate,3 Beds / 4 Baths Flat To Rent,,True Vine Estate
