price,unit,location,bedrooms,baths,state
"₦750,000,000.00 ","₦750,000,000.00 ",", Life Camp, Gwarinpa., Abuja FCT, Nigeria",5,0f,
"₦470,000,000.00 ","₦470,000,000.00 ",", CAMERON ROAD, Ikoyi, Lagos, Nigeria",0,,
"₦350,000,000.00 ","₦350,000,000.00 ",", MAECPHERSON ROAD, Ikoyi, Lagos, Nigeria",0,,
"₦400,000,000.00 ","₦400,000,000.00 ",", Bishop Abayode Cole, Victoria Island, Lagos, Nigeria",5,0f,
"₦10,000,000.00 ","₦10,000,000.00 ",", Lekki, Lagos, Nigeria",2,0f,
 , ,", Ikomi Street, Lekki Phase 1, Lekki, Lagos, Nigeria",3,5f,
"₦145,000,000.00 ","₦145,000,000.00 ",", Awolowo, Ikoyi, Lagos, Nigeria",4,0f,
"₦250,000,000.00 ","₦250,000,000.00 ",", Parkview/Bourdillon, Ikoyi, Lagos, Nigeria",0,,
"₦650,000,000.00 ","₦650,000,000.00 ",", Mobolaji Bank Anthony Way, Ikeja, Lagos, Nigeria",0,,
"₦65,000,000.00 ","₦65,000,000.00 ",", Chevyview Estate, Lekki, Lagos, Nigeria",5,6f,
"₦350,000.00 ","₦350,000.00 ",", Mararaba, Nyanya, Abuja Municipal, Abuja FCT, Nigeria",0,,
 , ,", Nyanya, Abuja Municipal, Abuja FCT, Nigeria",1,0f,
"₦4,500,000.00 Per Year","₦4,500,000.00 Per Year",", Miclael Ogun, Ikeja GRA, Ikeja, Lagos, Nigeria",3,0f,
"₦125,000,000.00 ","₦125,000,000.00 ",", Awuse Estate, Opebi, Ikeja, Lagos, Nigeria",5,0f,
 Per Year, Per Year,", Ligali Ayorinde, Victoria Island, Lagos, Nigeria",,,
"₦13,000,000.00 Per Year","₦13,000,000.00 Per Year",", Ligali Ayorinde, Victoria Island, Lagos, Nigeria",5,0f,
"₦90,000,000.00 ","₦90,000,000.00 ",", Ohousi Itoya Street, Lekki Phase 1, Lekki, Lagos, Nigeria",4,0f,
"₦10,000,000.00 Per Year","₦10,000,000.00 Per Year",", Adetokunbo Ademola, Victoria Island, Lagos, Nigeria",5,0f,
"₦70,000,000.00 ","₦70,000,000.00 ",", Babatunde street, Surulere, Lagos, Nigeria",5,0f,
"₦85,000,000.00 ","₦85,000,000.00 ",", Romay Garden, Lekki, Lagos, Nigeria",4,0f,
"₦3,000,000.00 Per Year","₦3,000,000.00 Per Year",", Ikate, Lekki, Lagos, Nigeria",4,0f,
"₦400,000,000.00 ","₦400,000,000.00 ",", Sanni Adewale Street, Balogun, Lagos Island, Lagos, Nigeria",,,
"₦27,000,000.00 ","₦27,000,000.00 ",", OREGUN, Oregun, Ikeja, Lagos, Nigeria",0,,
"₦4,500,000.00 ","₦4,500,000.00 ",", Akodo, Ibeju/Lekki, Lagos, Nigeria",0,,
"₦80,000,000.00 ","₦80,000,000.00 ",", Sangotedo, Eti-Osa, Lagos, Nigeria",0,,
"₦12,000,000.00 ","₦12,000,000.00 ",", NOIBI VILLAGE, Ibeju/Lekki, Lagos, Nigeria",0,,
"₦45,000,000.00 ","₦45,000,000.00 ",", Behind Beach Estate, Ibeju/Lekki, Lagos, Nigeria",0,,
"₦8,000,000,000.00 ","₦8,000,000,000.00 ",", IBEJU, Lekki, Lagos, Nigeria",0,,
"₦39,000,000.00 ","₦39,000,000.00 ",", Agungi, Lekki, Lagos, Nigeria",5,0f,
"₦1,000,000,000.00 ","₦1,000,000,000.00 ",", Adeola Odeku, Victoria Island, Lagos, Nigeria",4,0f,
"₦45,000,000.00 ","₦45,000,000.00 ",", Nigeria",0,0f,
 , ,", Agungi, Lekki, Lagos, Nigeria",,,
"₦1,000,000,000.00 ","₦1,000,000,000.00 ",", Ijegu, Egba satellite, Lagos, Nigeria",,,
"₦40,000,000.00 ","₦40,000,000.00 ",", Apapa, Lagos, Nigeria",0,,
"₦32,000,000,000.00 ","₦32,000,000,000.00 ",", Creek road, Apapa, Lagos, Nigeria",,,
"₦8,500,000,000.00 ","₦8,500,000,000.00 ",", Apapa, Lagos, Nigeria",,,
"₦550,000,000.00 ","₦550,000,000.00 ",", Amuwo Odofin Industrial Estate, Amuwo-Odofin, Lagos, Nigeria",0,,
"₦6,000,000,000.00 ","₦6,000,000,000.00 ",", Apapa, Lagos, Nigeria",,,
 , ,", Maza Maza, Ojo, Lagos, Nigeria",0,,
"₦650,000.00 ","₦650,000.00 ",", Abuja FCT, Nigeria",0,,
"₦265,000,000.00 ","₦265,000,000.00 ",", Kirikiri, Apapa, Lagos, Nigeria",0,,
"₦150,000,000.00 ","₦150,000,000.00 ",", Kirikiri, Apapa, Lagos, Nigeria",0,,
"₦450,000,000.00 ","₦450,000,000.00 ",", Apapa, Lagos, Nigeria",0,,
"₦45,000,000.00 ","₦45,000,000.00 ",", Ikota, Lekki, Lagos, Nigeria",4,0f,
"₦5,500,000.00 Per Year","₦5,500,000.00 Per Year",", Lekki Phase 1, Lekki, Lagos, Nigeria",5,0f,
"₦18,000,000.00 ","₦18,000,000.00 ",", Thomas Estate, Ajah, Lekki, Lagos, Nigeria",0,,
"₦380,000.00 Per Year","₦380,000.00 Per Year",", Mercy Estate, Abule Egba, Agege, Lagos, Nigeria",3,0f,
"₦550,000,000.00 ","₦550,000,000.00 ",", Adekunle Faduyi, Ikeja GRA, Ikeja, Lagos, Nigeria",4,0f,
"₦28,000,000.00 ","₦28,000,000.00 ",", Arab road, Kubwa, Bwari, Abuja FCT, Nigeria",,,
"₦6,000,000.00 ","₦6,000,000.00 ",", Gadonasko Way   Content from Nigeria Property Cent, Kubwa, Bwari, Abuja FCT, Nigeria",0,,
"₦15,000,000.00 ","₦15,000,000.00 ",", Lantanna close, Karu, Abuja Municipal, Abuja FCT, Nigeria",3,0f,
"₦2,500,000.00 Per Year","₦2,500,000.00 Per Year",", Lokogoma District, Abuja FCT, Nigeria",3,3f,
"₦1,300,000.00 Per Year","₦1,300,000.00 Per Year",", Wuse, Abuja FCT, Nigeria",3,0f,
"₦700,000.00 Per Year","₦700,000.00 Per Year",", Kubwa, Bwari, Abuja FCT, Nigeria",3,0f,
"₦2,000,000.00 Per Year","₦2,000,000.00 Per Year",", Alagomeji, Yaba, Lagos, Nigeria",5,0f,
"₦1,500,000.00 Per Year","₦1,500,000.00 Per Year",", Aworojobe, Mende, Maryland, Lagos, Nigeria",4,4f,
"₦2,500,000.00 Per Year","₦2,500,000.00 Per Year",", Wuse, Abuja FCT, Nigeria",4,5f,
"₦650,000,000.00 ","₦650,000,000.00 ",", Turnbull, Ikoyi, Lagos, Nigeria",0,,
"₦500,000,000.00 ","₦500,000,000.00 ",", Burdillion road, Parkview/Bourdillon, Ikoyi, Lagos, Nigeria",0,,
"₦1,000,000,000.00 ","₦1,000,000,000.00 ",", Gerrard road, Ikoyi, Lagos, Nigeria",0,,
"₦60,000,000.00 ","₦60,000,000.00 ",", 1004 Estates, Ozumba Mbadiwe, Victoria Island, Lagos, Nigeria",3,0f,
"₦1,200,000.00 ","₦1,200,000.00 ",", Ikorodu Garden city, Ikorodu, Lagos, Nigeria",0,,
"₦1,800,000.00 ","₦1,800,000.00 ",", Maple view Estate, Magboro., Mowe, Ogun, Nigeria",0,,
"₦120,000,000.00 ","₦120,000,000.00 ",", Admirality way, Lekki Phase 1, Lekki, Lagos, Nigeria",5,5f,
"₦5,500,000.00 Per Year","₦5,500,000.00 Per Year",", Lekki Phase 1, Lekki, Lagos, Nigeria",5,5f,
"₦3,500,000.00 Per Year","₦3,500,000.00 Per Year",", Temple road, Ikoyi, Lagos, Nigeria",3,3.5f,
"₦30,000,000.00 ","₦30,000,000.00 ",", Agungi, Lekki, Lagos, Nigeria",0,,
"₦6,500,000.00 per month","₦6,500,000.00 per month",", Lekki Phase 1, Lekki, Lagos, Nigeria",5,5f,
"₦85,000,000.00 ","₦85,000,000.00 ",", Wood Green Estate, Lekki, Lagos, Nigeria",5,5f,
"₦3,500,000.00 Per Year","₦3,500,000.00 Per Year",", Lekki Phase 1, Lekki, Lagos, Nigeria",3,0f,
"₦8,000,000.00 ","₦8,000,000.00 ",", Lekki Phase 1, Lekki, Lagos, Nigeria",3,0f,
"₦4,500,000.00 Per Year","₦4,500,000.00 Per Year",", Gudupe, Bwari, Abuja FCT, Nigeria",4,0f,
"₦3,000,000.00 Per Year","₦3,000,000.00 Per Year",", Lokogoma, Kuje Area, Abuja FCT, Nigeria",4,0f,
"₦10,000,000.00 Per Year","₦10,000,000.00 Per Year",", Katampe, Bwari, Abuja FCT, Nigeria",5,0f,
"₦1,600,000.00 Per Year","₦1,600,000.00 Per Year",", Kuara District, Abuja FCT, Nigeria",3,0f,
"₦45,000,000.00 Per Year","₦45,000,000.00 Per Year",", Kuara District, Abuja FCT, Nigeria",4,0f,
"₦3,500,000.00 Per Year","₦3,500,000.00 Per Year",", Kuara District, Abuja FCT, Nigeria",3,0f,
"₦3,000,000.00 Per Year","₦3,000,000.00 Per Year",", kUARA dISTRICT, Abuja FCT, Nigeria",3,0f,
"₦4,000,000.00 Per Year","₦4,000,000.00 Per Year",", Kuara District, Abuja FCT, Nigeria",3,0f,
"₦3,500,000.00 Per Year","₦3,500,000.00 Per Year",", Kwara District, Abuja FCT, Nigeria",3,0f,
"₦17,000,000.00 Per Year","₦17,000,000.00 Per Year",", Maitama Sule Street, Asokoro, Abuja Municipal, Abuja FCT, Nigeria",5,0f,
"₦7,500,000.00 Per Year","₦7,500,000.00 Per Year",", Magodo, Ikeja, Lagos, Nigeria",4,4f,
"₦50,000,000.00 ","₦50,000,000.00 ",", Mende, Maryland, Lagos, Nigeria",3,0f,
"₦700,000,000.00 ","₦700,000,000.00 ",", Marina, Lagos Island, Lagos, Nigeria",,,
"₦10,000,000.00 ","₦10,000,000.00 ",", Ajose, Mende, Maryland, Lagos, Nigeria",0,,
 , ,", Ikeja, Lagos, Nigeria",0,,
"₦80,000,000.00 ","₦80,000,000.00 ",", Allen, Ikeja, Lagos, Nigeria",,,
"₦850,000.00 Per Year","₦850,000.00 Per Year",", Ogba, Lagos, Nigeria",3,0f,
"₦35,000,000.00 ","₦35,000,000.00 ",", Iju, Agege, Lagos, Nigeria",4,0f,
"₦60,000,000.00 ","₦60,000,000.00 ",", Victoria Island, Lagos, Nigeria",5,0f,
 , ,", Chevyview Estate, Lekki, Lagos, Nigeria",0,,
"₦35,000,000.00 ","₦35,000,000.00 ",", Lekki Phase 1, Lekki, Lagos, Nigeria",2,0f,
"₦40,000,000.00 ","₦40,000,000.00 ",", Lekki Phase 1, Lekki, Lagos, Nigeria",3,0f,
"₦65,000,000.00 ","₦65,000,000.00 ",", Victoria Island, Lagos, Nigeria",5,0f,
"₦45,000,000.00 ","₦45,000,000.00 ",", Ikota, Lekki, Lagos, Nigeria",0,,
"₦40,000,000.00 ","₦40,000,000.00 ",", Ikate, Lekki, Lagos, Nigeria",0,,
"₦45,000,000.00 ","₦45,000,000.00 ",", Agungi, Lekki, Lagos, Nigeria",0,,
"₦38,000,000.00 ","₦38,000,000.00 ",", Lekki Phase 1, Lekki, Lagos, Nigeria",2,0f,
"₦45,000,000.00 ","₦45,000,000.00 ",", Lekki Phase 1, Lekki, Lagos, Nigeria",3,0f,
"₦75,000,000.00 ","₦75,000,000.00 ",", Oniru, Lagos, Nigeria",4,0f,
"₦52,000,000.00 ","₦52,000,000.00 ",", Mabushi, Abuja FCT, Nigeria",3,0f,
"₦65,000,000.00 ","₦65,000,000.00 ",", Lokogoma, Kwali, Abuja FCT, Nigeria",4,0f,
 , ,", Eleko Beach road, Lekki, Lagos, Nigeria",7,0f,
 , ,", Eleko beach road, Lekki, Lagos, Nigeria",5,0f,
 , ,", Eleko beach road, Lekki, Lagos, Nigeria",5,0f,
 , ,", Eleko beach road, Lekki, Lagos, Nigeria",4,0f,
 , ,", Lekki, Lagos, Nigeria",4,0f,
"₦25,000,000.00 ","₦25,000,000.00 ",", Elioparanwo Road, Port Harcourt, Rivers, Nigeria",3,0f,
"₦170,000,000.00 ","₦170,000,000.00 ",", Lekki Phase 1, Lekki, Lagos, Nigeria",4,0f,
"₦150,000,000.00 ","₦150,000,000.00 ",", Lekki Phase 1, Lekki, Lagos, Nigeria",5,0f,
"₦135,000,000.00 ","₦135,000,000.00 ",", Lekki Phase 1, Lekki, Lagos, Nigeria",5,0f,
"$70,000 Per Year","$70,000 Per Year",", Gerrad Road, Old Ikoyi, Ikoyi, Lagos, Nigeria",4,4f,
 , ,", Jakande Housing Estate, Oshodi-Isolo, Lagos, Nigeria",3,0f,
"₦200,000,000.00 ","₦200,000,000.00 ",", Ikeja, Lagos, Nigeria",5,0f,
"₦200,000,000.00 ","₦200,000,000.00 ",", Ikeja, Lagos, Nigeria",5,5f,
"₦150,000,000.00 ","₦150,000,000.00 ",", Lekki Phase 1, Lekki, Lagos, Nigeria",4,3f,
"₦45,000,000.00 ","₦45,000,000.00 ",", Elioparanwo Road, Port Harcourt, Rivers, Nigeria",4,0f,
"₦38,000,000.00 ","₦38,000,000.00 ",", Rivers, Nigeria",4,0f,
"₦38,000,000.00 ","₦38,000,000.00 ",", Port Harcourt, Rivers, Nigeria",4,0f,
"₦250,000,000.00 ","₦250,000,000.00 ",", Jabi, Abuja Municipal, Abuja FCT, Nigeria",0,,
"₦350,000,000.00 ","₦350,000,000.00 ",", Jabi, Abuja FCT, Nigeria",0,,
"₦350,000,000.00 ","₦350,000,000.00 ",", Jabi, Abuja Municipal, Abuja FCT, Nigeria",0,,
"₦280,000,000.00 ","₦280,000,000.00 ",", Jabi, Abuja Municipal, Abuja FCT, Nigeria",0,,
"₦450,000,000.00 ","₦450,000,000.00 ",", Jabi, Abuja Municipal, Abuja FCT, Nigeria",0,,
"₦650,000,000.00 ","₦650,000,000.00 ",", Jabi, Abuja Municipal, Abuja FCT, Nigeria",0,,
"₦450,000,000.00 ","₦450,000,000.00 ",", Jabi, Abuja Municipal, Abuja FCT, Nigeria",0,,
"₦6,000,000.00 ","₦6,000,000.00 ",", OFF MONSATARY ROAD, Sangotedo, Eti-Osa, Lagos, Nigeria",0,,
"₦20,000,000.00 ","₦20,000,000.00 ",", Magodo Phase 2, Magodo, Lagos, Nigeria",0,,
"₦30,000,000.00 ","₦30,000,000.00 ",", Iponri, Surulere, Lagos, Nigeria",0,,
"₦1,300,000.00 Per Year","₦1,300,000.00 Per Year",", Magodo, Lagos, Nigeria",3,3f,
"₦16,000,000.00 ","₦16,000,000.00 ",", 3 Alo Crescent, Off Olufeyisan Street, Oworoshoki, Shomolu, Lagos, Nigeria",0,,
"₦25,000,000.00 ","₦25,000,000.00 ",", Ayodele Aluade street, Goodwill Estate, Bemil, Ojodu, Lagos, Nigeria",3,0f,
"₦12,500.00 Per day","₦12,500.00 Per day",", Sun City, CBD, Abuja FCT, Nigeria",1,1f,
"₦21,000.00 Per day","₦21,000.00 Per day",", Jabi Airport Road, Jabi, Abuja Municipal, Abuja FCT, Nigeria",2,2f,
"₦56,950.00 Per day","₦56,950.00 Per day",", Simeon Akinolu Crescent, off Prince Alaba Oniru Wa, Oniru, Lagos, Nigeria",4,4f,
"₦39,950.00 Per day","₦39,950.00 Per day",", Parkview Estate, Parkview/Bourdillon, Ikoyi, Lagos, Nigeria",1,1f,
"₦48,950.00 Per day","₦48,950.00 Per day",", Simeon Akinolu Crescent, off Prince Alaba Oniru Wa, Oniru, Lagos, Nigeria",3,3f,
"₦44,950.00 Per day","₦44,950.00 Per day",", Lekki Phase 1, Lekki, Lagos, Nigeria",4,4f,
"₦49,950.00 Per day","₦49,950.00 Per day",", Copperfield Villa, Magodo Phase 2, Magodo, Lagos, Nigeria",5,5f,
"₦21,950.00 Per day","₦21,950.00 Per day",", Fola's Place, Omole Estate, Omole, Lagos, Nigeria",3,3f,
"₦22,950.00 Per day","₦22,950.00 Per day",", Wema Board Estate, Adeniyi Jones, Ikeja, Lagos, Nigeria",3,3f,
"₦15,000.00 Per day","₦15,000.00 Per day",", Agodi, GRA, Ibadan, Oyo, Nigeria",,,
"₦15,000.00 Per day","₦15,000.00 Per day",", Check-Inn Hotels, Bodija, Ibadan, Oyo, Nigeria",,,
"₦30,000,000.00 ","₦30,000,000.00 ",", Johnson bus stop, Ijesha, Surulere, Lagos, Nigeria",3,0f,
"₦12,000,000.00 ","₦12,000,000.00 ",", Ikotun, Alimosho, Lagos, Nigeria",2,0f,
"₦800,000.00 Per Year","₦800,000.00 Per Year",", Igando, Alimosho, Lagos, Nigeria",5,0f,
"₦100,000,000.00 ","₦100,000,000.00 ",", Roundabout, Badagry, Lagos, Nigeria",3,0f,
"₦1,700,000.00 Per Year","₦1,700,000.00 Per Year",", Anthony Village beside Edichart, Anthony, Shomolu, Lagos, Nigeria",2,0f,
"₦180,000,000.00 ","₦180,000,000.00 ",", Badore, Ajah, Lekki, Lagos, Nigeria",5,0f,
"₦40,000,000.00 ","₦40,000,000.00 ",", by Orchid hotel, Ikota, Lekki, Lagos, Nigeria",0,,
"₦25,000,000.00 ","₦25,000,000.00 ",", Osapa, Lekki, Lagos, Nigeria",0,,
"₦20,000,000.00 ","₦20,000,000.00 ",", Ikota Villa Estate, Ikota, Lekki, Lagos, Nigeria",0,,
"₦1,500,000.00 Per Year","₦1,500,000.00 Per Year",", Isaac John, Ikeja GRA, Ikeja, Lagos, Nigeria",,,
"₦60,000,000.00 ","₦60,000,000.00 ",", Isheri, Magodo Phase 1, Magodo, Lagos, Nigeria",5,0f,
"₦180,000,000.00 ","₦180,000,000.00 ",", Faramobi Ajike, Anthony, Shomolu, Lagos, Nigeria",0,,
"₦1,000,000,000.00 ","₦1,000,000,000.00 ",", Tincan Island Road, Apapa, Lagos, Nigeria",0,,
 Per Year, Per Year,", Abel Oreniyi Street off Salvation Road, Opebi, Ikeja, Lagos, Nigeria",1,1f,
"₦1,000,000.00 Per Year","₦1,000,000.00 Per Year",", Idowu Akindele off Basheer Shittu, Magodo Phase 2, Magodo, Lagos, Nigeria",3,2f,
"₦1,000,000.00 Per Year","₦1,000,000.00 Per Year",", Basheer Shittu, Magodo Phase 2, Magodo, Lagos, Nigeria",3,2f,
"₦40,000,000.00 ","₦40,000,000.00 ",", Atimbo Road, Calabar Municipality, Cross River, Nigeria",,,
"₦40,000,000.00 ","₦40,000,000.00 ",", Magodo Phase 2, Magodo, Lagos, Nigeria",0,,
"₦90,000,000.00 ","₦90,000,000.00 ",", Oregun, Ikeja, Lagos, Nigeria",2,2f,
"₦35,000,000.00 ","₦35,000,000.00 ",", Babani Street, Ebute Metta, Yaba, Lagos, Nigeria",2,2f,
"₦1,700,000.00 Per Year","₦1,700,000.00 Per Year",", Magodo Phase 2, Magodo, Lagos, Nigeria",4,4f,
"₦1,400,000.00 Per Year","₦1,400,000.00 Per Year",", Magodo Phase 2, Magodo, Lagos, Nigeria",4,4f,
"₦1,000,000.00 Per Year","₦1,000,000.00 Per Year",", Magodo Phase 2, Magodo, Lagos, Nigeria",3,3f,
"₦1,600,000.00 Per Year","₦1,600,000.00 Per Year",", Magodo Phase 2, Magodo, Lagos, Nigeria",4,4f,
"₦1,500,000.00 Per Year","₦1,500,000.00 Per Year",", Emmanuel Keshi Rd, Blk 53A Plot 16, Magodo Phase 2, Magodo, Lagos, Nigeria",3,0f,
"₦1,600,000.00 Per Year","₦1,600,000.00 Per Year",", No 16, Mudashiru Owoyele Street, Magodo Phase 2, Magodo, Lagos, Nigeria",3,3f,
 , ,", Ago-Iwoye, Ijebu North, Ogun, Nigeria",,,
"₦35,000,000.00 ","₦35,000,000.00 ",", Alakoku, Obafemi/owode, Ogun, Nigeria",3,0f,
"₦20,000,000.00 ","₦20,000,000.00 ",", Ijedodo Estate, Ikotun, Alimosho, Lagos, Nigeria",3,0f,
"₦20,000,000.00 ","₦20,000,000.00 ",", Ijedodo Estate, Ikotun, Alimosho, Lagos, Nigeria",3,0f,
"₦8,000,000.00 Per Year","₦8,000,000.00 Per Year",", 209 Ikorodu Road, Obanikoro, Shomolu, Lagos, Nigeria",7,0f,
"₦3,500,000.00 Per Year","₦3,500,000.00 Per Year",", Marwa Gardens, Alausa, Ikeja, Lagos, Nigeria",0,0f,
"₦1,000,000.00 Per Year","₦1,000,000.00 Per Year",", 6a, Saadatu, Oregun, Ikeja, Lagos, Nigeria",4,4f,
"₦2,000,000.00 Per Year","₦2,000,000.00 Per Year",", Mobolaji Ogunrinde Crescent, Magodo Phase 2, Magodo, Lagos, Nigeria",4,4f,
"₦100,000,000.00 ","₦100,000,000.00 ",", Sangotedo, Eti-Osa, Lagos, Nigeria",5,0f,
"₦56,000,000.00 ","₦56,000,000.00 ",", Grenadines Heights, Arepo, Obafemi/owode, Ogun, Nigeria",4,4f,
"₦7,000,000.00 ","₦7,000,000.00 ",", Flourish Garden Estate, Abijo, Ibeju/Lekki, Lagos, Nigeria",0,,
 , ,", Oba Akran Avenue, Ikeja, Lagos, Nigeria",,,
"₦650,000,000.00 ","₦650,000,000.00 ",", Off Ajose Adeogun, Victoria Island, Lagos, Nigeria",3,0f,
"₦150,000,000.00 ","₦150,000,000.00 ",", Osborne Estate Phase 1, Ikoyi, Lagos, Nigeria",4,0f,
"₦220,000,000.00 ","₦220,000,000.00 ",", Mosley Road, Ikoyi, Lagos, Nigeria",5,0f,
 , ,", Osborne Estate II, Ikoyi, Lagos, Nigeria",,,
"₦750,000,000.00 ","₦750,000,000.00 ",", Okupe Estate, Maryland, Lagos, Nigeria",0,,
"₦120,000,000.00 ","₦120,000,000.00 ",", Warewa, Ibadan North-West, Oyo, Nigeria",0,,
"₦2,500,000,000.00 ","₦2,500,000,000.00 ",", Tourism Zone, Lekki Phase 1, Lekki, Lagos, Nigeria",0,,
"₦80,000,000.00 ","₦80,000,000.00 ",", CBD, Alausa, Ikeja, Lagos, Nigeria",0,,
"$2,500 ","$2,500 ",", Eko Atlantic City, Adetokunbo Ademola, Victoria Island, Lagos, Nigeria",0,,
"₦500,000,000.00 ","₦500,000,000.00 ",", Off Lagos–Abeokuta Expressway, Abeokuta South, Ogun, Nigeria",,,
"₦50,000,000.00 ","₦50,000,000.00 ",", Kuduru Commercial Layout, Abuja, Nigeria",0,,
"₦60,000,000.00 ","₦60,000,000.00 ",", Warewa, Ibadan South West, Oyo, Nigeria",0,,
"₦150,000.00 Per Year","₦150,000.00 Per Year",", Simpson, Sura, Lagos Island, Lagos, Nigeria",,,
"₦1,500,000.00 Per Year","₦1,500,000.00 Per Year",", Akin Tijani, Magodo Phase 2, Magodo, Lagos, Nigeria",4,0f,
"₦55,000,000.00 ","₦55,000,000.00 ",", Femi Okunnu Housing Estate Phase II, Agungi, Lekki, Lagos, Nigeria",4,0f,
"₦350,000,000.00 ","₦350,000,000.00 ",", 22 Road, Festac, Amuwo-Odofin, Lagos, Nigeria",,,
"₦30,000,000.00 ","₦30,000,000.00 ",", Olasheinde, Off Great Challenge Road, Iba, Ojo, Lagos, Nigeria",,,
"₦17,000,000.00 ","₦17,000,000.00 ",", Casia Estate, Opp GRA, Beside LUTH Staff Housing S, Abijo, Ibeju/Lekki, Lagos, Nigeria",5,0f,
"₦70,000,000.00 ","₦70,000,000.00 ",", Elepete community, Eleko, Ibeju/Lekki, Lagos, Nigeria",0,,
"₦175,000,000.00 ","₦175,000,000.00 ",", Elepete community, Eleko, Ibeju/Lekki, Lagos, Nigeria",0,,
"₦170,000,000.00 ","₦170,000,000.00 ",", Ladipo Oluwole, Adeniyi Jones, Ikeja, Lagos, Nigeria",5,0f,
"₦270,000,000.00 ","₦270,000,000.00 ",", No 21 Akin Ogunlewe off Ligali Ayorinde, Ligali Ayorinde, Victoria Island, Lagos, Nigeria",5,0f,
"$1,050 Per Year","$1,050 Per Year",", Alfred Rewane Road, Nigeria",,,
$800 Per Year,$800 Per Year,", Banana Island, Nigeria",,,
"$35,000 Per Year","$35,000 Per Year",", Nigeria",1,0f,
"$120,000 Per Year","$120,000 Per Year",", Ajose Court, Nigeria",4,0f,
"₦4,000,000.00 Per Year","₦4,000,000.00 Per Year",", Adeola Hopewell, Nigeria",3,0f,
"₦4,000,000.00 Per Year","₦4,000,000.00 Per Year",", 1004 Estate, Nigeria",4,0f,
"$30,000 Per Year","$30,000 Per Year",", Abacha Estate, Nigeria",1,0f,
"₦6,000,000.00 Per Year","₦6,000,000.00 Per Year",", Banana Island, Nigeria",3,0f,
"₦4,000,000.00 Per Year","₦4,000,000.00 Per Year",", Oniru Estate, Nigeria",2,0f,
"$250,000 Per Year","$250,000 Per Year",", Ocean Parade, Banana Island, Nigeria",4,0f,
"$45,000 Per Year","$45,000 Per Year",", Glover Road, Nigeria",3,0f,
"₦4,500,000.00 Per Year","₦4,500,000.00 Per Year",", Marine Road, Nigeria",3,0f,
$300 Per Year,$300 Per Year,", Ceddi Plaza, Abuja FCT, Nigeria",,,
"$1,200 Per Year","$1,200 Per Year",", Atlantic House (former Maersk House), Louis Solomo, Nigeria",,,
"₦4,000,000.00 Per Year","₦4,000,000.00 Per Year",", Millenium Estate, Nigeria",5,3f,
$900 Per Year,$900 Per Year,", FF Towers, Ligali Ayorinde, Nigeria",,,
"₦1,000.00 Per Year","₦1,000.00 Per Year",", Agbara Industrial Layout, Nigeria",,,
"₦8,500,000.00 Per Year","₦8,500,000.00 Per Year",", Ikorodu Road, Nigeria",,,
"₦42,500.00 Per Year","₦42,500.00 Per Year",", Ajao Estate, Nigeria",,,
"₦4,000,000.00 Per Year","₦4,000,000.00 Per Year",", Femi Okunnu Estate, Nigeria",4,0f,
"₦70,000,000.00 Per Year","₦70,000,000.00 Per Year",", Oniru, Nigeria",4,0f,
"₦5,000,000.00 ","₦5,000,000.00 ",", Olaseinde Williams Estate, Oke Ira, Aguda, Ogba, Ikeja, Lagos, Nigeria",0,,
"₦10,000,000.00 ","₦10,000,000.00 ",", Falodun Street, Makoko, Yaba, Lagos, Nigeria",0,,
"₦10,000,000.00 ","₦10,000,000.00 ",", Alhaji Amoo Street, Makoko, Yaba, Lagos, Nigeria",0,,
"₦45,000,000.00 ","₦45,000,000.00 ",", Y Close, 1st Avenue, 6th Avenue Axis, Festac, Amuwo-Odofin, Lagos, Nigeria",0,,
"₦20,000,000.00 ","₦20,000,000.00 ",", Peace Estate, Federal Govt. housing scheme, Abesan, Iyana Ipaja, Agege, Lagos, Nigeria",4,0f,
"₦8,000,000.00 ","₦8,000,000.00 ",", Beechwood Estate, Lakowe, Ibeju/Lekki, Lagos, Nigeria",0,,
"₦27,500.00 Per Year","₦27,500.00 Per Year",", Awolowo Road, Nigeria",,,
 , ,", Ahmadu Bello Way, Victoria Island, Lagos, Victoria Island (VI), Lagos, Nigeria",,,
$500 Per Year,$500 Per Year,", Keystone Crescent, Nigeria",,,
 Per Year, Per Year,", Lawson Street, Off Moloney Street, Lagos Island, L, Nigeria",,,
"₦600,000,000.00 ","₦600,000,000.00 ",", NITEL quarters CAPPA Oshodi, Oshodi, Lagos, Nigeria",,,
"₦2,800,000,000.00 ","₦2,800,000,000.00 ",", Vicinity of law school, victoria island, Victoria Island (VI), Lagos, Nigeria",,,
"₦75,000,000.00 ","₦75,000,000.00 ",", Ibara, Abeokuta, Abeokuta South, Ogun, Nigeria",,,
"₦550,000,000.00 ","₦550,000,000.00 ",", Ring road Ibadan, Ibadan, Oyo, Nigeria",,,
"₦1,200,000.00 Per Year","₦1,200,000.00 Per Year",", Onipanu, Nigeria",,,
"₦700,000.00 Per Year","₦700,000.00 Per Year",",  Ladipo Oluwole Street, off Adeniyi Jones Avenue, Nigeria",,,
"₦1,500,000.00 Per Year","₦1,500,000.00 Per Year",", surulere, Nigeria",,,
"₦45,000,000.00 ","₦45,000,000.00 ",", Igbosere Road, Lagos Island, Lagos, Nigeria",,,
