price,unit,location,bedrooms,baths,state
"₦16,000,000.00 ","₦16,000,000.00 ",", Fagba, Agege, Lagos, Nigeria",3,0f,
"₦600,000.00 Per Year","₦600,000.00 Per Year",", Fagba, Agege, Lagos, Nigeria",4,0f,
"₦450,000.00 Per Year","₦450,000.00 Per Year",", Fagba, Agege, Lagos, Nigeria",3,0f,
"₦40,000,000.00 ","₦40,000,000.00 ",", Nnewi Avenue, Ilogbo, Elegba, Ajangbadi, Ojo, Lagos, Nigeria",0,0f,
"₦200,000.00 Per Year","₦200,000.00 Per Year",", Meiran, Lagos, Nigeria",3,0f,
"₦220,000.00 Per Year","₦220,000.00 Per Year",", Enilololobo, Agege, Lagos, Nigeria",3,0f,
"₦800,000.00 Per Year","₦800,000.00 Per Year",", Enitan Street, Aguda, Surulere, Lagos, Nigeria",,,
"₦650,000,000.00 ","₦650,000,000.00 ",", Dolphin Estate, Ikoyi, Lagos, Nigeria",5,4f,
"$75,000 Per Year","$75,000 Per Year",", Off Sinary Danramijo srt, Victoria Island, Lagos, Nigeria",4,0f,
"₦12,000,000.00 ","₦12,000,000.00 ",", Ikotun, Alimosho, Lagos, Nigeria",2,2f,
"₦120,000,000.00 ","₦120,000,000.00 ",", Ajah, Lekki, Lagos, Nigeria",6,5f,
"₦650,000,000.00 ","₦650,000,000.00 ",", Maryland, Lagos, Nigeria",5,2f,
"₦888,000,000.00 ","₦888,000,000.00 ",", Osborne Estate, Ikoyi, Lagos, Nigeria",4,4f,
"₦380,000,000.00 ","₦380,000,000.00 ",", Admiralty Way, Lekki, Lagos, Nigeria",3,3f,
"₦5,000,000.00 Per Year","₦5,000,000.00 Per Year",", Lekki Phase 1, Lekki, Lagos, Nigeria",7,0f,
"₦5,000,000.00 Per Year","₦5,000,000.00 Per Year",", Lekki Phase 1, Lekki, Lagos, Nigeria",4,0f,
"₦90,000,000.00 ","₦90,000,000.00 ",", Ogba, Ikeja, Lagos, Nigeria",0,0f,
"₦14,000,000.00 ","₦14,000,000.00 ",", Oko Oba, Agege, Lagos, Nigeria",3,0f,
 , ,", Ajao Estate, Oshodi-Isolo, Lagos, Nigeria",3,0f,
"₦4,000,000.00 Per Year","₦4,000,000.00 Per Year",", Surulere, Lagos, Nigeria",,,
"₦1,500,000.00 Per Year","₦1,500,000.00 Per Year",", Omole Phase 1, Omole, Lagos, Nigeria",5,0f,
"₦700,000.00 Per Year","₦700,000.00 Per Year",", CBD, Agidingbi, Ikeja, Lagos, Nigeria",,,
"₦350,000.00 Per Year","₦350,000.00 Per Year",", Happy People Estate, Magboro, Ogun, Nigeria",3,0f,
"₦60,000,000.00 ","₦60,000,000.00 ",", Brook Estate, Magodo Phase 2, Magodo, Lagos, Nigeria",4,0f,
"₦200,000,000.00 ","₦200,000,000.00 ",", Lekki, Lagos, Nigeria",30,,
"₦5,000,000.00 Per Year","₦5,000,000.00 Per Year",", Fabac Close, Victoria Island, Lagos, Nigeria",2,0f,
"$75,000 Per Year","$75,000 Per Year",", Teslim Loisue Solomon, Victoria Island, Lagos, Nigeria",3,0f,
"₦23,000,000.00 ","₦23,000,000.00 ",", Victoria Garden City, Ajah, Lekki, Lagos, Nigeria",0,,
"₦75,000,000.00 ","₦75,000,000.00 ",", Chevyview Estate, Lekki, Lagos, Nigeria",5,0f,
"₦22,000,000.00 ","₦22,000,000.00 ",", VICTORY VIEW ESTATE, Ikota, Lekki, Lagos, Nigeria",0,,
"₦65,000,000.00 ","₦65,000,000.00 ",", Ikate, Lekki, Lagos, Nigeria",0,,
"₦150,000,000.00 ","₦150,000,000.00 ",", Lekki Phase 1, Lekki, Lagos, Nigeria",0,,
"₦700,000.00 ","₦700,000.00 ",", Agbara, Ado-Odo/Ota, Ogun, Nigeria",0,,
"₦981,000.00 ","₦981,000.00 ",", New Oriba road, Ibeju/Lekki, Lagos, Nigeria",0,,
"₦3,500,000.00 ","₦3,500,000.00 ",", Sangotedo, Ajah, Lekki, Lagos, Nigeria",0,,
 , ,", Lekki, Lagos, Nigeria",0,,
"₦1,500,000.00 ","₦1,500,000.00 ",", Sapati road, Ibeju/Lekki, Lagos, Nigeria",0,,
"₦3,900,000.00 ","₦3,900,000.00 ",", Along Lekki Expressway, Ibeju/Lekki, Lagos, Nigeria",0,,
"₦400,000.00 Per Year","₦400,000.00 Per Year",", Alapere, Ketu, Kosofe, Lagos, Nigeria",2,0f,
"₦16,000,000.00 ","₦16,000,000.00 ",", Fansanmi Street, Oluwalogbon, Ketu, Kosofe, Lagos, Nigeria",0,,
"₦400,000.00 ","₦400,000.00 ",", Off Dairo Sreer, Ketu, Kosofe, Lagos, Nigeria",2,0f,
"₦18,000,000.00 ","₦18,000,000.00 ",", Alapere, Ketu, Kosofe, Lagos, Nigeria",2,0f,
"₦15,000,000.00 ","₦15,000,000.00 ",", Plot of land uncompleted building at Biola street,, Ketu, Kosofe, Lagos, Nigeria",0,,
"₦40,000,000.00 Per Year","₦40,000,000.00 Per Year",", Ketu, Kosofe, Lagos, Nigeria",4,0f,
 , ,", Elebiju street, Alapere, Ketu, Kosofe, Lagos, Nigeria",16,0f,
"₦35,000,000.00 ","₦35,000,000.00 ",", College road, Ogba, Ikeja, Lagos, Nigeria",16,0f,
"₦650,000.00 Per Year","₦650,000.00 Per Year",", Agboyi Estate, Kosofe, Lagos, Nigeria",3,0f,
"₦850,000.00 Per Year","₦850,000.00 Per Year",", Sholuyi Estate, Gbagada, Lagos, Nigeria",4,0f,
"₦250,000.00 Per Year","₦250,000.00 Per Year",", Ebute/Ogolonto road, Ikorodu, Lagos, Nigeria",2,0f,
"₦6,000,000.00 ","₦6,000,000.00 ",", Majidun, Ikorodu, Lagos, Nigeria",0,,
"₦250,000.00 Per Year","₦250,000.00 Per Year",", Ikorodu, Lagos, Nigeria",3,0f,
"₦500,000.00 Per Year","₦500,000.00 Per Year",", Ikorodu, Lagos, Nigeria",4,0f,
"₦600,000.00 per month","₦600,000.00 per month",", Ikorodu, Lagos, Nigeria",3,0f,
"₦10,800,000.00 ","₦10,800,000.00 ",", Itamaja, Ijede, Ikorodu, Lagos, Nigeria",4,0f,
"₦15,200,000.00 ","₦15,200,000.00 ",", Itamaja, Ikorodu, Lagos, Nigeria",3,0f,
"₦25,000,000.00 ","₦25,000,000.00 ",", Nitel Estate, Ikorodu, Lagos, Nigeria",6,0f,
"₦12,000,000.00 ","₦12,000,000.00 ",", Ikorodu, Lagos, Nigeria",0,,
"₦3,500,000.00 ","₦3,500,000.00 ",", Ewu-Elepe, NEPA Estate, Ikorodu, Lagos, Nigeria",3,0f,
"₦1,300,000.00 Per Year","₦1,300,000.00 Per Year",", Inoyo Havens, Ogombo road, Ajah, Lekki, Lagos, Nigeria",3,0f,
"₦120,000,000.00 ","₦120,000,000.00 ",", Ikota Villa Estate, Ikota, Lekki, Lagos, Nigeria",0,,
"₦215,150,000.00 ","₦215,150,000.00 ",", UPDC Cameron Green, Lugard Avenue, Ikoyi, Lagos, Nigeria",5,0f,
"₦100,000,000.00 ","₦100,000,000.00 ",", Osborne Estate, Ikoyi, Lagos, Nigeria",4,0f,
"₦1,800,000.00 Per Year","₦1,800,000.00 Per Year",", Abraham Adesanya, Ajah, Lekki, Lagos, Nigeria",3,0f,
"₦55,000.00 Per Year","₦55,000.00 Per Year",", Engineering Close, Victoria Island, Lagos, Nigeria",,,
"₦65,000,000.00 ","₦65,000,000.00 ",", Ayo Jagun Street, Lekki Phase 1, Lekki, Lagos, Nigeria",11,0f,
"₦8,000,000.00 Per Year","₦8,000,000.00 Per Year",", Adeola Hopewell, Victoria Island, Lagos, Nigeria",,,
"₦170,000,000.00 ","₦170,000,000.00 ",", Ladipo Bateye Street, Ikeja GRA, Ikeja, Lagos, Nigeria",5,0f,
"₦475,000,000.00 ","₦475,000,000.00 ",", Admiralty Way, Lekki, Lagos, Nigeria",4,3f,
"₦550,000.00 Per Year","₦550,000.00 Per Year",", Anthony Village, Anthony, Shomolu, Lagos, Nigeria",2,0f,
"₦48,000,000.00 ","₦48,000,000.00 ",", Eric Moore, Surulere, Lagos, Nigeria",3,0f,
"₦30,000,000.00 ","₦30,000,000.00 ",", Ponle bustop, Egbeda, Alimosho, Lagos, Nigeria",0,,
"₦500,000.00 ","₦500,000.00 ",", Itori, Ewekoro, Ogun, Nigeria",0,,
"₦10,000,000.00 ","₦10,000,000.00 ",", Berger, Ojodu, Lagos, Nigeria",0,,
"₦1,800,000.00 Per Year","₦1,800,000.00 Per Year",", Bunevesta Estate, Lekki, Lagos, Nigeria",4,4f,
"₦2,800,000.00 Per Year","₦2,800,000.00 Per Year",", 1004 Estate, Ozumba Mbadiwe, Victoria Island, Lagos, Nigeria",2,0f,
"₦200,000,000.00 ","₦200,000,000.00 ",", Victoria Garden City, Ajah, Lekki, Lagos, Nigeria",4,0f,
"₦300,000.00 per month","₦300,000.00 per month",", Eleganza, Lekki Expressway, Lekki, Lagos, Nigeria",,,
"₦5,000,000.00 Per Year","₦5,000,000.00 Per Year",", Victoria Garden City, Ajah, Lekki, Lagos, Nigeria",4,0f,
"₦10,000,000.00 ","₦10,000,000.00 ",", Adeba Lakowe, Ibeju/Lekki, Lagos, Nigeria",0,,
"₦40,000,000.00 ","₦40,000,000.00 ",", Oriokuta, Ikorodu, Lagos, Nigeria",5,5f,
"₦125,000,000.00 ","₦125,000,000.00 ",", Vicroria Garden City, Ajah, Lekki, Lagos, Nigeria",5,0f,
"₦3,000,000.00 Per Year","₦3,000,000.00 Per Year",", Off Admiralty way, Lekki, Lagos, Nigeria",4,4f,
"₦800,000.00 Per Year","₦800,000.00 Per Year",", Gbagada, Lagos, Nigeria",3,2f,
"₦450,000.00 Per Year","₦450,000.00 Per Year",", Ori Oke, Ogudu, Lagos, Nigeria",1,0f,
"₦250,000.00 Per Year","₦250,000.00 Per Year",", Mende, Maryland, Lagos, Nigeria",1,0f,
"₦550,000.00 Per Year","₦550,000.00 Per Year",", Anthony Village, Anthony, Shomolu, Lagos, Nigeria",2,0f,
"₦650,000.00 Per Year","₦650,000.00 Per Year",", Pedro, Gbagada, Lagos, Nigeria",2,0f,
"₦800,000.00 Per Year","₦800,000.00 Per Year",", Anthony, Shomolu, Lagos, Nigeria",3,0f,
"₦1,000,000.00 Per Year","₦1,000,000.00 Per Year",", Ogudu, Lagos, Nigeria",3,0f,
"₦275,000.00 Per Year","₦275,000.00 Per Year",", Atunrase/Medina/Soluyi, Gbagada, Lagos, Nigeria",2,0f,
"₦1,000,000.00 Per Year","₦1,000,000.00 Per Year",", Lagoon estate, Ogudu, Lagos, Nigeria",3,0f,
"₦55,000,000.00 ","₦55,000,000.00 ",", Arowojobe Estate, Mende, Maryland, Lagos, Nigeria",4,0f,
"₦28,000,000.00 ","₦28,000,000.00 ",", Maryland Housing, Maryland, Lagos, Nigeria",4,4f,
"₦38,000,000.00 ","₦38,000,000.00 ",", John Okafor Street, Agungi, Lekki, Lagos, Nigeria",4,4f,
"₦12,000,000.00 ","₦12,000,000.00 ",", Alapere, Ketu, Kosofe, Lagos, Nigeria",12,0f,
"₦4,000,000.00 ","₦4,000,000.00 ",", Emmanuel street, Alapere, Ketu, Kosofe, Lagos, Nigeria",5,0f,
"₦15,000,000.00 ","₦15,000,000.00 ",", Oguntifa street, Alapere, Ketu, Kosofe, Lagos, Nigeria",0,,
"₦600,000.00 Per Year","₦600,000.00 Per Year",", Dotun Osokoya Street Agboyi Estate Alapere, Ketu, Kosofe, Lagos, Nigeria",3,4f,
"₦15,000,000.00 ","₦15,000,000.00 ",", Alapere, Ketu, Kosofe, Lagos, Nigeria",2,0f,
"₦7,000,000.00 ","₦7,000,000.00 ",", Church street, Alapere, Ketu, Kosofe, Lagos, Nigeria",8,0f,
"₦8,000,000.00 ","₦8,000,000.00 ",", Iwajowa Street Alapere, Ketu, Kosofe, Lagos, Nigeria",6,4f,
"₦25,000,000.00 ","₦25,000,000.00 ",", Oluyole Estate, Ibadan, Oyo, Nigeria",4,0f,
"₦17,000,000.00 ","₦17,000,000.00 ",", Oluyole estate, Ibadan, Oyo, Nigeria",4,0f,
"₦25,000,000.00 ","₦25,000,000.00 ",", Oluyole street, Ibadan, Oyo, Nigeria",0,0f,
"₦4,000,000.00 Per Year","₦4,000,000.00 Per Year",", Etim Iyang, Victoria Island, Lagos, Nigeria",3,0f,
"₦50,000.00 Per Year","₦50,000.00 Per Year",", Etim Iyang, Victoria Island, Lagos, Nigeria",,,
"₦70,000.00 Per Year","₦70,000.00 Per Year",", Muri Okunola, Victoria Island, Lagos, Nigeria",,,
"₦7,000,000.00 Per Year","₦7,000,000.00 Per Year",", Muri Okunola, Victoria Island, Lagos, Nigeria",,,
"₦6,000,000.00 Per Year","₦6,000,000.00 Per Year",", Etim Iyang, Victoria Island, Lagos, Nigeria",4,0f,
"₦3,000,000.00 Per Year","₦3,000,000.00 Per Year",", Muri Okunola, Victoria Island, Lagos, Nigeria",,,
"₦6,000,000.00 Per Year","₦6,000,000.00 Per Year",", Etim Iyang, Victoria Island, Lagos, Nigeria",3,0f,
"₦2,500,000.00 Per Year","₦2,500,000.00 Per Year",", Ilasan, Lekki, Lagos, Nigeria",4,0f,
"₦2,000,000.00 Per Year","₦2,000,000.00 Per Year",", Emerald Estate, Mobil Road., Lekki, Lagos, Nigeria",4,0f,
"₦1,200,000.00 Per Year","₦1,200,000.00 Per Year",", Elegant Court Estate, Lekki, Lagos, Nigeria",3,0f,
"₦65,000,000.00 ","₦65,000,000.00 ",", Hakkem Dickson, Lekki, Lagos, Nigeria",0,,
"₦400,000.00 per month","₦400,000.00 per month",", Elegant Court, Ilaje., Lekki, Lagos, Nigeria",1,0f,
"₦35,000,000.00 ","₦35,000,000.00 ",", Lekki, Lagos, Nigeria",3,0f,
"₦1,200,000.00 Per Year","₦1,200,000.00 Per Year",", Elegant Court Estate, Lekki, Lagos, Nigeria",3,0f,
"₦1,200,000.00 Per Year","₦1,200,000.00 Per Year",", Elegant Court estate, Lekki, Lagos, Nigeria",3,0f,
"₦3,500,000.00 Per Year","₦3,500,000.00 Per Year",", Lekki Phase 2, Lekki, Lagos, Nigeria",,,
"₦1,200,000.00 Per Year","₦1,200,000.00 Per Year",", Bashir Shittu, Magodo, Lagos, Nigeria",3,0f,
"₦2,000,000.00 Per Year","₦2,000,000.00 Per Year",", HOWSON WRIGHT, Oregun, Ikeja, Lagos, Nigeria",4,0f,
"₦1,400,000.00 Per Year","₦1,400,000.00 Per Year",", Mende, Maryland, Lagos, Nigeria",3,0f,
"₦350,000.00 Per Year","₦350,000.00 Per Year",", Igando, Iba, Ojo, Lagos, Nigeria",2,0f,
"₦15,000.00 Per Year","₦15,000.00 Per Year",", Allen, Ikeja, Lagos, Nigeria",,,
"₦2,500,000.00 Per Year","₦2,500,000.00 Per Year",", Ikeja GRA, Ikeja, Lagos, Nigeria",4,0f,
"₦6,000,000.00 Per Year","₦6,000,000.00 Per Year",", Ikeja GRA, Ikeja, Lagos, Nigeria",4,0f,
 Per Year, Per Year,", Awuse Estate, Ikeja, Lagos, Nigeria",,,
"₦150,000,000.00 ","₦150,000,000.00 ",", Maryland, Lagos, Nigeria",5,0f,
"₦160,000,000.00 ","₦160,000,000.00 ",", Oduduwa Street, Ikeja, Lagos, Nigeria",4,0f,
"₦50,000,000.00 ","₦50,000,000.00 ",", Yaba, Lagos, Nigeria",0,0f,
"₦20,000,000.00 ","₦20,000,000.00 ",", Igando, Iba, Ojo, Lagos, Nigeria",10,0f,
"₦2,500,000.00 ","₦2,500,000.00 ",", Ikorodu GRA Phase II, Ikorodu, Lagos, Nigeria",0,,
 , ,", Matoasky Court, Ojodu, Lagos, Nigeria",4,0f,
 , ,", Matoasky Court, Ojodu, Lagos, Nigeria",3,0f,
 , ,", Matoasky Estate, Ojodu, Lagos, Nigeria",2,0f,
 , ,", Ijegun, Alimosho, Lagos, Nigeria",0,,
 , ,", Port Harcourt, Rivers, Nigeria",,,
"₦65,000,000.00 ","₦65,000,000.00 ",", Bode Thomas, Surulere, Lagos, Nigeria",0,0f,
"₦5,000,000.00 Per Year","₦5,000,000.00 Per Year",", Bode Thomas, Surulere, Lagos, Nigeria",6,0f,
"₦10,000,000.00 Per Year","₦10,000,000.00 Per Year",", Ajose, Victoria Island, Lagos, Nigeria",,,
"$70,000 Per Year","$70,000 Per Year",", Luxury Gardens, 7B Alexander Avenue, Ikoyi, Lagos, Nigeria",4,0f,
"$50,000 Per Year","$50,000 Per Year",", Oluwole Street, Victoria Island, Lagos, Nigeria",2,0f,
"₦8,000,000.00 Per Year","₦8,000,000.00 Per Year",", Adeola Hopewell street, Victoria Island, Lagos, Nigeria",5,0f,
"₦3,000,000.00 Per Year","₦3,000,000.00 Per Year",", Admiralty Way, Lekki Phase 1, Lekki, Lagos, Nigeria",2,0f,
"₦3,000,000.00 Per Year","₦3,000,000.00 Per Year",", Admiralty Way, Lekki Phase 1, Lekki, Lagos, Nigeria",3,0f,
"₦160,000,000.00 ","₦160,000,000.00 ",", Luxury Gardens, 7B Alexander Avenue,, Ikoyi, Lagos, Nigeria",4,0f,
"₦65,000,000.00 ","₦65,000,000.00 ",", 1004 Estate, Ozumba Mbadiwe, Victoria Island, Lagos, Nigeria",4,0f,
"₦60,000,000.00 ","₦60,000,000.00 ",", 1004 Estate, Ozumba Mbadiwe, Victoria Island, Lagos, Nigeria",3,0f,
"₦100,000,000.00 ","₦100,000,000.00 ",", Oniru, Lagos, Nigeria",4,0f,
"₦360,000,000.00 ","₦360,000,000.00 ",", Lekki Phase 1, Lekki, Lagos, Nigeria",0,,
"₦56,000,000.00 ","₦56,000,000.00 ",", 1004 Estate, Ozumba Mbadiwe, Victoria Island, Lagos, Nigeria",3,0f,
"₦16,000,000.00 ","₦16,000,000.00 ",", Daleko/Ijoko, Ado-Odo/Ota, Ogun, Nigeria",2,0f,
"₦14,000,000.00 ","₦14,000,000.00 ",", Dalemo/Ijoko, Ado-Odo/Ota, Ogun, Nigeria",2,0f,
"₦35,000,000.00 ","₦35,000,000.00 ",", Magodo, Lagos, Nigeria",3,0f,
"₦56,000,000.00 ","₦56,000,000.00 ",", 1004 Estate, Ozumba Mbadiwe, Victoria Island, Lagos, Nigeria",3,0f,
"₦68,000,000.00 ","₦68,000,000.00 ",", Obafemi Awolowo way, Alausa, Ikeja, Lagos, Nigeria",4,0f,
"₦300,000,000.00 ","₦300,000,000.00 ",", Ogudu G.R.A, Ketu, Kosofe, Lagos, Nigeria",0,0f,
"₦35,000,000.00 ","₦35,000,000.00 ",", Magodo Brooks, Magodo, Lagos, Nigeria",3,0f,
"₦120,000,000.00 ","₦120,000,000.00 ",", Adeniyi Jones, Ikeja, Lagos, Nigeria",6,0f,
"₦13,000,000.00 ","₦13,000,000.00 ",", Daleko/Ijomo, Ado-Odo/Ota, Ogun, Nigeria",2,0f,
"₦170,000,000.00 ","₦170,000,000.00 ",", Ondo Close, Allen, Ikeja, Lagos, Nigeria",5,0f,
"₦120,000,000.00 Per Year","₦120,000,000.00 Per Year",", Walter Carrington, Ozumba Mbadiwe, Victoria Island, Lagos, Nigeria",,,
"₦120,000,000.00 Per Year","₦120,000,000.00 Per Year",", Walter Carrington Crescent, Ozumba Mbadiwe, Victoria Island, Lagos, Nigeria",,,
"₦57,000,000.00 ","₦57,000,000.00 ",", Banana Island, Old Ikoyi, Ikoyi, Lagos, Nigeria",0,0f,
"₦19,200,000.00 Per Year","₦19,200,000.00 Per Year",", Kofo Abayomi Street, Victoria Island, Lagos, Nigeria",3,0f,
"₦6,500,000.00 ","₦6,500,000.00 ",", Ibeju/Lekki, Lagos, Nigeria",0,,
"₦8,500,000,000.00 ","₦8,500,000,000.00 ",", Apapa, Lagos, Nigeria",0,,
"₦16,000,000.00 Per Year","₦16,000,000.00 Per Year",", Musa Yar Dua Crescent, Victoria Island, Lagos, Nigeria",3,0f,
"₦200,000,000.00 ","₦200,000,000.00 ",", Ikeja GRA, Ikeja, Lagos, Nigeria",5,0f,
"₦6,000,000.00 ","₦6,000,000.00 ",", Crown Estate, Lekki, Lagos, Nigeria",0,,
"₦8,000,000,000.00 ","₦8,000,000,000.00 ",", Ijebu Ode, Ogun, Nigeria",,,
"₦1,200,000.00 ","₦1,200,000.00 ",", Abijo, Ibeju/Lekki, Lagos, Nigeria",0,,
"₦1,200,000.00 ","₦1,200,000.00 ",", Agbowa Ikosi, Ikorodu, Lagos, Nigeria",0,,
"₦80,000,000.00 ","₦80,000,000.00 ",", Chuck Onyebuchi, Lekki Phase 1, Lekki, Lagos, Nigeria",4,0f,
"₦90,000,000.00 ","₦90,000,000.00 ",", Adeniyi Jones, Ikeja, Lagos, Nigeria",5,0f,
"₦40,000,000.00 ","₦40,000,000.00 ",", Osapa, Lekki, Lagos, Nigeria",4,0f,
"₦950,000.00 Per Year","₦950,000.00 Per Year",", Ajah, Lekki, Lagos, Nigeria",2,0f,
"₦3,500,000.00 ","₦3,500,000.00 ",", Awoyaya, Lekki, Lagos, Nigeria",0,,
"₦90,000,000.00 ","₦90,000,000.00 ",", Adeniyi Jones, Ikeja, Lagos, Nigeria",5,0f,
"₦2,500,000.00 Per Year","₦2,500,000.00 Per Year",", Bode Thomas, Surulere, Lagos, Nigeria",5,0f,
"₦170,000,000.00 ","₦170,000,000.00 ",", Sobo Aribiodu, Ikeja GRA, Ikeja, Lagos, Nigeria",5,0f,
"₦4,000,000.00 Per Year","₦4,000,000.00 Per Year",", Osborne Estate, Ikoyi, Lagos, Nigeria",5,0f,
"₦70,000,000.00 ","₦70,000,000.00 ",", Oniru Estate, Lekki Phase 1, Lekki, Lagos, Nigeria",4,0f,
"₦4,500,000.00 Per Year","₦4,500,000.00 Per Year",", Temple road, Ikoyi, Lagos, Nigeria",3,0f,
"₦3,500,000.00 Per Year","₦3,500,000.00 Per Year",", Lekki Phase 1, Lekki, Lagos, Nigeria",3,0f,
"₦5,000,000.00 Per Year","₦5,000,000.00 Per Year",", Ahmadu Bello Way, Victoria Island, Lagos, Nigeria",4,0f,
"₦4,000,000.00 Per Year","₦4,000,000.00 Per Year",", Osborne Phase 1, Ikoyi, Lagos, Nigeria",2,0f,
"₦9,000,000.00 Per Year","₦9,000,000.00 Per Year",", Osborne Phase 1, Ikoyi, Lagos, Nigeria",4,0f,
"₦15,000,000.00 Per Year","₦15,000,000.00 Per Year",", Jide Oki Street, Victoria Island, Lagos, Nigeria",5,0f,
"$45,000 Per Year","$45,000 Per Year",", Queen Drive, Ikoyi, Lagos, Nigeria",3,0f,
"₦850,000.00 Per Year","₦850,000.00 Per Year",", Ikota Shopping Complex, Ikota, Lekki, Lagos, Nigeria",,,
 Per Year, Per Year,", Etim Inyang, Victoria Island, Lagos, Nigeria",4,0f,
"₦80,000,000.00 ","₦80,000,000.00 ",", Ikeja GRA, Ikeja, Lagos, Nigeria",4,4f,
"₦2,500,000.00 Per Year","₦2,500,000.00 Per Year",", Adeniji Estate, Ikeja, Lagos, Nigeria",,,
"₦65,000,000.00 ","₦65,000,000.00 ",", Shangisha Phase 2, Magodo, Lagos, Nigeria",5,0f,
"₦3,500,000.00 Per Year","₦3,500,000.00 Per Year",", Sinari Adaranijo, Victoria Island, Lagos, Nigeria",3,0f,
"₦65,000,000.00 ","₦65,000,000.00 ",", Shangisha, Magodo, Lagos, Nigeria",5,5f,
"₦3,000,000.00 Per Year","₦3,000,000.00 Per Year",", Lagos, Nigeria",0,3f,
"₦35,000,000.00 ","₦35,000,000.00 ",", Lagos, Nigeria",3,0f,
"₦15,000,000.00 ","₦15,000,000.00 ",", Williams Estate, Agege, Lagos, Nigeria",0,0f,
"₦8,000,000.00 ","₦8,000,000.00 ",", Agege, Lagos, Nigeria",15,0f,
"₦22,000,000.00 ","₦22,000,000.00 ",", Balogun Street, Agege, Lagos, Nigeria",0,,
"₦1,500,000,000.00 ","₦1,500,000,000.00 ",", Awolowo, Ikoyi, Lagos, Nigeria",0,,
"₦3,800,000,000.00 ","₦3,800,000,000.00 ",", Wharf, Apapa, Lagos, Nigeria",0,,
"₦4,100,000,000.00 ","₦4,100,000,000.00 ",", MRS Oil Creek Road, Apapa, Lagos, Nigeria",0,,
"₦25,000,000.00 ","₦25,000,000.00 ",", Oko Oba, Agege, Lagos, Nigeria",0,,
"₦1,800,000,000.00 ","₦1,800,000,000.00 ",", Ojodu Berger, Ojodu, Lagos, Nigeria",0,,
"₦18,000,000.00 ","₦18,000,000.00 ",", Ogba, Oke -Koto, Agege, Lagos, Nigeria",3,0f,
"₦4,000,000.00 ","₦4,000,000.00 ",", Sango garage, Sango, Ado-Odo/Ota, Ogun, Nigeria",14,0f,
"₦450,000,000.00 ","₦450,000,000.00 ",", VI Extension, Victoria Island, Lagos, Nigeria",,,
"₦11,000,000.00 Per Year","₦11,000,000.00 Per Year",", Off Admiralty way,, Lekki, Lagos, Nigeria",9,10f,
"₦3,500,000.00 Per Year","₦3,500,000.00 Per Year",", Off Admiralty road, Lekki, Lagos, Nigeria",3,0f,
"₦33,000,000.00 ","₦33,000,000.00 ",", Opposite Abraham Adesanya Estate, Ajah, Lekki, Lagos, Nigeria",4,5f,
"₦55,000,000.00 ","₦55,000,000.00 ",", Ikota, Lekki, Lagos, Nigeria",5,6f,
"₦1,600,000.00 ","₦1,600,000.00 ",", Ikota, Lekki, Lagos, Nigeria",,,
"₦59,000,000.00 ","₦59,000,000.00 ",", Ikota, Lekki, Lagos, Nigeria",5,6f,
"₦30,000,000.00 ","₦30,000,000.00 ",", Ikota, Lekki, Lagos, Nigeria",5,,
"₦55,000,000.00 ","₦55,000,000.00 ",", Agungi, Lekki, Lagos, Nigeria",5,6f,
"₦140,000,000.00 ","₦140,000,000.00 ",", Platinum way, Lekki Phase 1, Lekki, Lagos, Nigeria",0,,
"₦10,000,000.00 ","₦10,000,000.00 ",", Nigeria",4,0f,
"₦400,000,000,000.00 ","₦400,000,000,000.00 ",", INA OBASI, Ogudu, Lagos, Nigeria",6,6f,
"₦380,000,000.00 ","₦380,000,000.00 ",", kazimu Ekemode of Saka tinubu, Adeola Odeku, Victoria Island, Lagos, Nigeria",5,5f,
"₦15,000,000.00 ","₦15,000,000.00 ",", Abijo, Ibeju/Lekki, Lagos, Nigeria",0,,
"₦140,000,000.00 ","₦140,000,000.00 ",", Omole Phase 1, Omole, Lagos, Nigeria",6,0f,
"₦330,000,000.00 ","₦330,000,000.00 ",", Tawa Aliu Bello Street, Lagos Island, Lagos, Nigeria",,,
"₦200,000,000.00 ","₦200,000,000.00 ",", Asokoro Extension, Asokoro, Abuja Municipal, Abuja FCT, Nigeria",0,,
"₦55,000,000.00 ","₦55,000,000.00 ",", Shangisha, Magodo, Lagos, Nigeria",0,,
"₦90,000,000.00 ","₦90,000,000.00 ",", Gwarinpa, Abuja FCT, Nigeria",0,,
"₦35,000,000.00 ","₦35,000,000.00 ",", Alhaji Jimoh, Adeniyi Jones, Ikeja, Lagos, Nigeria",5,0f,
"₦2,000,000.00 Per Year","₦2,000,000.00 Per Year",", Maitama, Abuja FCT, Nigeria",2,0f,
"₦30,000,000.00 ","₦30,000,000.00 ",", Green Land Estate, Okokonkla, Ajah, Lekki, Lagos, Nigeria",4,0f,
"₦750,000.00 Per Year","₦750,000.00 Per Year",", Oke Ira, Ogba, Ikeja, Lagos, Nigeria",3,0f,
"₦100,000,000.00 ","₦100,000,000.00 ",", Ibeju/Lekki, Lagos, Nigeria",0,,
"₦450,000,000.00 ","₦450,000,000.00 ",", Ikota Villa Estate, Ikota, Lekki, Lagos, Nigeria",10,0f,
"₦31,000,000.00 ","₦31,000,000.00 ",", May Fair Garden, Lekki, Lagos, Nigeria",3,0f,
"₦25,000,000.00 ","₦25,000,000.00 ",", Obawole, Ogba, Ikeja, Lagos, Nigeria",0,,
